ORDER_ID,PART_ID,SUPPLIER_ID,WAREHOUSE_ID,ORDER_DATE,PROMISED_DATE,ACTUAL_DATE,ORDER_QTY,RECEIVED_QTY,UNIT_COST_KRW,ORDER_AMOUNT_KRW,DELAY_DAYS,ORDER_TYPE,STATUS
ORD001888,PT012,SUP010,WH006,2023-09-04,2023-09-09,2023-09-09,580,580,12243,7100940,0,BLANKET,DELIVERED
ORD001889,PT018,SUP002,WH004,2023-09-04,2023-09-11,2023-09-14,632,632,75062,47439184,0,BLANKET,DELIVERED
ORD001890,PT021,SUP008,WH007,2023-09-04,2023-09-18,2023-09-20,60,60,187401,11244060,0,REGULAR,DELIVERED
ORD001891,PT023,SUP010,WH007,2023-09-04,2023-09-07,2023-09-10,3200,3200,1482,4742400,0,REGULAR,DELIVERED
ORD001892,PT028,SUP010,WH007,2023-09-04,2023-09-09,2023-09-10,2350,2350,5974,14038900,0,REGULAR,DELIVERED
ORD001893,PT013,SUP003,WH008,2023-09-05,2023-09-10,2023-09-12,520,520,8317,4324840,0,REGULAR,DELIVERED
ORD001894,PT015,SUP010,WH005,2023-09-05,2023-09-12,2023-09-15,680,680,20968,14258240,0,BLANKET,DELIVERED
ORD001895,PT023,SUP010,WH005,2023-09-05,2023-09-08,2023-09-11,14600,14600,1443,21067800,0,BLANKET,DELIVERED
ORD001896,PT023,SUP010,WH008,2023-09-05,2023-09-08,2023-09-08,9200,9200,1472,13542400,0,BLANKET,DELIVERED
ORD001897,PT024,SUP009,WH002,2023-09-05,2023-09-10,2023-09-14,11550,11550,8647,99872850,0,REGULAR,DELIVERED
ORD001898,PT027,SUP009,WH008,2023-09-05,2023-09-06,2023-09-21,16400,16400,780,12792000,15,EMERGENCY,DELAYED
ORD001899,PT014,SUP005,WH003,2023-09-06,2023-09-09,2023-09-20,750,750,61793,46344750,11,EMERGENCY,DELAYED
ORD001900,PT017,SUP005,WH008,2023-09-06,2023-09-13,2023-09-17,344,344,46373,15952312,0,REGULAR,DELIVERED
ORD001901,PT020,SUP006,WH006,2023-09-06,2023-09-13,2023-09-21,240,240,41251,9900240,8,REGULAR,DELAYED
ORD001902,PT023,SUP010,WH007,2023-09-06,2023-09-07,2023-09-10,4200,4200,1476,6199200,0,EMERGENCY,DELIVERED
ORD001903,PT008,SUP007,WH002,2023-09-07,2023-09-21,2023-09-21,140,140,308817,43234380,0,REGULAR,DELIVERED
ORD001904,PT023,SUP010,WH004,2023-09-07,2023-09-08,2023-09-08,19400,19400,1561,30283400,0,EMERGENCY,DELIVERED
ORD001905,PT024,SUP009,WH003,2023-09-07,2023-09-12,2023-09-19,9750,9750,8500,82875000,0,REGULAR,DELIVERED
ORD001906,PT025,SUP009,WH002,2023-09-07,2023-09-09,2023-09-13,12950,12950,12303,159323850,0,EMERGENCY,DELIVERED
ORD001907,PT007,SUP001,WH004,2023-09-08,2023-09-26,2023-09-29,48,48,497271,23869008,0,BLANKET,DELIVERED
ORD001908,PT008,SUP007,WH003,2023-09-08,2023-09-22,2023-09-24,122,122,332554,40571588,0,REGULAR,DELIVERED
ORD001909,PT015,SUP010,WH007,2023-09-08,2023-09-15,2023-09-17,270,270,22497,6074190,0,REGULAR,DELIVERED
ORD001910,PT022,SUP005,WH008,2023-09-08,2023-09-18,2023-09-19,316,316,66444,20996304,0,REGULAR,DELIVERED
ORD001911,PT016,SUP002,WH007,2023-09-09,2023-09-19,2023-09-24,112,112,99221,11112752,0,REGULAR,DELIVERED
ORD001912,PT018,SUP002,WH002,2023-09-09,2023-09-16,2023-09-18,956,956,79216,75730496,0,REGULAR,DELIVERED
ORD001913,PT018,SUP002,WH006,2023-09-09,2023-09-16,2023-09-19,168,168,80029,13444872,0,REGULAR,DELIVERED
ORD001914,PT021,SUP008,WH005,2023-09-09,2023-09-23,2023-09-28,194,194,180605,35037370,0,REGULAR,DELIVERED
ORD001915,PT022,SUP005,WH005,2023-09-09,2023-09-14,2023-09-23,460,460,66853,30752380,9,EMERGENCY,DELAYED
ORD001916,PT024,SUP009,WH006,2023-09-09,2023-09-14,2023-09-19,3450,3450,8614,29718300,0,REGULAR,DELIVERED
ORD001917,PT029,SUP009,WH002,2023-09-09,2023-09-12,2023-09-16,22800,22800,4308,98222400,0,REGULAR,DELIVERED
ORD001918,PT029,SUP009,WH004,2023-09-09,2023-09-12,2023-10-09,9300,9300,4283,39831900,27,REGULAR,DELAYED
ORD001919,PT012,SUP010,WH008,2023-09-10,2023-09-15,2023-09-17,860,860,12444,10701840,0,REGULAR,DELIVERED
ORD001920,PT013,SUP003,WH005,2023-09-10,2023-09-15,2023-09-18,1400,1400,7686,10760400,0,REGULAR,DELIVERED
ORD001921,PT016,SUP002,WH003,2023-09-10,2023-09-20,2023-09-21,512,512,93245,47741440,0,REGULAR,DELIVERED
ORD001922,PT018,SUP002,WH002,2023-09-10,2023-09-17,2023-09-18,980,980,78117,76554660,0,REGULAR,DELIVERED
ORD001923,PT026,SUP010,WH002,2023-09-10,2023-09-11,2023-09-12,27000,27000,3330,89910000,0,EMERGENCY,DELIVERED
ORD001924,PT021,SUP008,WH005,2023-09-11,2023-09-25,2023-10-24,234,234,182319,42662646,29,BLANKET,DELAYED
ORD001925,PT026,SUP010,WH003,2023-09-11,2023-09-14,2023-09-16,17900,17900,3488,62435200,0,REGULAR,DELIVERED
ORD001926,PT009,SUP001,WH002,2023-09-12,2023-09-22,2023-09-24,228,228,243291,55470348,0,REGULAR,DELIVERED
ORD001927,PT022,SUP005,WH001,2023-09-12,2023-09-22,2023-09-27,1080,1080,68558,74042640,0,REGULAR,DELIVERED
ORD001928,PT003,SUP006,WH003,2023-09-13,2023-10-01,2023-10-01,64,64,848084,54277376,0,REGULAR,DELIVERED
ORD001929,PT004,SUP007,WH004,2023-09-13,2023-09-20,2023-09-20,42,42,619977,26039034,0,EMERGENCY,DELIVERED
ORD001930,PT015,SUP010,WH006,2023-09-14,2023-09-21,2023-09-22,450,450,21227,9552150,0,BLANKET,DELIVERED
ORD001931,PT025,SUP009,WH006,2023-09-14,2023-09-19,2023-10-12,2450,2450,11490,28150500,23,REGULAR,DELAYED
ORD001932,PT005,SUP004,WH005,2023-09-15,2023-09-22,2023-10-03,64,64,393077,25156928,11,EMERGENCY,DELAYED
ORD001933,PT020,SUP006,WH008,2023-09-15,2023-09-22,2023-09-27,440,440,44092,19400480,0,REGULAR,DELIVERED
ORD001934,PT021,SUP008,WH004,2023-09-15,2023-09-29,2023-10-24,418,418,188869,78947242,25,REGULAR,DELAYED
ORD001935,PT025,SUP009,WH005,2023-09-15,2023-09-20,2023-09-21,6400,6400,11983,76691200,0,REGULAR,DELIVERED
ORD001936,PT030,SUP010,WH002,2023-09-15,2023-09-16,2023-09-16,45800,45800,2238,102500400,0,EMERGENCY,DELIVERED
ORD001937,PT018,SUP002,WH004,2023-09-16,2023-09-23,2023-09-26,660,660,80310,53004600,0,REGULAR,DELIVERED
ORD001938,PT025,SUP009,WH005,2023-09-16,2023-09-21,2023-09-27,8300,8300,11874,98554200,0,REGULAR,DELIVERED
ORD001939,PT029,SUP009,WH008,2023-09-16,2023-09-19,2023-10-16,7100,7100,4531,32170100,27,REGULAR,DELAYED
ORD001940,PT015,SUP010,WH005,2023-09-17,2023-09-24,2023-09-26,840,840,21537,18091080,0,BLANKET,DELIVERED
ORD001941,PT018,SUP002,WH007,2023-09-17,2023-09-20,2023-09-23,116,116,80842,9377672,0,EMERGENCY,DELIVERED
ORD001942,PT027,SUP009,WH002,2023-09-17,2023-09-20,2023-09-24,74800,74800,778,58194400,0,REGULAR,DELIVERED
ORD001943,PT029,SUP009,WH007,2023-09-17,2023-09-18,2023-09-22,3200,3200,4510,14432000,0,EMERGENCY,DELIVERED
ORD001944,PT001,SUP001,WH006,2023-09-18,2023-09-25,2023-09-26,12,12,1723385,20680620,0,EMERGENCY,DELIVERED
ORD001945,PT015,SUP010,WH006,2023-09-18,2023-09-25,2023-09-26,410,410,21380,8765800,0,REGULAR,DELIVERED
ORD001946,PT025,SUP009,WH007,2023-09-18,2023-09-20,2023-09-30,2800,2800,12471,34918800,10,EMERGENCY,DELAYED
ORD001947,PT010,SUP003,WH004,2023-09-19,2023-09-26,2023-09-27,38,38,992606,37719028,0,EMERGENCY,DELIVERED
ORD001948,PT026,SUP010,WH002,2023-09-19,2023-09-22,2023-09-22,19400,19400,3372,65416800,0,REGULAR,DELIVERED
ORD001949,PT011,SUP010,WH004,2023-09-20,2023-09-27,2023-09-27,2020,2020,18445,37258900,0,REGULAR,DELIVERED
ORD001950,PT010,SUP003,WH005,2023-09-21,2023-10-05,2023-10-07,28,28,924914,25897592,0,REGULAR,DELIVERED
ORD001951,PT012,SUP010,WH008,2023-09-21,2023-09-26,2023-09-29,1020,1020,12390,12637800,0,REGULAR,DELIVERED
ORD001952,PT023,SUP010,WH003,2023-09-21,2023-09-24,2023-09-25,21000,21000,1448,30408000,0,REGULAR,DELIVERED
ORD001953,PT012,SUP010,WH006,2023-09-22,2023-09-27,2023-09-28,680,680,11768,8002240,0,REGULAR,DELIVERED
ORD001954,PT013,SUP003,WH008,2023-09-22,2023-09-24,2023-09-26,640,640,8056,5155840,0,EMERGENCY,DELIVERED
ORD001955,PT021,SUP008,WH008,2023-09-22,2023-09-29,2023-10-25,236,236,180565,42613340,26,EMERGENCY,DELAYED
ORD001956,PT027,SUP009,WH008,2023-09-22,2023-09-25,2023-10-02,10200,10200,829,8455800,0,REGULAR,DELIVERED
ORD001957,PT013,SUP003,WH001,2023-09-23,2023-09-28,2023-09-29,3600,3600,7708,27748800,0,REGULAR,DELIVERED
ORD001958,PT016,SUP002,WH003,2023-09-23,2023-10-03,2023-10-04,416,416,97320,40485120,0,REGULAR,DELIVERED
ORD001959,PT003,SUP006,WH001,2023-09-24,2023-10-12,2023-10-12,154,154,853590,131452860,0,REGULAR,DELIVERED
ORD001960,PT017,SUP005,WH002,2023-09-24,2023-10-01,2023-10-01,1312,1312,48731,63935072,0,REGULAR,DELIVERED
ORD001961,PT027,SUP009,WH004,2023-09-24,2023-09-27,2023-10-07,22800,22800,811,18490800,10,REGULAR,DELAYED
ORD001962,PT028,SUP010,WH004,2023-09-24,2023-09-26,2023-09-27,12150,12150,6274,76229100,0,EMERGENCY,DELIVERED
ORD001963,PT004,SUP007,WH006,2023-09-25,2023-10-09,2023-10-12,34,34,616312,20954608,0,REGULAR,DELIVERED
ORD001964,PT013,SUP003,WH007,2023-09-25,2023-09-30,2023-10-02,460,460,8028,3692880,0,REGULAR,DELIVERED
ORD001965,PT024,SUP009,WH003,2023-09-25,2023-09-30,2023-10-04,6050,6050,8507,51467350,0,REGULAR,DELIVERED
ORD001966,PT024,SUP009,WH003,2023-09-25,2023-09-30,2023-10-14,5650,5650,8099,45759350,14,REGULAR,DELAYED
ORD001967,PT003,SUP006,WH002,2023-09-26,2023-10-05,2023-10-08,80,80,872162,69772960,0,EMERGENCY,DELIVERED
ORD001968,PT005,SUP004,WH002,2023-09-26,2023-10-10,2023-10-22,200,200,380961,76192200,12,REGULAR,DELAYED
ORD001969,PT008,SUP007,WH004,2023-09-26,2023-10-10,2023-10-11,96,96,323069,31014624,0,REGULAR,DELIVERED
ORD001970,PT018,SUP002,WH008,2023-09-26,2023-10-03,2023-10-03,372,372,74223,27610956,0,BLANKET,DELIVERED
ORD001971,PT003,SUP006,WH006,2023-09-27,2023-10-06,2023-10-08,22,22,871855,19180810,0,EMERGENCY,DELIVERED
ORD001972,PT010,SUP003,WH004,2023-09-27,2023-10-11,2023-10-12,41,41,923795,37875595,0,BLANKET,DELIVERED
ORD001973,PT021,SUP008,WH008,2023-09-27,2023-10-04,2023-10-09,212,212,186782,39597784,0,EMERGENCY,DELIVERED
ORD001974,PT023,SUP010,WH007,2023-09-27,2023-09-30,2023-10-01,5400,5400,1533,8278200,0,REGULAR,DELIVERED
ORD001975,PT024,SUP009,WH003,2023-09-27,2023-10-02,2023-10-20,10300,8623,8875,91412500,18,BLANKET,PARTIAL
ORD001976,PT011,SUP010,WH005,2023-09-28,2023-10-05,2023-10-07,1800,1800,17478,31460400,0,BLANKET,DELIVERED
ORD001977,PT018,SUP002,WH007,2023-09-29,2023-10-06,2023-10-06,184,184,75156,13828704,0,BLANKET,DELIVERED
ORD001978,PT026,SUP010,WH003,2023-09-29,2023-10-02,2023-10-12,11500,11500,3364,38686000,10,REGULAR,DELAYED
ORD001979,PT028,SUP010,WH004,2023-09-29,2023-10-04,2023-10-07,7000,7000,6078,42546000,0,BLANKET,DELIVERED
ORD001980,PT030,SUP010,WH001,2023-09-29,2023-10-02,2023-10-05,68200,68200,2111,143970200,0,REGULAR,DELIVERED
ORD001981,PT011,SUP010,WH001,2023-09-30,2023-10-07,2023-10-13,6140,6140,17433,107038620,0,REGULAR,DELIVERED
ORD001982,PT018,SUP002,WH002,2023-09-30,2023-10-07,2023-10-09,936,936,74693,69912648,0,BLANKET,DELIVERED
ORD001983,PT021,SUP008,WH002,2023-09-30,2023-10-14,2023-10-28,640,640,187759,120165760,14,BLANKET,DELAYED
ORD001984,PT021,SUP008,WH004,2023-09-30,2023-10-14,2023-10-19,416,416,187998,78207168,0,REGULAR,DELIVERED
ORD001985,PT025,SUP009,WH008,2023-09-30,2023-10-05,2023-10-10,4600,4600,12079,55563400,0,REGULAR,DELIVERED
ORD001986,PT006,SUP002,WH004,2023-10-01,2023-10-11,2023-10-14,88,88,229149,20165112,0,REGULAR,DELIVERED
ORD001987,PT012,SUP010,WH003,2023-10-01,2023-10-06,2023-10-09,3060,3060,12009,36747540,0,REGULAR,DELIVERED
ORD001988,PT015,SUP010,WH005,2023-10-01,2023-10-08,2023-10-10,760,760,22895,17400200,0,BLANKET,DELIVERED
ORD001989,PT001,SUP001,WH001,2023-10-02,2023-10-16,2023-10-19,109,109,1830621,199537689,0,REGULAR,DELIVERED
ORD001990,PT001,SUP001,WH005,2023-10-02,2023-10-09,2023-10-10,18,18,1869598,33652764,0,EMERGENCY,DELIVERED
ORD001991,PT004,SUP007,WH006,2023-10-02,2023-10-16,2023-10-30,26,26,646415,16806790,14,REGULAR,DELAYED
ORD001992,PT007,SUP001,WH002,2023-10-02,2023-10-20,2023-10-30,96,96,502280,48218880,10,REGULAR,DELAYED
ORD001993,PT007,SUP001,WH005,2023-10-02,2023-10-20,,56,0,499390,27965840,0,BLANKET,CANCELLED
ORD001994,PT004,SUP007,WH004,2023-10-03,2023-10-17,2023-10-20,82,82,593310,48651420,0,BLANKET,DELIVERED
ORD001995,PT024,SUP009,WH005,2023-10-03,2023-10-08,2023-10-09,4300,4300,8788,37788400,0,BLANKET,DELIVERED
ORD001996,PT004,SUP007,WH003,2023-10-04,2023-10-11,2023-10-16,54,54,622088,33592752,0,EMERGENCY,DELIVERED
ORD001997,PT006,SUP002,WH001,2023-10-04,2023-10-14,2023-10-16,352,352,222244,78229888,0,REGULAR,DELIVERED
ORD001998,PT011,SUP010,WH002,2023-10-04,2023-10-11,2023-10-14,3360,3360,17970,60379200,0,BLANKET,DELIVERED
ORD001999,PT014,SUP005,WH004,2023-10-04,2023-10-11,2023-10-23,660,438,64119,42318540,12,REGULAR,PARTIAL
ORD002000,PT020,SUP006,WH004,2023-10-04,2023-10-11,2023-10-16,500,500,41212,20606000,0,REGULAR,DELIVERED
ORD002001,PT022,SUP005,WH001,2023-10-04,2023-10-09,2023-10-11,1252,1252,65256,81700512,0,EMERGENCY,DELIVERED
ORD002002,PT005,SUP004,WH003,2023-10-05,2023-10-19,2023-11-01,104,104,371794,38666576,13,REGULAR,DELAYED
ORD002003,PT019,SUP003,WH007,2023-10-05,2023-10-08,2023-10-11,180,180,54348,9782640,0,EMERGENCY,DELIVERED
ORD002004,PT028,SUP010,WH005,2023-10-06,2023-10-11,2023-10-14,6200,6200,5801,35966200,0,REGULAR,DELIVERED
ORD002005,PT002,SUP004,WH006,2023-10-07,2023-10-28,2023-10-28,6,6,2091549,12549294,0,REGULAR,DELIVERED
ORD002006,PT018,SUP002,WH006,2023-10-07,2023-10-10,2023-10-12,252,252,81847,20625444,0,EMERGENCY,DELIVERED
ORD002007,PT022,SUP005,WH001,2023-10-07,2023-10-12,2023-10-19,1308,1308,66455,86923140,0,EMERGENCY,DELIVERED
ORD002008,PT022,SUP005,WH007,2023-10-07,2023-10-17,2023-10-21,96,96,64690,6210240,0,REGULAR,DELIVERED
ORD002009,PT008,SUP007,WH004,2023-10-08,2023-10-22,2023-10-25,68,68,315242,21436456,0,REGULAR,DELIVERED
ORD002010,PT020,SUP006,WH007,2023-10-08,2023-10-15,2023-10-22,120,120,43240,5188800,0,REGULAR,DELIVERED
ORD002011,PT030,SUP010,WH001,2023-10-08,2023-10-09,2023-10-09,54000,54000,2241,121014000,0,EMERGENCY,DELIVERED
ORD002012,PT020,SUP006,WH004,2023-10-10,2023-10-17,2023-10-22,570,570,40975,23355750,0,BLANKET,DELIVERED
ORD002013,PT025,SUP009,WH008,2023-10-10,2023-10-15,2023-11-14,5200,5200,12538,65197600,30,REGULAR,DELAYED
ORD002014,PT027,SUP009,WH007,2023-10-10,2023-10-13,2023-10-17,9400,9400,784,7369600,0,REGULAR,DELIVERED
ORD002015,PT029,SUP009,WH004,2023-10-10,2023-10-11,2023-10-14,10800,10800,4703,50792400,0,EMERGENCY,DELIVERED
ORD002016,PT002,SUP004,WH001,2023-10-12,2023-11-02,2023-11-14,74,74,2056229,152160946,12,REGULAR,DELAYED
ORD002017,PT014,SUP005,WH006,2023-10-12,2023-10-19,2023-10-21,300,300,67286,20185800,0,REGULAR,DELIVERED
ORD002018,PT019,SUP003,WH005,2023-10-12,2023-10-19,2023-10-21,510,510,54610,27851100,0,BLANKET,DELIVERED
ORD002019,PT020,SUP006,WH005,2023-10-12,2023-10-19,2023-10-20,380,380,42279,16066020,0,REGULAR,DELIVERED
ORD002020,PT022,SUP005,WH003,2023-10-12,2023-10-17,2023-10-18,660,660,66138,43651080,0,EMERGENCY,DELIVERED
ORD002021,PT011,SUP010,WH004,2023-10-13,2023-10-20,2023-10-21,1360,1360,18628,25334080,0,REGULAR,DELIVERED
ORD002022,PT015,SUP010,WH002,2023-10-14,2023-10-21,2023-10-21,2170,2170,21461,46570370,0,REGULAR,DELIVERED
ORD002023,PT011,SUP010,WH008,2023-10-15,2023-10-18,2023-10-21,1140,1140,18630,21238200,0,EMERGENCY,DELIVERED
ORD002024,PT027,SUP009,WH001,2023-10-15,2023-10-18,2023-11-15,90400,90400,785,70964000,28,REGULAR,DELAYED
ORD002025,PT010,SUP003,WH005,2023-10-16,2023-10-23,2023-10-24,25,25,912154,22803850,0,EMERGENCY,DELIVERED
ORD002026,PT017,SUP005,WH005,2023-10-16,2023-10-23,2023-10-24,544,544,49804,27093376,0,BLANKET,DELIVERED
ORD002027,PT019,SUP003,WH002,2023-10-16,2023-10-23,2023-10-23,1170,1170,56773,66424410,0,BLANKET,DELIVERED
ORD002028,PT004,SUP007,WH004,2023-10-17,2023-10-31,2023-11-05,80,80,612651,49012080,0,REGULAR,DELIVERED
ORD002029,PT019,SUP003,WH008,2023-10-17,2023-10-24,2023-10-25,220,220,53339,11734580,0,REGULAR,DELIVERED
ORD002030,PT023,SUP010,WH005,2023-10-17,2023-10-20,2023-10-20,17200,17200,1479,25438800,0,REGULAR,DELIVERED
ORD002031,PT028,SUP010,WH005,2023-10-17,2023-10-22,2023-10-24,9900,9900,5781,57231900,0,REGULAR,DELIVERED
ORD002032,PT008,SUP007,WH001,2023-10-18,2023-11-01,2023-11-01,216,216,313230,67657680,0,BLANKET,DELIVERED
ORD002033,PT011,SUP010,WH002,2023-10-18,2023-10-25,2023-10-28,4440,4440,18418,81775920,0,REGULAR,DELIVERED
ORD002034,PT014,SUP005,WH002,2023-10-18,2023-10-25,2023-10-26,1750,1750,63670,111422500,0,REGULAR,DELIVERED
ORD002035,PT018,SUP002,WH005,2023-10-18,2023-10-21,2023-10-24,572,572,76395,43697940,0,EMERGENCY,DELIVERED
ORD002036,PT022,SUP005,WH002,2023-10-18,2023-10-28,2023-11-04,1088,1088,69860,76007680,0,BLANKET,DELIVERED
ORD002037,PT025,SUP009,WH004,2023-10-18,2023-10-23,2023-11-20,10000,10000,12061,120610000,28,REGULAR,DELAYED
ORD002038,PT003,SUP006,WH003,2023-10-19,2023-10-28,2023-11-02,64,64,818735,52399040,0,EMERGENCY,DELIVERED
ORD002039,PT008,SUP007,WH004,2023-10-19,2023-11-02,2023-11-10,80,80,305957,24476560,8,REGULAR,DELAYED
ORD002040,PT015,SUP010,WH005,2023-10-19,2023-10-26,2023-11-01,880,880,22512,19810560,0,BLANKET,DELIVERED
ORD002041,PT020,SUP006,WH008,2023-10-19,2023-10-26,2023-10-29,470,470,43809,20590230,0,BLANKET,DELIVERED
ORD002042,PT021,SUP008,WH006,2023-10-19,2023-11-02,2023-11-07,128,128,187264,23969792,0,REGULAR,DELIVERED
ORD002043,PT028,SUP010,WH006,2023-10-19,2023-10-24,2023-10-26,4850,4850,6280,30458000,0,REGULAR,DELIVERED
ORD002044,PT001,SUP001,WH006,2023-10-20,2023-11-03,2023-11-05,17,17,1767146,30041482,0,REGULAR,DELIVERED
ORD002045,PT002,SUP004,WH001,2023-10-20,2023-10-30,2023-11-03,69,69,1910702,131838438,0,EMERGENCY,DELIVERED
ORD002046,PT010,SUP003,WH001,2023-10-21,2023-10-28,2023-10-28,131,131,997081,130617611,0,EMERGENCY,DELIVERED
ORD002047,PT024,SUP009,WH001,2023-10-22,2023-10-27,2023-11-02,22550,22550,8093,182497150,0,BLANKET,DELIVERED
ORD002048,PT005,SUP004,WH002,2023-10-23,2023-10-30,2023-11-09,184,184,390769,71901496,10,EMERGENCY,DELAYED
ORD002049,PT012,SUP010,WH005,2023-10-23,2023-10-28,2023-10-29,2140,2140,11516,24644240,0,REGULAR,DELIVERED
ORD002050,PT029,SUP009,WH001,2023-10-23,2023-10-26,2023-11-16,34600,34600,4595,158987000,21,REGULAR,DELAYED
ORD002051,PT030,SUP010,WH005,2023-10-23,2023-10-26,2023-10-29,16600,16600,2258,37482800,0,REGULAR,DELIVERED
ORD002052,PT006,SUP002,WH006,2023-10-24,2023-11-03,2023-11-03,56,56,210765,11802840,0,REGULAR,DELIVERED
ORD002053,PT010,SUP003,WH006,2023-10-24,2023-11-07,2023-11-08,23,23,984914,22653022,0,BLANKET,DELIVERED
ORD002054,PT027,SUP009,WH002,2023-10-24,2023-10-25,2023-11-05,54200,54200,775,42005000,11,EMERGENCY,DELAYED
ORD002055,PT008,SUP007,WH002,2023-10-25,2023-11-08,2023-11-12,108,108,327194,35336952,0,BLANKET,DELIVERED
ORD002056,PT024,SUP009,WH007,2023-10-25,2023-10-30,2023-11-14,1400,1400,8386,11740400,15,BLANKET,DELAYED
ORD002057,PT020,SUP006,WH008,2023-10-26,2023-10-29,2023-11-03,250,250,42342,10585500,0,EMERGENCY,DELIVERED
ORD002058,PT003,SUP006,WH005,2023-10-27,2023-11-14,2023-11-21,40,40,808326,32333040,0,REGULAR,DELIVERED
ORD002059,PT012,SUP010,WH005,2023-10-27,2023-10-29,2023-10-29,1620,1620,11639,18855180,0,EMERGENCY,DELIVERED
ORD002060,PT021,SUP008,WH003,2023-10-27,2023-11-10,2023-12-02,280,280,191105,53509400,22,REGULAR,DELAYED
ORD002061,PT011,SUP010,WH005,2023-10-28,2023-11-04,2023-11-07,1800,1800,17546,31582800,0,REGULAR,DELIVERED
ORD002062,PT013,SUP003,WH005,2023-10-28,2023-11-02,2023-11-02,880,880,8064,7096320,0,REGULAR,DELIVERED
ORD002063,PT018,SUP002,WH002,2023-10-28,2023-11-04,2023-11-05,1536,1536,78089,119944704,0,REGULAR,DELIVERED
ORD002064,PT024,SUP009,WH003,2023-10-28,2023-11-02,2023-11-28,7100,7100,8204,58248400,26,REGULAR,DELAYED
ORD002065,PT026,SUP010,WH006,2023-10-28,2023-10-31,2023-11-03,3200,3200,3535,11312000,0,REGULAR,DELIVERED
ORD002066,PT014,SUP005,WH006,2023-10-29,2023-11-05,2023-11-10,330,330,63706,21022980,0,REGULAR,DELIVERED
ORD002067,PT016,SUP002,WH001,2023-10-29,2023-11-08,2023-11-10,912,912,96512,88018944,0,REGULAR,DELIVERED
ORD002068,PT016,SUP002,WH003,2023-10-30,2023-11-09,2023-11-09,552,552,94901,52385352,0,BLANKET,DELIVERED
ORD002069,PT021,SUP008,WH001,2023-10-30,2023-11-13,2023-11-16,1194,1194,186815,223057110,0,REGULAR,DELIVERED
ORD002070,PT023,SUP010,WH001,2023-10-30,2023-11-02,2023-11-04,41900,41900,1547,64819300,0,REGULAR,DELIVERED
ORD002071,PT028,SUP010,WH004,2023-10-30,2023-11-04,2023-11-14,12150,12150,6285,76362750,10,BLANKET,DELAYED
ORD002072,PT001,SUP001,WH004,2023-10-31,2023-11-07,2023-11-08,34,34,1838928,62523552,0,EMERGENCY,DELIVERED
ORD002073,PT018,SUP002,WH004,2023-10-31,2023-11-07,2023-11-08,548,548,80489,44107972,0,REGULAR,DELIVERED
ORD002074,PT008,SUP007,WH003,2023-11-01,2023-11-15,2023-11-18,106,106,326246,34582076,0,BLANKET,DELIVERED
ORD002075,PT010,SUP003,WH001,2023-11-01,2023-11-15,2023-11-17,130,130,936172,121702360,0,REGULAR,DELIVERED
ORD002076,PT012,SUP010,WH004,2023-11-01,2023-11-06,2023-11-07,2340,2340,12024,28136160,0,REGULAR,DELIVERED
ORD002077,PT023,SUP010,WH003,2023-11-01,2023-11-04,2023-11-05,25600,25600,1437,36787200,0,REGULAR,DELIVERED
ORD002078,PT024,SUP009,WH005,2023-11-02,2023-11-07,2023-11-08,6500,6500,8870,57655000,0,REGULAR,DELIVERED
ORD002079,PT030,SUP010,WH005,2023-11-02,2023-11-05,2023-11-08,22600,22600,2238,50578800,0,REGULAR,DELIVERED
ORD002080,PT004,SUP007,WH003,2023-11-03,2023-11-10,2023-11-23,70,70,618896,43322720,13,EMERGENCY,DELAYED
ORD002081,PT022,SUP005,WH008,2023-11-03,2023-11-08,2023-11-16,164,164,65509,10743476,8,EMERGENCY,DELAYED
ORD002082,PT002,SUP004,WH005,2023-11-04,2023-11-25,2023-11-26,18,18,2021180,36381240,0,REGULAR,DELIVERED
ORD002083,PT012,SUP010,WH001,2023-11-04,2023-11-09,2023-11-16,3600,3600,11669,42008400,0,REGULAR,DELIVERED
ORD002084,PT020,SUP006,WH002,2023-11-04,2023-11-11,2023-11-26,1580,1580,41200,65096000,15,BLANKET,DELAYED
ORD002085,PT028,SUP010,WH006,2023-11-04,2023-11-09,2023-11-10,3150,3150,6227,19615050,0,REGULAR,DELIVERED
ORD002086,PT030,SUP010,WH004,2023-11-04,2023-11-07,2023-11-07,22200,22200,2133,47352600,0,REGULAR,DELIVERED
ORD002087,PT026,SUP010,WH001,2023-11-05,2023-11-08,2023-11-08,27900,27900,3550,99045000,0,REGULAR,DELIVERED
ORD002088,PT030,SUP010,WH002,2023-11-06,2023-11-07,2023-11-10,47000,47000,2276,106972000,0,EMERGENCY,DELIVERED
ORD002089,PT002,SUP004,WH003,2023-11-07,2023-11-28,2023-12-03,35,35,2080762,72826670,0,REGULAR,DELIVERED
ORD002090,PT016,SUP002,WH003,2023-11-07,2023-11-17,2023-11-17,552,552,92095,50836440,0,REGULAR,DELIVERED
ORD002091,PT019,SUP003,WH005,2023-11-07,2023-11-10,2023-11-17,300,300,54519,16355700,0,EMERGENCY,DELIVERED
ORD002092,PT028,SUP010,WH007,2023-11-07,2023-11-12,,2950,0,6105,18009750,0,REGULAR,CANCELLED
ORD002093,PT001,SUP001,WH002,2023-11-08,2023-11-22,2023-11-23,63,63,1786084,112523292,0,REGULAR,DELIVERED
