DEMAND_ID,PART_ID,WAREHOUSE_ID,YEAR_MONTH,DEMAND_TYPE_ACTUAL,DEMAND_QTY,FORECAST_QTY,FORECAST_ERROR_PCT,UNIT_COST_KRW,DEMAND_AMOUNT_KRW
DMD003961,PT007,WH001,2023-07,REGULAR,49,48,2.04,480000,23520000
DMD003962,PT007,WH002,2023-07,REGULAR,48,40,16.67,480000,23040000
DMD003963,PT007,WH003,2023-07,REGULAR,37,39,5.41,480000,17760000
DMD003964,PT007,WH004,2023-07,REGULAR,31,29,6.45,480000,14880000
DMD003965,PT007,WH005,2023-07,REGULAR,0,0,,480000,0
DMD003966,PT007,WH006,2023-07,REGULAR,5,4,20.0,480000,2400000
DMD003967,PT008,WH001,2023-07,REGULAR,63,,,320000,20160000
DMD003968,PT008,WH002,2023-07,REGULAR,0,0,,320000,0
DMD003969,PT008,WH003,2023-07,REGULAR,44,,,320000,14080000
DMD003970,PT008,WH004,2023-07,REGULAR,37,40,8.11,320000,11840000
DMD003971,PT008,WH005,2023-07,REGULAR,17,17,0.0,320000,5440000
DMD003972,PT008,WH006,2023-07,REGULAR,0,,,320000,0
DMD003973,PT009,WH001,2023-07,REGULAR,0,0,,250000,0
DMD003974,PT009,WH002,2023-07,AS,52,55,5.77,250000,13000000
DMD003975,PT009,WH006,2023-07,REGULAR,0,0,,250000,0
DMD003976,PT009,WH007,2023-07,AS,6,5,16.67,250000,1500000
DMD003977,PT010,WH001,2023-07,REGULAR,46,48,4.35,950000,43700000
DMD003978,PT010,WH002,2023-07,REGULAR,38,33,13.16,950000,36100000
DMD003979,PT010,WH003,2023-07,REGULAR,21,,,950000,19950000
DMD003980,PT010,WH004,2023-07,REGULAR,16,18,12.5,950000,15200000
DMD003981,PT010,WH005,2023-07,REGULAR,13,12,7.69,950000,12350000
DMD003982,PT010,WH006,2023-07,REGULAR,7,6,14.29,950000,6650000
DMD003983,PT011,WH001,2023-07,REGULAR,739,741,0.27,18000,13302000
DMD003984,PT011,WH002,2023-07,REGULAR,651,,,18000,11718000
DMD003985,PT011,WH003,2023-07,REGULAR,358,,,18000,6444000
DMD003986,PT011,WH004,2023-07,EMERGENCY,291,270,7.22,18000,5238000
DMD003987,PT011,WH005,2023-07,REGULAR,256,241,5.86,18000,4608000
DMD003988,PT011,WH006,2023-07,REGULAR,118,111,5.93,18000,2124000
DMD003989,PT011,WH007,2023-07,REGULAR,83,92,10.84,18000,1494000
DMD003990,PT011,WH008,2023-07,REGULAR,159,160,0.63,18000,2862000
DMD003991,PT012,WH001,2023-07,REGULAR,886,765,13.66,12000,10632000
DMD003992,PT012,WH002,2023-07,REGULAR,643,681,5.91,12000,7716000
DMD003993,PT012,WH003,2023-07,EMERGENCY,373,405,8.58,12000,4476000
DMD003994,PT012,WH004,2023-07,REGULAR,305,315,3.28,12000,3660000
DMD003995,PT012,WH005,2023-07,EMERGENCY,249,246,1.2,12000,2988000
DMD003996,PT012,WH006,2023-07,REGULAR,141,,,12000,1692000
DMD003997,PT012,WH007,2023-07,REGULAR,85,,,12000,1020000
DMD003998,PT012,WH008,2023-07,REGULAR,180,171,5.0,12000,2160000
DMD003999,PT013,WH001,2023-07,REGULAR,556,607,9.17,8000,4448000
DMD004000,PT013,WH002,2023-07,REGULAR,443,,,8000,3544000
DMD004001,PT013,WH003,2023-07,REGULAR,284,308,8.45,8000,2272000
DMD004002,PT013,WH004,2023-07,REGULAR,207,186,10.14,8000,1656000
DMD004003,PT013,WH005,2023-07,REGULAR,174,186,6.9,8000,1392000
DMD004004,PT013,WH006,2023-07,REGULAR,90,92,2.22,8000,720000
DMD004005,PT013,WH007,2023-07,REGULAR,63,67,6.35,8000,504000
DMD004006,PT013,WH008,2023-07,REGULAR,112,,,8000,896000
DMD004007,PT014,WH001,2023-07,REGULAR,324,354,9.26,65000,21060000
DMD004008,PT014,WH002,2023-07,REGULAR,217,,,65000,14105000
DMD004009,PT014,WH003,2023-07,REGULAR,145,,,65000,9425000
DMD004010,PT014,WH004,2023-07,REGULAR,102,106,3.92,65000,6630000
DMD004011,PT014,WH005,2023-07,REGULAR,98,,,65000,6370000
DMD004012,PT014,WH006,2023-07,REGULAR,48,52,8.33,65000,3120000
DMD004013,PT014,WH007,2023-07,REGULAR,27,,,65000,1755000
DMD004014,PT014,WH008,2023-07,REGULAR,54,56,3.7,65000,3510000
DMD004015,PT015,WH001,2023-07,REGULAR,674,,,22000,14828000
DMD004016,PT015,WH002,2023-07,REGULAR,577,556,3.64,22000,12694000
DMD004017,PT015,WH003,2023-07,REGULAR,356,355,0.28,22000,7832000
DMD004018,PT015,WH004,2023-07,REGULAR,276,271,1.81,22000,6072000
DMD004019,PT015,WH005,2023-07,REGULAR,213,222,4.23,22000,4686000
DMD004020,PT015,WH006,2023-07,REGULAR,97,97,0.0,22000,2134000
DMD004021,PT015,WH007,2023-07,REGULAR,67,61,8.96,22000,1474000
DMD004022,PT015,WH008,2023-07,REGULAR,144,129,10.42,22000,3168000
DMD004023,PT016,WH001,2023-07,EMERGENCY,212,192,9.43,95000,20140000
DMD004024,PT016,WH002,2023-07,REGULAR,141,,,95000,13395000
DMD004025,PT016,WH003,2023-07,REGULAR,81,71,12.35,95000,7695000
DMD004026,PT016,WH004,2023-07,REGULAR,63,,,95000,5985000
DMD004027,PT016,WH005,2023-07,REGULAR,57,,,95000,5415000
DMD004028,PT016,WH006,2023-07,REGULAR,29,,,95000,2755000
DMD004029,PT016,WH007,2023-07,REGULAR,19,16,15.79,95000,1805000
DMD004030,PT016,WH008,2023-07,REGULAR,42,41,2.38,95000,3990000
DMD004031,PT017,WH001,2023-07,REGULAR,367,381,3.81,48000,17616000
DMD004032,PT017,WH002,2023-07,REGULAR,256,289,12.89,48000,12288000
DMD004033,PT017,WH003,2023-07,REGULAR,161,174,8.07,48000,7728000
DMD004034,PT017,WH004,2023-07,REGULAR,121,122,0.83,48000,5808000
DMD004035,PT017,WH005,2023-07,REGULAR,102,92,9.8,48000,4896000
DMD004036,PT017,WH006,2023-07,REGULAR,48,41,14.58,48000,2304000
DMD004037,PT017,WH007,2023-07,REGULAR,32,34,6.25,48000,1536000
DMD004038,PT017,WH008,2023-07,REGULAR,72,81,12.5,48000,3456000
DMD004039,PT018,WH001,2023-07,REGULAR,270,,,78000,21060000
DMD004040,PT018,WH002,2023-07,REGULAR,212,227,7.08,78000,16536000
DMD004041,PT018,WH003,2023-07,REGULAR,137,149,8.76,78000,10686000
DMD004042,PT018,WH004,2023-07,REGULAR,99,91,8.08,78000,7722000
DMD004043,PT018,WH005,2023-07,REGULAR,79,,,78000,6162000
DMD004044,PT018,WH006,2023-07,REGULAR,43,44,2.33,78000,3354000
DMD004045,PT018,WH007,2023-07,REGULAR,26,24,7.69,78000,2028000
DMD004046,PT018,WH008,2023-07,REGULAR,55,58,5.45,78000,4290000
DMD004047,PT019,WH001,2023-07,REGULAR,235,220,6.38,55000,12925000
DMD004048,PT019,WH002,2023-07,REGULAR,190,175,7.89,55000,10450000
DMD004049,PT019,WH003,2023-07,REGULAR,118,125,5.93,55000,6490000
DMD004050,PT019,WH004,2023-07,REGULAR,86,95,10.47,55000,4730000
DMD004051,PT019,WH005,2023-07,EMERGENCY,70,,,55000,3850000
DMD004052,PT019,WH006,2023-07,REGULAR,34,38,11.76,55000,1870000
DMD004053,PT019,WH007,2023-07,REGULAR,25,22,12.0,55000,1375000
DMD004054,PT019,WH008,2023-07,REGULAR,53,54,1.89,55000,2915000
DMD004055,PT020,WH001,2023-07,REGULAR,324,289,10.8,42000,13608000
DMD004056,PT020,WH002,2023-07,REGULAR,236,,,42000,9912000
DMD004057,PT020,WH003,2023-07,REGULAR,132,146,10.61,42000,5544000
DMD004058,PT020,WH004,2023-07,REGULAR,98,91,7.14,42000,4116000
DMD004059,PT020,WH005,2023-07,REGULAR,91,101,10.99,42000,3822000
DMD004060,PT020,WH006,2023-07,REGULAR,45,42,6.67,42000,1890000
DMD004061,PT020,WH007,2023-07,REGULAR,31,29,6.45,42000,1302000
DMD004062,PT020,WH008,2023-07,EMERGENCY,56,54,3.57,42000,2352000
DMD004063,PT021,WH001,2023-07,REGULAR,288,330,14.58,185000,53280000
DMD004064,PT021,WH002,2023-07,REGULAR,190,178,6.32,185000,35150000
DMD004065,PT021,WH003,2023-07,REGULAR,125,138,10.4,185000,23125000
DMD004066,PT021,WH004,2023-07,REGULAR,87,,,185000,16095000
DMD004067,PT021,WH005,2023-07,REGULAR,75,80,6.67,185000,13875000
DMD004068,PT021,WH006,2023-07,REGULAR,43,,,185000,7955000
DMD004069,PT021,WH007,2023-07,REGULAR,27,28,3.7,185000,4995000
DMD004070,PT021,WH008,2023-07,REGULAR,52,,,185000,9620000
DMD004071,PT022,WH001,2023-07,REGULAR,358,383,6.98,68000,24344000
DMD004072,PT022,WH002,2023-07,EMERGENCY,276,,,68000,18768000
DMD004073,PT022,WH003,2023-07,REGULAR,159,145,8.81,68000,10812000
DMD004074,PT022,WH004,2023-07,EMERGENCY,115,102,11.3,68000,7820000
DMD004075,PT022,WH005,2023-07,REGULAR,100,,,68000,6800000
DMD004076,PT022,WH006,2023-07,REGULAR,49,51,4.08,68000,3332000
DMD004077,PT022,WH007,2023-07,REGULAR,35,30,14.29,68000,2380000
DMD004078,PT022,WH008,2023-07,REGULAR,75,,,68000,5100000
DMD004079,PT023,WH001,2023-07,REGULAR,2941,,,1500,4411500
DMD004080,PT023,WH002,2023-07,REGULAR,2079,2045,1.64,1500,3118500
DMD004081,PT023,WH003,2023-07,REGULAR,1393,1501,7.75,1500,2089500
DMD004082,PT023,WH004,2023-07,EMERGENCY,986,1053,6.8,1500,1479000
DMD004083,PT023,WH005,2023-07,REGULAR,912,867,4.93,1500,1368000
DMD004084,PT023,WH006,2023-07,REGULAR,464,516,11.21,1500,696000
DMD004085,PT023,WH007,2023-07,REGULAR,316,,,1500,474000
DMD004086,PT023,WH008,2023-07,REGULAR,573,,,1500,859500
DMD004087,PT024,WH001,2023-07,REGULAR,2285,2370,3.72,8500,19422500
DMD004088,PT024,WH002,2023-07,REGULAR,1567,,,8500,13319500
DMD004089,PT024,WH003,2023-07,REGULAR,1065,,,8500,9052500
DMD004090,PT024,WH004,2023-07,REGULAR,699,718,2.72,8500,5941500
DMD004091,PT024,WH005,2023-07,REGULAR,630,671,6.51,8500,5355000
DMD004092,PT024,WH006,2023-07,REGULAR,295,308,4.41,8500,2507500
DMD004093,PT024,WH007,2023-07,REGULAR,203,208,2.46,8500,1725500
DMD004094,PT024,WH008,2023-07,REGULAR,448,383,14.51,8500,3808000
DMD004095,PT025,WH001,2023-07,REGULAR,1968,,,12000,23616000
DMD004096,PT025,WH002,2023-07,REGULAR,1329,1259,5.27,12000,15948000
DMD004097,PT025,WH003,2023-07,EMERGENCY,778,710,8.74,12000,9336000
DMD004098,PT025,WH004,2023-07,EMERGENCY,685,742,8.32,12000,8220000
DMD004099,PT025,WH005,2023-07,REGULAR,592,578,2.36,12000,7104000
DMD004100,PT025,WH006,2023-07,EMERGENCY,251,250,0.4,12000,3012000
DMD004101,PT025,WH007,2023-07,REGULAR,183,,,12000,2196000
DMD004102,PT025,WH008,2023-07,EMERGENCY,393,435,10.69,12000,4716000
DMD004103,PT026,WH001,2023-07,REGULAR,1891,,,3500,6618500
DMD004104,PT026,WH002,2023-07,REGULAR,1545,1471,4.79,3500,5407500
DMD004105,PT026,WH003,2023-07,REGULAR,965,1018,5.49,3500,3377500
DMD004106,PT026,WH004,2023-07,REGULAR,661,618,6.51,3500,2313500
DMD004107,PT026,WH005,2023-07,REGULAR,554,621,12.09,3500,1939000
DMD004108,PT026,WH006,2023-07,REGULAR,299,311,4.01,3500,1046500
DMD004109,PT026,WH007,2023-07,REGULAR,215,186,13.49,3500,752500
DMD004110,PT026,WH008,2023-07,REGULAR,414,398,3.86,3500,1449000
DMD004111,PT027,WH001,2023-07,REGULAR,4672,4643,0.62,800,3737600
DMD004112,PT027,WH002,2023-07,REGULAR,4002,3922,2.0,800,3201600
DMD004113,PT027,WH003,2023-07,REGULAR,2274,2476,8.88,800,1819200
DMD004114,PT027,WH004,2023-07,REGULAR,1588,,,800,1270400
DMD004115,PT027,WH005,2023-07,REGULAR,1587,1396,12.04,800,1269600
DMD004116,PT027,WH006,2023-07,REGULAR,789,,,800,631200
DMD004117,PT027,WH007,2023-07,REGULAR,501,503,0.4,800,400800
DMD004118,PT027,WH008,2023-07,EMERGENCY,1034,924,10.64,800,827200
DMD004119,PT028,WH001,2023-07,KIT,2056,2033,1.12,6000,12336000
DMD004120,PT028,WH002,2023-07,KIT,1996,1973,1.15,6000,11976000
DMD004121,PT028,WH003,2023-07,KIT,1050,1006,4.19,6000,6300000
DMD004122,PT028,WH004,2023-07,KIT,592,534,9.8,6000,3552000
DMD004123,PT028,WH005,2023-07,KIT,825,,,6000,4950000
DMD004124,PT028,WH006,2023-07,KIT,258,252,2.33,6000,1548000
DMD004125,PT028,WH007,2023-07,KIT,239,,,6000,1434000
DMD004126,PT028,WH008,2023-07,KIT,400,388,3.0,6000,2400000
DMD004127,PT029,WH001,2023-07,KIT,2160,2119,1.9,4500,9720000
DMD004128,PT029,WH002,2023-07,KIT,1441,1451,0.69,4500,6484500
DMD004129,PT029,WH003,2023-07,KIT,982,,,4500,4419000
DMD004130,PT029,WH004,2023-07,KIT,752,713,5.19,4500,3384000
DMD004131,PT029,WH005,2023-07,KIT,718,,,4500,3231000
DMD004132,PT029,WH006,2023-07,KIT,292,249,14.73,4500,1314000
DMD004133,PT029,WH007,2023-07,KIT,222,193,13.06,4500,999000
DMD004134,PT029,WH008,2023-07,EMERGENCY,487,453,6.98,4500,2191500
DMD004135,PT030,WH001,2023-07,REGULAR,3799,3304,13.03,2200,8357800
DMD004136,PT030,WH002,2023-07,REGULAR,2725,2726,0.04,2200,5995000
DMD004137,PT030,WH003,2023-07,REGULAR,1727,1893,9.61,2200,3799400
DMD004138,PT030,WH004,2023-07,REGULAR,1370,1571,14.67,2200,3014000
DMD004139,PT030,WH005,2023-07,REGULAR,1235,,,2200,2717000
DMD004140,PT030,WH006,2023-07,REGULAR,622,600,3.54,2200,1368400
DMD004141,PT030,WH007,2023-07,REGULAR,383,369,3.66,2200,842600
DMD004142,PT030,WH008,2023-07,REGULAR,754,652,13.53,2200,1658800
DMD004143,PT001,WH001,2023-08,REGULAR,0,0,,1800000,0
DMD004144,PT001,WH002,2023-08,REGULAR,0,,,1800000,0
DMD004145,PT001,WH003,2023-08,REGULAR,26,26,0.0,1800000,46800000
DMD004146,PT001,WH004,2023-08,REGULAR,20,17,15.0,1800000,36000000
DMD004147,PT001,WH005,2023-08,REGULAR,6,6,0.0,1800000,10800000
DMD004148,PT001,WH006,2023-08,REGULAR,0,0,,1800000,0
DMD004149,PT002,WH001,2023-08,REGULAR,26,,,2000000,52000000
DMD004150,PT002,WH002,2023-08,REGULAR,0,,,2000000,0
DMD004151,PT002,WH003,2023-08,REGULAR,4,4,0.0,2000000,8000000
DMD004152,PT002,WH004,2023-08,REGULAR,13,14,7.69,2000000,26000000
DMD004153,PT002,WH005,2023-08,REGULAR,9,9,0.0,2000000,18000000
DMD004154,PT002,WH006,2023-08,REGULAR,3,,,2000000,6000000
DMD004155,PT003,WH001,2023-08,REGULAR,77,77,0.0,850000,65450000
DMD004156,PT003,WH002,2023-08,REGULAR,56,61,8.93,850000,47600000
DMD004157,PT003,WH003,2023-08,REGULAR,34,32,5.88,850000,28900000
DMD004158,PT003,WH004,2023-08,REGULAR,16,15,6.25,850000,13600000
DMD004159,PT003,WH005,2023-08,REGULAR,16,16,0.0,850000,13600000
DMD004160,PT003,WH006,2023-08,REGULAR,0,,,850000,0
DMD004161,PT004,WH001,2023-08,REGULAR,53,,,620000,32860000
DMD004162,PT004,WH002,2023-08,REGULAR,0,,,620000,0
DMD004163,PT004,WH003,2023-08,REGULAR,47,41,12.77,620000,29140000
DMD004164,PT004,WH004,2023-08,REGULAR,0,0,,620000,0
DMD004165,PT004,WH005,2023-08,REGULAR,0,0,,620000,0
DMD004166,PT004,WH006,2023-08,REGULAR,0,0,,620000,0
DMD004167,PT005,WH001,2023-08,KIT,89,,,380000,33820000
DMD004168,PT005,WH002,2023-08,KIT,67,73,8.96,380000,25460000
DMD004169,PT005,WH003,2023-08,KIT,46,48,4.35,380000,17480000
DMD004170,PT005,WH004,2023-08,EMERGENCY,30,28,6.67,380000,11400000
DMD004171,PT005,WH005,2023-08,KIT,25,,,380000,9500000
DMD004172,PT005,WH006,2023-08,KIT,12,11,8.33,380000,4560000
DMD004173,PT006,WH001,2023-08,REGULAR,110,112,1.82,220000,24200000
DMD004174,PT006,WH002,2023-08,REGULAR,92,83,9.78,220000,20240000
DMD004175,PT006,WH003,2023-08,REGULAR,58,61,5.17,220000,12760000
DMD004176,PT006,WH004,2023-08,REGULAR,42,38,9.52,220000,9240000
DMD004177,PT006,WH005,2023-08,REGULAR,36,,,220000,7920000
DMD004178,PT006,WH006,2023-08,EMERGENCY,17,,,220000,3740000
DMD004179,PT007,WH001,2023-08,REGULAR,0,,,480000,0
DMD004180,PT007,WH002,2023-08,REGULAR,0,0,,480000,0
DMD004181,PT007,WH003,2023-08,REGULAR,39,39,0.0,480000,18720000
DMD004182,PT007,WH004,2023-08,REGULAR,0,0,,480000,0
DMD004183,PT007,WH005,2023-08,REGULAR,0,0,,480000,0
DMD004184,PT007,WH006,2023-08,REGULAR,0,0,,480000,0
DMD004185,PT008,WH001,2023-08,REGULAR,0,0,,320000,0
DMD004186,PT008,WH002,2023-08,REGULAR,85,86,1.18,320000,27200000
DMD004187,PT008,WH003,2023-08,REGULAR,18,16,11.11,320000,5760000
DMD004188,PT008,WH004,2023-08,REGULAR,0,0,,320000,0
DMD004189,PT008,WH005,2023-08,REGULAR,0,0,,320000,0
DMD004190,PT008,WH006,2023-08,REGULAR,20,21,5.0,320000,6400000
DMD004191,PT009,WH001,2023-08,REGULAR,0,0,,250000,0
DMD004192,PT009,WH002,2023-08,REGULAR,0,0,,250000,0
DMD004193,PT009,WH006,2023-08,REGULAR,0,0,,250000,0
DMD004194,PT009,WH007,2023-08,REGULAR,0,0,,250000,0
DMD004195,PT010,WH001,2023-08,REGULAR,48,44,8.33,950000,45600000
DMD004196,PT010,WH002,2023-08,REGULAR,36,,,950000,34200000
DMD004197,PT010,WH003,2023-08,REGULAR,22,,,950000,20900000
DMD004198,PT010,WH004,2023-08,REGULAR,17,,,950000,16150000
DMD004199,PT010,WH005,2023-08,REGULAR,15,,,950000,14250000
DMD004200,PT010,WH006,2023-08,REGULAR,7,7,0.0,950000,6650000
DMD004201,PT011,WH001,2023-08,REGULAR,740,748,1.08,18000,13320000
DMD004202,PT011,WH002,2023-08,REGULAR,615,699,13.66,18000,11070000
DMD004203,PT011,WH003,2023-08,REGULAR,386,391,1.3,18000,6948000
DMD004204,PT011,WH004,2023-08,REGULAR,256,257,0.39,18000,4608000
DMD004205,PT011,WH005,2023-08,REGULAR,253,262,3.56,18000,4554000
DMD004206,PT011,WH006,2023-08,REGULAR,123,124,0.81,18000,2214000
DMD004207,PT011,WH007,2023-08,REGULAR,80,73,8.75,18000,1440000
DMD004208,PT011,WH008,2023-08,REGULAR,156,153,1.92,18000,2808000
DMD004209,PT012,WH001,2023-08,REGULAR,878,981,11.73,12000,10536000
DMD004210,PT012,WH002,2023-08,REGULAR,653,616,5.67,12000,7836000
DMD004211,PT012,WH003,2023-08,REGULAR,373,397,6.43,12000,4476000
DMD004212,PT012,WH004,2023-08,REGULAR,287,285,0.7,12000,3444000
DMD004213,PT012,WH005,2023-08,REGULAR,280,296,5.71,12000,3360000
DMD004214,PT012,WH006,2023-08,REGULAR,123,,,12000,1476000
DMD004215,PT012,WH007,2023-08,REGULAR,82,82,0.0,12000,984000
DMD004216,PT012,WH008,2023-08,REGULAR,191,180,5.76,12000,2292000
DMD004217,PT013,WH001,2023-08,REGULAR,625,,,8000,5000000
DMD004218,PT013,WH002,2023-08,REGULAR,428,370,13.55,8000,3424000
DMD004219,PT013,WH003,2023-08,REGULAR,245,256,4.49,8000,1960000
DMD004220,PT013,WH004,2023-08,REGULAR,194,198,2.06,8000,1552000
DMD004221,PT013,WH005,2023-08,REGULAR,172,165,4.07,8000,1376000
DMD004222,PT013,WH006,2023-08,REGULAR,95,96,1.05,8000,760000
DMD004223,PT013,WH007,2023-08,REGULAR,59,,,8000,472000
DMD004224,PT013,WH008,2023-08,REGULAR,114,,,8000,912000
DMD004225,PT014,WH001,2023-08,REGULAR,288,276,4.17,65000,18720000
DMD004226,PT014,WH002,2023-08,REGULAR,217,221,1.84,65000,14105000
DMD004227,PT014,WH003,2023-08,REGULAR,129,118,8.53,65000,8385000
DMD004228,PT014,WH004,2023-08,REGULAR,111,,,65000,7215000
DMD004229,PT014,WH005,2023-08,REGULAR,96,104,8.33,65000,6240000
DMD004230,PT014,WH006,2023-08,REGULAR,47,42,10.64,65000,3055000
DMD004231,PT014,WH007,2023-08,REGULAR,31,,,65000,2015000
DMD004232,PT014,WH008,2023-08,EMERGENCY,58,53,8.62,65000,3770000
DMD004233,PT015,WH001,2023-08,REGULAR,706,634,10.2,22000,15532000
DMD004234,PT015,WH002,2023-08,REGULAR,476,542,13.87,22000,10472000
DMD004235,PT015,WH003,2023-08,REGULAR,301,318,5.65,22000,6622000
DMD004236,PT015,WH004,2023-08,REGULAR,233,240,3.0,22000,5126000
DMD004237,PT015,WH005,2023-08,REGULAR,187,,,22000,4114000
DMD004238,PT015,WH006,2023-08,REGULAR,93,106,13.98,22000,2046000
DMD004239,PT015,WH007,2023-08,REGULAR,74,74,0.0,22000,1628000
DMD004240,PT015,WH008,2023-08,EMERGENCY,124,141,13.71,22000,2728000
DMD004241,PT016,WH001,2023-08,REGULAR,198,191,3.54,95000,18810000
DMD004242,PT016,WH002,2023-08,REGULAR,164,,,95000,15580000
DMD004243,PT016,WH003,2023-08,REGULAR,84,95,13.1,95000,7980000
DMD004244,PT016,WH004,2023-08,REGULAR,73,,,95000,6935000
DMD004245,PT016,WH005,2023-08,REGULAR,59,57,3.39,95000,5605000
DMD004246,PT016,WH006,2023-08,REGULAR,27,23,14.81,95000,2565000
DMD004247,PT016,WH007,2023-08,REGULAR,21,,,95000,1995000
DMD004248,PT016,WH008,2023-08,REGULAR,37,36,2.7,95000,3515000
DMD004249,PT017,WH001,2023-08,REGULAR,339,327,3.54,48000,16272000
DMD004250,PT017,WH002,2023-08,REGULAR,238,271,13.87,48000,11424000
DMD004251,PT017,WH003,2023-08,REGULAR,153,153,0.0,48000,7344000
DMD004252,PT017,WH004,2023-08,REGULAR,113,121,7.08,48000,5424000
DMD004253,PT017,WH005,2023-08,REGULAR,112,120,7.14,48000,5376000
DMD004254,PT017,WH006,2023-08,REGULAR,47,46,2.13,48000,2256000
DMD004255,PT017,WH007,2023-08,REGULAR,34,32,5.88,48000,1632000
DMD004256,PT017,WH008,2023-08,REGULAR,65,57,12.31,48000,3120000
DMD004257,PT018,WH001,2023-08,REGULAR,260,255,1.92,78000,20280000
DMD004258,PT018,WH002,2023-08,REGULAR,214,244,14.02,78000,16692000
DMD004259,PT018,WH003,2023-08,REGULAR,129,112,13.18,78000,10062000
DMD004260,PT018,WH004,2023-08,REGULAR,103,95,7.77,78000,8034000
DMD004261,PT018,WH005,2023-08,EMERGENCY,86,85,1.16,78000,6708000
DMD004262,PT018,WH006,2023-08,REGULAR,45,43,4.44,78000,3510000
DMD004263,PT018,WH007,2023-08,REGULAR,25,26,4.0,78000,1950000
DMD004264,PT018,WH008,2023-08,REGULAR,51,52,1.96,78000,3978000
DMD004265,PT019,WH001,2023-08,REGULAR,237,,,55000,13035000
DMD004266,PT019,WH002,2023-08,REGULAR,192,,,55000,10560000
DMD004267,PT019,WH003,2023-08,REGULAR,119,126,5.88,55000,6545000
DMD004268,PT019,WH004,2023-08,REGULAR,81,74,8.64,55000,4455000
DMD004269,PT019,WH005,2023-08,REGULAR,80,,,55000,4400000
DMD004270,PT019,WH006,2023-08,REGULAR,40,42,5.0,55000,2200000
DMD004271,PT019,WH007,2023-08,REGULAR,26,25,3.85,55000,1430000
DMD004272,PT019,WH008,2023-08,REGULAR,54,51,5.56,55000,2970000
DMD004273,PT020,WH001,2023-08,REGULAR,285,323,13.33,42000,11970000
DMD004274,PT020,WH002,2023-08,REGULAR,221,201,9.05,42000,9282000
DMD004275,PT020,WH003,2023-08,REGULAR,131,,,42000,5502000
DMD004276,PT020,WH004,2023-08,EMERGENCY,99,100,1.01,42000,4158000
DMD004277,PT020,WH005,2023-08,REGULAR,93,101,8.6,42000,3906000
DMD004278,PT020,WH006,2023-08,REGULAR,42,37,11.9,42000,1764000
DMD004279,PT020,WH007,2023-08,REGULAR,30,33,10.0,42000,1260000
DMD004280,PT020,WH008,2023-08,REGULAR,63,61,3.17,42000,2646000
DMD004281,PT021,WH001,2023-08,REGULAR,255,,,185000,47175000
DMD004282,PT021,WH002,2023-08,REGULAR,198,,,185000,36630000
DMD004283,PT021,WH003,2023-08,REGULAR,110,97,11.82,185000,20350000
DMD004284,PT021,WH004,2023-08,REGULAR,85,75,11.76,185000,15725000
DMD004285,PT021,WH005,2023-08,REGULAR,69,,,185000,12765000
DMD004286,PT021,WH006,2023-08,REGULAR,39,37,5.13,185000,7215000
DMD004287,PT021,WH007,2023-08,REGULAR,24,26,8.33,185000,4440000
DMD004288,PT021,WH008,2023-08,REGULAR,51,,,185000,9435000
DMD004289,PT022,WH001,2023-08,REGULAR,344,,,68000,23392000
DMD004290,PT022,WH002,2023-08,REGULAR,279,278,0.36,68000,18972000
DMD004291,PT022,WH003,2023-08,REGULAR,162,165,1.85,68000,11016000
DMD004292,PT022,WH004,2023-08,REGULAR,119,102,14.29,68000,8092000
DMD004293,PT022,WH005,2023-08,REGULAR,110,,,68000,7480000
DMD004294,PT022,WH006,2023-08,REGULAR,54,,,68000,3672000
DMD004295,PT022,WH007,2023-08,REGULAR,36,,,68000,2448000
DMD004296,PT022,WH008,2023-08,REGULAR,66,58,12.12,68000,4488000
DMD004297,PT023,WH001,2023-08,REGULAR,3004,3158,5.13,1500,4506000
DMD004298,PT023,WH002,2023-08,EMERGENCY,2385,2303,3.44,1500,3577500
DMD004299,PT023,WH003,2023-08,REGULAR,1237,1189,3.88,1500,1855500
DMD004300,PT023,WH004,2023-08,REGULAR,1005,925,7.96,1500,1507500
DMD004301,PT023,WH005,2023-08,REGULAR,977,1018,4.2,1500,1465500
DMD004302,PT023,WH006,2023-08,REGULAR,450,,,1500,675000
DMD004303,PT023,WH007,2023-08,REGULAR,295,326,10.51,1500,442500
DMD004304,PT023,WH008,2023-08,REGULAR,563,624,10.83,1500,844500
DMD004305,PT024,WH001,2023-08,REGULAR,2175,1871,13.98,8500,18487500
DMD004306,PT024,WH002,2023-08,REGULAR,1613,,,8500,13710500
DMD004307,PT024,WH003,2023-08,REGULAR,900,,,8500,7650000
DMD004308,PT024,WH004,2023-08,REGULAR,759,862,13.57,8500,6451500
DMD004309,PT024,WH005,2023-08,EMERGENCY,604,,,8500,5134000
DMD004310,PT024,WH006,2023-08,REGULAR,317,361,13.88,8500,2694500
DMD004311,PT024,WH007,2023-08,EMERGENCY,200,,,8500,1700000
DMD004312,PT024,WH008,2023-08,REGULAR,420,394,6.19,8500,3570000
DMD004313,PT025,WH001,2023-08,REGULAR,1790,2054,14.75,12000,21480000
DMD004314,PT025,WH002,2023-08,REGULAR,1398,1415,1.22,12000,16776000
DMD004315,PT025,WH003,2023-08,REGULAR,897,921,2.68,12000,10764000
DMD004316,PT025,WH004,2023-08,REGULAR,678,579,14.6,12000,8136000
DMD004317,PT025,WH005,2023-08,REGULAR,615,623,1.3,12000,7380000
