INVENTORY_ID,PART_ID,WAREHOUSE_ID,SNAPSHOT_DATE,STOCK_QTY,SAFETY_STOCK_QTY,REORDER_POINT,STOCK_STATUS,INVENTORY_VALUE_KRW,LAST_MOVEMENT_DATE
INV000659,PT001,WH005,2022-12-31,7,1,4,NORMAL,12600000,2022-12-05
INV000660,PT001,WH006,2022-12-31,5,1,2,OVERSTOCK,9000000,2022-12-26
INV000661,PT002,WH001,2022-12-31,16,1,7,NORMAL,32000000,2022-11-16
INV000662,PT002,WH002,2022-12-31,7,1,7,NORMAL,14000000,2022-12-04
INV000663,PT002,WH003,2022-12-31,6,1,3,NORMAL,12000000,2022-12-18
INV000664,PT002,WH004,2022-12-31,1,1,3,LOW,2000000,2022-11-21
INV000665,PT002,WH005,2022-12-31,4,1,4,NORMAL,8000000,2022-11-06
INV000666,PT002,WH006,2022-12-31,2,1,3,LOW,4000000,2022-10-14
INV000667,PT003,WH001,2022-12-31,11,1,35,LOW,9350000,2022-12-27
INV000668,PT003,WH002,2022-12-31,8,9,9,CRITICAL,6800000,2022-10-28
INV000669,PT003,WH003,2022-12-31,13,1,5,OVERSTOCK,11050000,2022-12-12
INV000670,PT003,WH004,2022-12-31,1,1,2,LOW,850000,
INV000671,PT003,WH005,2022-12-31,7,1,3,NORMAL,5950000,2022-10-27
INV000672,PT003,WH006,2022-12-31,31,13,13,NORMAL,26350000,2022-12-25
INV000673,PT004,WH001,2022-12-31,92,1,31,OVERSTOCK,57040000,2022-10-05
INV000674,PT004,WH002,2022-12-31,9,1,13,LOW,5580000,2022-10-22
INV000675,PT004,WH003,2022-12-31,6,1,10,LOW,3720000,2022-11-04
INV000676,PT004,WH004,2022-12-31,3,8,8,CRITICAL,1860000,2022-10-24
INV000677,PT004,WH005,2022-12-31,20,1,8,OVERSTOCK,12400000,2022-10-19
INV000678,PT004,WH006,2022-12-31,27,12,12,NORMAL,16740000,2022-11-21
INV000679,PT005,WH001,2022-12-31,95,2,45,NORMAL,36100000,2022-11-20
INV000680,PT005,WH002,2022-12-31,74,1,28,OVERSTOCK,28120000,2022-12-15
INV000681,PT005,WH003,2022-12-31,7,1,16,LOW,2660000,2022-11-20
INV000682,PT005,WH004,2022-12-31,40,1,14,OVERSTOCK,15200000,2022-10-28
INV000683,PT005,WH005,2022-12-31,29,1,11,OVERSTOCK,11020000,2022-12-19
INV000684,PT005,WH006,2022-12-31,5,1,5,NORMAL,1900000,2022-12-04
INV000685,PT006,WH001,2022-12-31,39,3,42,LOW,8580000,2022-12-28
INV000686,PT006,WH002,2022-12-31,95,2,32,OVERSTOCK,20900000,2022-12-10
INV000687,PT006,WH003,2022-12-31,55,1,19,OVERSTOCK,12100000,
INV000688,PT006,WH004,2022-12-31,20,1,14,NORMAL,4400000,2022-10-17
INV000689,PT006,WH005,2022-12-31,32,1,12,OVERSTOCK,7040000,2022-12-27
INV000690,PT006,WH006,2022-12-31,2,1,6,LOW,440000,2022-10-23
INV000691,PT007,WH001,2022-12-31,11,1,20,LOW,5280000,2022-11-29
INV000692,PT007,WH002,2022-12-31,19,9,9,NORMAL,9120000,2022-11-13
INV000693,PT007,WH003,2022-12-31,20,9,9,NORMAL,9600000,2022-12-25
INV000694,PT007,WH004,2022-12-31,6,1,10,LOW,2880000,2022-11-22
INV000695,PT007,WH005,2022-12-31,3,1,6,LOW,1440000,2022-10-22
INV000696,PT007,WH006,2022-12-31,2,1,4,LOW,960000,
INV000697,PT008,WH001,2022-12-31,13,8,8,NORMAL,4160000,2022-12-22
INV000698,PT008,WH002,2022-12-31,21,1,15,NORMAL,6720000,2022-10-23
INV000699,PT008,WH003,2022-12-31,4,1,3,NORMAL,1280000,2022-12-06
INV000700,PT008,WH004,2022-12-31,3,1,4,LOW,960000,
INV000701,PT008,WH005,2022-12-31,21,1,12,NORMAL,6720000,2022-12-29
INV000702,PT008,WH006,2022-12-31,10,12,12,CRITICAL,3200000,
INV000703,PT009,WH001,2022-12-31,3,1,9,LOW,750000,2022-11-21
INV000704,PT009,WH002,2022-12-31,71,2,34,NORMAL,17750000,2022-12-04
INV000705,PT009,WH006,2022-12-31,13,12,12,NORMAL,3250000,
INV000706,PT009,WH007,2022-12-31,0,1,2,STOCKOUT,0,2022-12-25
INV000707,PT010,WH001,2022-12-31,59,1,24,NORMAL,56050000,2022-11-10
INV000708,PT010,WH002,2022-12-31,6,1,20,LOW,5700000,
INV000709,PT010,WH003,2022-12-31,13,1,12,NORMAL,12350000,2022-11-30
INV000710,PT010,WH004,2022-12-31,12,1,10,NORMAL,11400000,2022-11-02
INV000711,PT010,WH005,2022-12-31,14,1,8,NORMAL,13300000,
INV000712,PT010,WH006,2022-12-31,8,1,4,NORMAL,7600000,2022-12-12
INV000713,PT011,WH001,2022-12-31,444,20,207,NORMAL,7992000,
INV000714,PT011,WH002,2022-12-31,142,15,154,LOW,2556000,2022-11-06
INV000715,PT011,WH003,2022-12-31,226,9,97,NORMAL,4068000,2022-11-01
INV000716,PT011,WH004,2022-12-31,45,6,70,LOW,810000,
INV000717,PT011,WH005,2022-12-31,80,6,61,NORMAL,1440000,2022-10-25
INV000718,PT011,WH006,2022-12-31,73,3,30,NORMAL,1314000,2022-10-20
INV000719,PT011,WH007,2022-12-31,59,2,21,OVERSTOCK,1062000,2022-10-21
INV000720,PT011,WH008,2022-12-31,109,4,40,OVERSTOCK,1962000,2022-10-29
INV000721,PT012,WH001,2022-12-31,252,22,175,NORMAL,3024000,2022-11-13
INV000722,PT012,WH002,2022-12-31,337,16,128,OVERSTOCK,4044000,2022-10-30
INV000723,PT012,WH003,2022-12-31,115,9,74,NORMAL,1380000,
INV000724,PT012,WH004,2022-12-31,145,7,60,NORMAL,1740000,2022-12-20
INV000725,PT012,WH005,2022-12-31,85,6,49,NORMAL,1020000,2022-10-13
INV000726,PT012,WH006,2022-12-31,39,4,26,NORMAL,468000,2022-12-10
INV000727,PT012,WH007,2022-12-31,6,2,15,LOW,72000,2022-12-02
INV000728,PT012,WH008,2022-12-31,14,4,35,LOW,168000,2022-10-16
INV000729,PT013,WH001,2022-12-31,114,15,117,LOW,912000,2022-10-27
INV000730,PT013,WH002,2022-12-31,116,10,83,NORMAL,928000,2022-12-20
INV000731,PT013,WH003,2022-12-31,98,6,48,NORMAL,784000,2022-12-02
INV000732,PT013,WH004,2022-12-31,42,5,40,NORMAL,336000,2022-10-04
INV000733,PT013,WH005,2022-12-31,13,4,35,LOW,104000,2022-10-17
INV000734,PT013,WH006,2022-12-31,33,3,16,NORMAL,264000,2022-10-05
INV000735,PT013,WH007,2022-12-31,4,1,11,LOW,32000,2022-12-17
INV000736,PT013,WH008,2022-12-31,24,2,20,NORMAL,192000,2022-11-20
INV000737,PT014,WH001,2022-12-31,124,7,74,NORMAL,8060000,2022-10-19
INV000738,PT014,WH002,2022-12-31,33,5,57,LOW,2145000,2022-10-10
INV000739,PT014,WH003,2022-12-31,38,3,33,NORMAL,2470000,2022-12-13
INV000740,PT014,WH004,2022-12-31,9,2,25,LOW,585000,2022-11-21
INV000741,PT014,WH005,2022-12-31,42,2,22,NORMAL,2730000,2022-10-17
INV000742,PT014,WH006,2022-12-31,8,1,11,LOW,520000,
INV000743,PT014,WH007,2022-12-31,12,1,7,NORMAL,780000,2022-11-08
INV000744,PT014,WH008,2022-12-31,13,1,15,LOW,845000,2022-11-07
INV000745,PT015,WH001,2022-12-31,239,8,88,OVERSTOCK,5258000,
INV000746,PT015,WH002,2022-12-31,202,6,69,OVERSTOCK,4444000,2022-10-10
INV000747,PT015,WH003,2022-12-31,20,4,41,LOW,440000,2022-11-02
INV000748,PT015,WH004,2022-12-31,50,2,28,NORMAL,1100000,2022-12-23
INV000749,PT015,WH005,2022-12-31,58,2,27,NORMAL,1276000,2022-10-04
INV000750,PT015,WH006,2022-12-31,26,1,13,NORMAL,572000,2022-12-02
INV000751,PT015,WH007,2022-12-31,16,1,8,NORMAL,352000,2022-12-26
INV000752,PT015,WH008,2022-12-31,25,1,17,NORMAL,550000,2022-10-25
INV000753,PT016,WH001,2022-12-31,157,5,71,NORMAL,14915000,2022-11-02
INV000754,PT016,WH002,2022-12-31,84,4,54,NORMAL,7980000,2022-10-24
INV000755,PT016,WH003,2022-12-31,50,2,29,NORMAL,4750000,2022-12-09
INV000756,PT016,WH004,2022-12-31,48,1,24,NORMAL,4560000,2022-12-13
INV000757,PT016,WH005,2022-12-31,58,1,20,OVERSTOCK,5510000,2022-12-26
INV000758,PT016,WH006,2022-12-31,22,1,10,NORMAL,2090000,2022-12-13
INV000759,PT016,WH007,2022-12-31,17,1,8,NORMAL,1615000,
INV000760,PT016,WH008,2022-12-31,14,1,14,NORMAL,1330000,2022-10-12
INV000761,PT017,WH001,2022-12-31,101,8,89,NORMAL,4848000,2022-12-22
INV000762,PT017,WH002,2022-12-31,195,6,66,OVERSTOCK,9360000,2022-11-23
INV000763,PT017,WH003,2022-12-31,54,3,39,NORMAL,2592000,2022-11-14
INV000764,PT017,WH004,2022-12-31,67,3,32,NORMAL,3216000,2022-12-29
INV000765,PT017,WH005,2022-12-31,70,2,26,OVERSTOCK,3360000,2022-12-28
INV000766,PT017,WH006,2022-12-31,37,1,13,OVERSTOCK,1776000,2022-10-21
INV000767,PT017,WH007,2022-12-31,13,1,9,NORMAL,624000,2022-10-25
INV000768,PT017,WH008,2022-12-31,24,1,17,NORMAL,1152000,2022-12-11
INV000769,PT018,WH001,2022-12-31,208,7,72,OVERSTOCK,16224000,
INV000770,PT018,WH002,2022-12-31,57,5,53,NORMAL,4446000,2022-10-28
INV000771,PT018,WH003,2022-12-31,14,3,32,LOW,1092000,2022-10-21
INV000772,PT018,WH004,2022-12-31,34,2,24,NORMAL,2652000,
INV000773,PT018,WH005,2022-12-31,49,2,20,NORMAL,3822000,2022-10-27
INV000774,PT018,WH006,2022-12-31,15,1,10,NORMAL,1170000,2022-12-01
INV000775,PT018,WH007,2022-12-31,6,1,7,LOW,468000,2022-12-24
INV000776,PT018,WH008,2022-12-31,30,1,14,NORMAL,2340000,2022-12-02
INV000777,PT019,WH001,2022-12-31,140,5,58,NORMAL,7700000,
INV000778,PT019,WH002,2022-12-31,46,4,48,LOW,2530000,2022-11-12
INV000779,PT019,WH003,2022-12-31,60,2,29,NORMAL,3300000,2022-10-19
INV000780,PT019,WH004,2022-12-31,62,2,21,OVERSTOCK,3410000,2022-10-07
INV000781,PT019,WH005,2022-12-31,48,1,18,OVERSTOCK,2640000,2022-10-05
INV000782,PT019,WH006,2022-12-31,4,1,9,LOW,220000,2022-12-23
INV000783,PT019,WH007,2022-12-31,6,1,6,NORMAL,330000,2022-10-26
INV000784,PT019,WH008,2022-12-31,35,1,12,OVERSTOCK,1925000,2022-11-04
INV000785,PT020,WH001,2022-12-31,152,7,77,NORMAL,6384000,2022-10-27
INV000786,PT020,WH002,2022-12-31,166,5,59,OVERSTOCK,6972000,2022-11-27
INV000787,PT020,WH003,2022-12-31,45,3,33,NORMAL,1890000,2022-11-24
INV000788,PT020,WH004,2022-12-31,40,2,26,NORMAL,1680000,2022-10-24
INV000789,PT020,WH005,2022-12-31,13,2,22,LOW,546000,2022-10-04
INV000790,PT020,WH006,2022-12-31,8,1,11,LOW,336000,
INV000791,PT020,WH007,2022-12-31,11,1,8,NORMAL,462000,2022-11-29
INV000792,PT020,WH008,2022-12-31,10,1,15,LOW,420000,
INV000793,PT021,WH001,2022-12-31,65,3,65,NORMAL,12025000,2022-11-12
INV000794,PT021,WH002,2022-12-31,122,2,49,NORMAL,22570000,
INV000795,PT021,WH003,2022-12-31,65,1,27,NORMAL,12025000,2022-11-13
INV000796,PT021,WH004,2022-12-31,41,1,22,NORMAL,7585000,2022-10-31
INV000797,PT021,WH005,2022-12-31,9,1,20,LOW,1665000,2022-11-30
INV000798,PT021,WH006,2022-12-31,27,1,10,OVERSTOCK,4995000,2022-12-05
INV000799,PT021,WH007,2022-12-31,13,1,6,NORMAL,2405000,2022-11-12
INV000800,PT021,WH008,2022-12-31,32,1,13,NORMAL,5920000,2022-12-27
INV000801,PT022,WH001,2022-12-31,181,4,62,OVERSTOCK,12308000,2022-10-03
INV000802,PT022,WH002,2022-12-31,56,3,47,NORMAL,3808000,2022-11-20
INV000803,PT022,WH003,2022-12-31,16,2,30,LOW,1088000,2022-12-11
INV000804,PT022,WH004,2022-12-31,18,1,22,LOW,1224000,
INV000805,PT022,WH005,2022-12-31,21,1,18,NORMAL,1428000,
INV000806,PT022,WH006,2022-12-31,4,1,9,LOW,272000,2022-12-27
INV000807,PT022,WH007,2022-12-31,12,1,6,NORMAL,816000,
INV000808,PT022,WH008,2022-12-31,4,1,13,LOW,272000,
INV000809,PT023,WH001,2022-12-31,888,80,388,NORMAL,1332000,2022-12-04
INV000810,PT023,WH002,2022-12-31,128,60,291,LOW,192000,
INV000811,PT023,WH003,2022-12-31,440,34,166,OVERSTOCK,660000,2022-10-05
INV000812,PT023,WH004,2022-12-31,155,28,137,NORMAL,232500,2022-11-06
INV000813,PT023,WH005,2022-12-31,270,23,112,NORMAL,405000,2022-11-29
INV000814,PT023,WH006,2022-12-31,141,16,61,NORMAL,211500,2022-12-05
INV000815,PT023,WH007,2022-12-31,70,8,39,NORMAL,105000,2022-11-20
INV000816,PT023,WH008,2022-12-31,174,15,73,NORMAL,261000,
INV000817,PT024,WH001,2022-12-31,535,29,210,OVERSTOCK,4547500,
INV000818,PT024,WH002,2022-12-31,335,21,156,NORMAL,2847500,2022-10-12
INV000819,PT024,WH003,2022-12-31,174,13,95,NORMAL,1479000,2022-11-26
INV000820,PT024,WH004,2022-12-31,166,10,73,NORMAL,1411000,2022-10-02
INV000821,PT024,WH005,2022-12-31,32,8,61,LOW,272000,2022-11-18
INV000822,PT024,WH006,2022-12-31,37,6,33,NORMAL,314500,2022-11-20
INV000823,PT024,WH007,2022-12-31,33,2,19,NORMAL,280500,2022-10-24
INV000824,PT024,WH008,2022-12-31,27,5,42,LOW,229500,2022-11-13
INV000825,PT025,WH001,2022-12-31,187,56,406,LOW,2244000,
INV000826,PT025,WH002,2022-12-31,766,41,295,OVERSTOCK,9192000,2022-10-07
INV000827,PT025,WH003,2022-12-31,199,24,175,NORMAL,2388000,
INV000828,PT025,WH004,2022-12-31,321,18,131,NORMAL,3852000,
INV000829,PT025,WH005,2022-12-31,152,17,123,NORMAL,1824000,2022-12-01
INV000830,PT025,WH006,2022-12-31,156,12,62,OVERSTOCK,1872000,2022-10-03
INV000831,PT025,WH007,2022-12-31,33,5,39,LOW,396000,2022-10-11
INV000832,PT025,WH008,2022-12-31,94,11,79,NORMAL,1128000,2022-10-26
INV000833,PT026,WH001,2022-12-31,438,53,258,NORMAL,1533000,2022-10-28
INV000834,PT026,WH002,2022-12-31,218,39,189,NORMAL,763000,2022-10-06
INV000835,PT026,WH003,2022-12-31,185,23,111,NORMAL,647500,2022-10-11
INV000836,PT026,WH004,2022-12-31,226,18,90,OVERSTOCK,791000,2022-11-14
INV000837,PT026,WH005,2022-12-31,74,15,75,LOW,259000,2022-11-23
INV000838,PT026,WH006,2022-12-31,110,10,40,OVERSTOCK,385000,2022-11-25
INV000839,PT026,WH007,2022-12-31,55,5,25,NORMAL,192500,2022-10-29
INV000840,PT026,WH008,2022-12-31,78,10,49,NORMAL,273000,2022-11-25
INV000841,PT027,WH001,2022-12-31,1108,125,607,NORMAL,886400,2022-10-16
INV000842,PT027,WH002,2022-12-31,481,103,500,LOW,384800,2022-11-24
INV000843,PT027,WH003,2022-12-31,738,61,298,NORMAL,590400,
INV000844,PT027,WH004,2022-12-31,72,46,224,LOW,57600,2022-10-26
INV000845,PT027,WH005,2022-12-31,505,37,181,OVERSTOCK,404000,2022-10-22
INV000846,PT027,WH006,2022-12-31,156,30,106,NORMAL,124800,2022-10-06
INV000847,PT027,WH007,2022-12-31,96,13,63,NORMAL,76800,2022-12-04
INV000848,PT027,WH008,2022-12-31,203,25,124,NORMAL,162400,2022-10-20
INV000849,PT028,WH001,2022-12-31,412,45,330,NORMAL,2472000,2022-11-23
INV000850,PT028,WH002,2022-12-31,662,44,321,NORMAL,3972000,2022-10-17
INV000851,PT028,WH003,2022-12-31,90,22,158,LOW,540000,
INV000852,PT028,WH004,2022-12-31,312,16,116,OVERSTOCK,1872000,2022-11-01
INV000853,PT028,WH005,2022-12-31,76,14,106,LOW,456000,2022-11-15
INV000854,PT028,WH006,2022-12-31,111,9,49,NORMAL,666000,2022-12-25
INV000855,PT028,WH007,2022-12-31,21,5,40,LOW,126000,2022-10-18
INV000856,PT028,WH008,2022-12-31,196,10,77,OVERSTOCK,1176000,2022-12-02
INV000857,PT029,WH001,2022-12-31,203,61,298,LOW,913500,2022-11-28
INV000858,PT029,WH002,2022-12-31,418,55,267,NORMAL,1881000,2022-12-12
INV000859,PT029,WH003,2022-12-31,166,25,121,NORMAL,747000,
INV000860,PT029,WH004,2022-12-31,225,22,107,NORMAL,1012500,2022-12-17
INV000861,PT029,WH005,2022-12-31,185,17,84,NORMAL,832500,2022-12-15
INV000862,PT029,WH006,2022-12-31,129,16,60,NORMAL,580500,2022-12-03
INV000863,PT029,WH007,2022-12-31,16,5,25,LOW,72000,
INV000864,PT029,WH008,2022-12-31,136,11,54,OVERSTOCK,612000,2022-10-03
INV000865,PT030,WH001,2022-12-31,1184,102,494,NORMAL,2604800,2022-10-05
INV000866,PT030,WH002,2022-12-31,789,81,392,NORMAL,1735800,2022-10-24
INV000867,PT030,WH003,2022-12-31,220,45,221,LOW,484000,2022-12-11
INV000868,PT030,WH004,2022-12-31,280,37,182,NORMAL,616000,2022-12-11
INV000869,PT030,WH005,2022-12-31,322,31,150,NORMAL,708400,2022-12-19
INV000870,PT030,WH006,2022-12-31,189,21,78,NORMAL,415800,2022-11-27
INV000871,PT030,WH007,2022-12-31,93,10,51,NORMAL,204600,2022-11-17
INV000872,PT030,WH008,2022-12-31,274,20,98,OVERSTOCK,602800,2022-10-02
INV000873,PT001,WH001,2023-03-31,11,1,5,NORMAL,19800000,2023-01-10
INV000874,PT001,WH002,2023-03-31,3,1,3,NORMAL,5400000,2023-01-25
INV000875,PT001,WH003,2023-03-31,10,1,4,OVERSTOCK,18000000,2023-03-06
INV000876,PT001,WH004,2023-03-31,4,1,2,NORMAL,7200000,2023-02-22
INV000877,PT001,WH005,2023-03-31,8,1,4,NORMAL,14400000,2023-03-12
INV000878,PT001,WH006,2023-03-31,2,1,2,NORMAL,3600000,
INV000879,PT002,WH001,2023-03-31,9,1,10,LOW,18000000,2023-01-02
INV000880,PT002,WH002,2023-03-31,9,9,9,NORMAL,18000000,
INV000881,PT002,WH003,2023-03-31,5,1,6,LOW,10000000,2023-02-08
INV000882,PT002,WH004,2023-03-31,5,1,2,OVERSTOCK,10000000,2023-01-29
INV000883,PT002,WH005,2023-03-31,12,9,9,NORMAL,24000000,2023-02-24
INV000884,PT002,WH006,2023-03-31,28,13,13,NORMAL,56000000,2023-02-23
INV000885,PT003,WH001,2023-03-31,26,9,9,OVERSTOCK,22100000,2023-02-09
INV000886,PT003,WH002,2023-03-31,14,1,12,NORMAL,11900000,2023-03-20
INV000887,PT003,WH003,2023-03-31,8,1,11,LOW,6800000,2023-01-25
INV000888,PT003,WH004,2023-03-31,3,1,6,LOW,2550000,
INV000889,PT003,WH005,2023-03-31,1,1,5,LOW,850000,
INV000890,PT003,WH006,2023-03-31,2,1,4,LOW,1700000,2023-03-14
INV000891,PT004,WH001,2023-03-31,22,1,13,NORMAL,13640000,2023-03-26
INV000892,PT004,WH002,2023-03-31,12,1,8,NORMAL,7440000,2023-01-03
INV000893,PT004,WH003,2023-03-31,20,1,10,NORMAL,12400000,2023-03-09
INV000894,PT004,WH004,2023-03-31,9,1,4,NORMAL,5580000,2023-03-13
INV000895,PT004,WH005,2023-03-31,5,1,4,NORMAL,3100000,2023-02-05
INV000896,PT004,WH006,2023-03-31,3,1,2,NORMAL,1860000,2023-03-07
INV000897,PT005,WH001,2023-03-31,47,3,56,LOW,17860000,2022-12-31
INV000898,PT005,WH002,2023-03-31,28,1,28,NORMAL,10640000,2023-03-01
INV000899,PT005,WH003,2023-03-31,60,1,24,OVERSTOCK,22800000,2023-01-31
INV000900,PT005,WH004,2023-03-31,13,1,16,LOW,4940000,2023-02-02
INV000901,PT005,WH005,2023-03-31,18,1,11,NORMAL,6840000,2023-02-05
INV000902,PT005,WH006,2023-03-31,14,1,6,NORMAL,5320000,2023-03-20
INV000903,PT006,WH001,2023-03-31,106,3,42,OVERSTOCK,23320000,2023-03-25
INV000904,PT006,WH002,2023-03-31,10,2,31,LOW,2200000,2023-01-27
INV000905,PT006,WH003,2023-03-31,28,1,19,NORMAL,6160000,2023-02-26
INV000906,PT006,WH004,2023-03-31,11,1,14,LOW,2420000,2023-02-26
INV000907,PT006,WH005,2023-03-31,34,1,12,OVERSTOCK,7480000,2023-02-09
INV000908,PT006,WH006,2023-03-31,17,1,6,OVERSTOCK,3740000,2023-02-10
INV000909,PT007,WH001,2023-03-31,73,1,25,OVERSTOCK,35040000,2023-02-15
INV000910,PT007,WH002,2023-03-31,8,1,10,LOW,3840000,2023-02-12
INV000911,PT007,WH003,2023-03-31,24,9,9,OVERSTOCK,11520000,2023-03-16
INV000912,PT007,WH004,2023-03-31,5,1,2,OVERSTOCK,2400000,2023-03-30
INV000913,PT007,WH005,2023-03-31,3,1,2,NORMAL,1440000,2023-03-22
INV000914,PT007,WH006,2023-03-31,5,1,3,NORMAL,2400000,2023-01-04
INV000915,PT008,WH001,2023-03-31,39,1,16,NORMAL,12480000,2023-03-24
INV000916,PT008,WH002,2023-03-31,53,2,34,NORMAL,16960000,2023-03-01
INV000917,PT008,WH003,2023-03-31,12,8,8,NORMAL,3840000,2023-03-01
INV000918,PT008,WH004,2023-03-31,2,1,4,LOW,640000,
INV000919,PT008,WH005,2023-03-31,17,1,11,NORMAL,5440000,2023-02-23
INV000920,PT008,WH006,2023-03-31,8,1,3,OVERSTOCK,2560000,2023-01-23
INV000921,PT009,WH001,2023-03-31,35,2,29,NORMAL,8750000,2023-03-10
INV000922,PT009,WH002,2023-03-31,53,1,25,NORMAL,13250000,2023-02-11
INV000923,PT009,WH006,2023-03-31,3,1,2,NORMAL,750000,2022-12-31
INV000924,PT009,WH007,2023-03-31,0,1,1,STOCKOUT,0,
INV000925,PT010,WH001,2023-03-31,45,1,26,NORMAL,42750000,
INV000926,PT010,WH002,2023-03-31,38,1,20,NORMAL,36100000,2023-03-08
INV000927,PT010,WH003,2023-03-31,4,1,13,LOW,3800000,2023-01-28
INV000928,PT010,WH004,2023-03-31,4,1,9,LOW,3800000,2023-03-15
INV000929,PT010,WH005,2023-03-31,15,1,9,NORMAL,14250000,2023-02-23
INV000930,PT010,WH006,2023-03-31,4,1,4,NORMAL,3800000,2023-01-07
INV000931,PT011,WH001,2023-03-31,450,20,206,NORMAL,8100000,2023-03-26
INV000932,PT011,WH002,2023-03-31,100,15,154,LOW,1800000,2023-02-17
INV000933,PT011,WH003,2023-03-31,241,9,97,NORMAL,4338000,2023-01-10
INV000934,PT011,WH004,2023-03-31,123,7,73,NORMAL,2214000,2023-02-14
INV000935,PT011,WH005,2023-03-31,35,5,58,LOW,630000,2023-01-10
INV000936,PT011,WH006,2023-03-31,12,4,32,LOW,216000,2023-03-29
INV000937,PT011,WH007,2023-03-31,50,2,20,OVERSTOCK,900000,2023-01-21
INV000938,PT011,WH008,2023-03-31,17,3,39,LOW,306000,2023-03-30
INV000939,PT012,WH001,2023-03-31,449,21,167,OVERSTOCK,5388000,2023-03-22
INV000940,PT012,WH002,2023-03-31,194,16,125,NORMAL,2328000,
INV000941,PT012,WH003,2023-03-31,224,10,78,OVERSTOCK,2688000,2023-03-15
INV000942,PT012,WH004,2023-03-31,179,8,63,OVERSTOCK,2148000,2023-03-24
INV000943,PT012,WH005,2023-03-31,73,6,49,NORMAL,876000,2023-02-04
INV000944,PT012,WH006,2023-03-31,40,4,25,NORMAL,480000,2022-12-31
INV000945,PT012,WH007,2023-03-31,38,2,16,NORMAL,456000,2023-01-02
INV000946,PT012,WH008,2023-03-31,59,4,34,NORMAL,708000,2023-03-30
INV000947,PT013,WH001,2023-03-31,215,14,114,NORMAL,1720000,2023-03-18
INV000948,PT013,WH002,2023-03-31,100,11,90,NORMAL,800000,
INV000949,PT013,WH003,2023-03-31,98,6,50,NORMAL,784000,2023-03-08
INV000950,PT013,WH004,2023-03-31,109,5,40,OVERSTOCK,872000,2023-01-10
INV000951,PT013,WH005,2023-03-31,38,4,35,NORMAL,304000,2023-02-01
INV000952,PT013,WH006,2023-03-31,14,3,18,LOW,112000,2023-02-15
INV000953,PT013,WH007,2023-03-31,6,1,11,LOW,48000,2023-02-22
INV000954,PT013,WH008,2023-03-31,52,2,22,NORMAL,416000,
INV000955,PT014,WH001,2023-03-31,92,8,82,NORMAL,5980000,2023-03-02
INV000956,PT014,WH002,2023-03-31,117,5,57,NORMAL,7605000,2023-01-05
INV000957,PT014,WH003,2023-03-31,39,3,34,NORMAL,2535000,
INV000958,PT014,WH004,2023-03-31,77,2,27,OVERSTOCK,5005000,2023-02-07
INV000959,PT014,WH005,2023-03-31,15,2,23,LOW,975000,2023-02-09
INV000960,PT014,WH006,2023-03-31,11,1,11,NORMAL,715000,2023-02-21
INV000961,PT014,WH007,2023-03-31,13,1,7,NORMAL,845000,2023-01-16
INV000962,PT014,WH008,2023-03-31,38,1,14,OVERSTOCK,2470000,
INV000963,PT015,WH001,2023-03-31,195,8,81,NORMAL,4290000,2023-02-10
INV000964,PT015,WH002,2023-03-31,84,5,56,NORMAL,1848000,2023-02-02
INV000965,PT015,WH003,2023-03-31,61,3,34,NORMAL,1342000,2023-01-03
INV000966,PT015,WH004,2023-03-31,72,2,27,OVERSTOCK,1584000,2023-01-24
INV000967,PT015,WH005,2023-03-31,52,2,23,NORMAL,1144000,2022-12-31
INV000968,PT015,WH006,2023-03-31,29,1,11,OVERSTOCK,638000,2023-01-21
INV000969,PT015,WH007,2023-03-31,8,1,7,NORMAL,176000,2023-03-21
INV000970,PT015,WH008,2023-03-31,43,1,15,OVERSTOCK,946000,
INV000971,PT016,WH001,2023-03-31,94,5,69,NORMAL,8930000,2023-02-03
INV000972,PT016,WH002,2023-03-31,78,3,51,NORMAL,7410000,2023-02-04
INV000973,PT016,WH003,2023-03-31,35,2,33,NORMAL,3325000,
INV000974,PT016,WH004,2023-03-31,36,1,24,NORMAL,3420000,2023-01-15
INV000975,PT016,WH005,2023-03-31,31,1,21,NORMAL,2945000,2023-02-18
INV000976,PT016,WH006,2023-03-31,8,1,10,LOW,760000,2023-03-21
INV000977,PT016,WH007,2023-03-31,20,1,7,OVERSTOCK,1900000,2023-03-03
INV000978,PT016,WH008,2023-03-31,37,1,14,OVERSTOCK,3515000,
INV000979,PT017,WH001,2023-03-31,197,8,86,NORMAL,9456000,2023-01-04
INV000980,PT017,WH002,2023-03-31,126,6,66,NORMAL,6048000,2023-02-25
INV000981,PT017,WH003,2023-03-31,112,3,38,OVERSTOCK,5376000,2023-02-02
INV000982,PT017,WH004,2023-03-31,55,3,31,NORMAL,2640000,2023-03-30
INV000983,PT017,WH005,2023-03-31,27,2,25,NORMAL,1296000,2023-01-14
INV000984,PT017,WH006,2023-03-31,10,1,13,LOW,480000,2023-01-24
INV000985,PT017,WH007,2023-03-31,23,1,9,OVERSTOCK,1104000,2023-01-15
INV000986,PT017,WH008,2023-03-31,12,1,16,LOW,576000,2022-12-31
INV000987,PT018,WH001,2023-03-31,194,7,71,OVERSTOCK,15132000,
INV000988,PT018,WH002,2023-03-31,22,5,52,LOW,1716000,2023-03-02
INV000989,PT018,WH003,2023-03-31,67,3,32,NORMAL,5226000,2023-03-10
