PRODUCTION_ID,LINE_ID,PRODUCT_ID,PRODUCTION_DATE,SHIFT,PLANNED_OUTPUT,ACTUAL_OUTPUT,UTILIZATION_RATE_PCT,OPERATION_HOURS,DOWNTIME_HOURS,DOWNTIME_REASON,YIELD_RATE_PCT
PRD-002446,LINE-04,PRD012,2023-09-10,야간,420,409,97.4,21.7,1.7,품질문제,96.77
PRD-002447,LINE-04,PRD012,2023-09-11,야간,415,435,104.8,23.7,,,98.52
PRD-002448,LINE-04,PRD012,2023-09-12,야간,434,429,98.8,20.5,,,98.68
PRD-002449,LINE-04,PRD012,2023-09-13,야간,398,410,103.0,22.0,,,97.04
PRD-002450,LINE-04,PRD012,2023-09-14,주간,430,111,25.8,4.8,18.4,계획정비,96.69
PRD-002451,LINE-04,PRD012,2023-09-15,야간,399,391,98.0,22.2,,,97.5
PRD-002452,LINE-04,PRD012,2023-09-16,주간,440,51,11.6,4.2,19.2,계획정비,97.65
PRD-002453,LINE-04,PRD012,2023-09-17,주간,440,380,86.4,21.4,,,99.31
PRD-002454,LINE-04,PRD012,2023-09-18,야간,440,431,98.0,20.4,,,97.74
PRD-002455,LINE-04,PRD012,2023-09-19,주간,388,383,98.7,23.8,,,98.15
PRD-002456,LINE-04,PRD012,2023-09-20,주간,449,383,85.3,21.5,,,96.73
PRD-002457,LINE-04,PRD012,2023-09-21,야간,412,366,88.8,23.1,,,96.64
PRD-002458,LINE-04,PRD012,2023-09-22,주간,437,458,104.8,21.6,,,97.21
PRD-002459,LINE-04,PRD012,2023-09-23,주간,397,346,87.2,23.0,,,98.82
PRD-002460,LINE-04,PRD012,2023-09-24,전일,412,141,34.2,15.9,7.9,설비고장,94.01
PRD-002461,LINE-04,PRD012,2023-09-25,야간,424,367,86.6,21.8,,,97.44
PRD-002462,LINE-04,PRD012,2023-09-26,야간,427,365,85.5,20.4,,,98.71
PRD-002463,LINE-04,PRD011,2023-09-27,주간,401,345,86.0,23.0,2.2,라인전환,96.79
PRD-002464,LINE-04,PRD011,2023-09-28,주간,431,438,101.6,23.8,,,98.78
PRD-002465,LINE-04,PRD011,2023-09-29,주간,423,418,98.8,22.9,,,99.03
PRD-002466,LINE-04,PRD011,2023-09-30,주간,402,385,95.8,21.6,,,98.02
PRD-002467,LINE-04,PRD011,2023-10-01,주간,385,392,101.8,23.6,1.8,계획정비,98.99
PRD-002468,LINE-04,PRD011,2023-10-02,주간,389,378,97.2,21.0,2.9,원자재부족,96.9
PRD-002469,LINE-04,PRD011,2023-10-03,야간,395,340,86.1,20.8,,,98.43
PRD-002470,LINE-04,PRD011,2023-10-04,주간,444,123,27.7,2.4,,,97.34
PRD-002471,LINE-04,PRD011,2023-10-05,주간,434,11,2.5,4.0,19.6,계획정비,96.47
PRD-002472,LINE-04,PRD011,2023-10-06,야간,385,337,87.5,22.7,2.9,라인전환,97.94
PRD-002473,LINE-04,PRD011,2023-10-07,야간,444,418,94.1,21.3,,,99.27
PRD-002474,LINE-04,PRD011,2023-10-08,야간,445,411,92.4,21.2,,,98.12
PRD-002475,LINE-04,PRD011,2023-10-09,주간,450,427,94.9,22.6,,,98.74
PRD-002476,LINE-04,PRD011,2023-10-10,주간,394,362,91.9,20.3,,,99.22
PRD-002477,LINE-04,PRD011,2023-10-11,주간,426,399,93.7,21.6,,,96.89
PRD-002478,LINE-04,PRD011,2023-10-12,야간,407,407,100.0,23.0,,,96.01
PRD-002479,LINE-04,PRD011,2023-10-13,야간,435,375,86.2,22.3,,,98.15
PRD-002480,LINE-04,PRD011,2023-10-14,주간,412,373,90.5,23.9,0.8,품질문제,97.51
PRD-002481,LINE-04,PRD011,2023-10-15,주간,410,389,94.9,23.4,,,98.23
PRD-002482,LINE-04,PRD011,2023-10-16,야간,413,413,100.0,21.6,1.5,설비고장,97.67
PRD-002483,LINE-04,PRD011,2023-10-17,주간,431,390,90.5,20.0,,,97.78
PRD-002484,LINE-04,PRD011,2023-10-18,주간,440,419,95.2,23.5,2.1,계획정비,97.43
PRD-002485,LINE-04,PRD011,2023-10-19,주간,441,383,86.8,22.1,1.5,원자재부족,97.76
PRD-002486,LINE-04,PRD011,2023-10-20,주간,423,374,88.4,21.1,,,97.65
PRD-002487,LINE-04,PRD011,2023-10-21,야간,409,397,97.1,20.1,,,96.14
PRD-002488,LINE-04,PRD011,2023-10-22,주간,392,362,92.3,22.8,,,97.21
PRD-002489,LINE-04,PRD011,2023-10-23,주간,453,470,103.8,20.7,,,98.07
PRD-002490,LINE-04,PRD011,2023-10-24,야간,415,362,87.2,23.8,,,96.14
PRD-002491,LINE-04,PRD011,2023-10-25,주간,386,399,103.4,23.4,1.3,라인전환,97.01
PRD-002492,LINE-04,PRD011,2023-10-26,주간,389,356,91.5,23.1,,,99.17
PRD-002493,LINE-04,PRD011,2023-10-27,주간,413,388,93.9,22.2,,,98.25
PRD-002494,LINE-04,PRD011,2023-10-28,야간,411,411,100.0,23.9,,,98.49
PRD-002495,LINE-04,PRD011,2023-10-29,주간,426,371,87.1,20.4,,,98.17
PRD-002496,LINE-04,PRD011,2023-10-30,야간,449,455,101.3,22.4,2.5,라인전환,97.13
PRD-002497,LINE-04,PRD011,2023-10-31,야간,406,407,100.2,20.7,,,96.0
PRD-002498,LINE-04,PRD011,2023-11-01,주간,387,352,91.0,22.1,,,97.5
PRD-002499,LINE-04,PRD011,2023-11-02,야간,414,371,89.6,23.0,,,99.13
PRD-002500,LINE-04,PRD011,2023-11-03,주간,390,348,89.2,21.2,,,96.21
PRD-002501,LINE-04,PRD011,2023-11-04,주간,398,395,99.2,22.6,,,97.04
PRD-002502,LINE-04,PRD011,2023-11-05,주간,449,410,91.3,22.1,,,96.84
PRD-002503,LINE-04,PRD011,2023-11-06,주간,384,328,85.4,21.8,0.8,품질문제,97.2
PRD-002504,LINE-04,PRD011,2023-11-07,주간,406,367,90.4,21.5,,,97.97
PRD-002505,LINE-04,PRD011,2023-11-08,주간,416,373,89.7,20.9,2.5,라인전환,97.02
PRD-002506,LINE-04,PRD011,2023-11-09,주간,442,422,95.5,20.2,2.6,라인전환,97.52
PRD-002507,LINE-04,PRD011,2023-11-10,주간,395,374,94.7,22.4,,,96.09
PRD-002508,LINE-04,PRD011,2023-11-11,주간,396,346,87.4,22.4,,,97.34
PRD-002509,LINE-04,PRD011,2023-11-12,야간,412,431,104.6,23.0,,,96.42
PRD-002510,LINE-04,PRD011,2023-11-13,야간,422,237,56.2,4.1,19.6,설비고장,91.76
PRD-002511,LINE-04,PRD011,2023-11-14,야간,399,388,97.2,22.4,0.7,설비고장,98.26
PRD-002512,LINE-04,PRD011,2023-11-15,야간,394,401,101.8,22.9,,,98.45
PRD-002513,LINE-04,PRD011,2023-11-16,야간,427,363,85.0,22.3,,,99.14
PRD-002514,LINE-04,PRD011,2023-11-17,주간,436,455,104.4,23.0,1.5,계획정비,97.63
PRD-002515,LINE-04,PRD011,2023-11-18,주간,415,376,90.6,21.8,,,96.41
PRD-002516,LINE-04,PRD011,2023-11-19,야간,449,464,103.3,23.9,,,97.47
PRD-002517,LINE-04,PRD011,2023-11-20,주간,396,55,13.9,5.6,17.6,계획정비,96.44
PRD-002518,LINE-04,PRD011,2023-11-21,주간,434,41,9.4,4.2,19.0,계획정비,96.26
PRD-002519,LINE-04,PRD011,2023-11-22,야간,388,338,87.1,22.5,,,97.55
PRD-002520,LINE-04,PRD011,2023-11-23,주간,398,357,89.7,20.8,,,97.89
PRD-002521,LINE-04,PRD011,2023-11-24,야간,393,398,101.3,22.6,,,96.77
PRD-002522,LINE-04,PRD011,2023-11-25,주간,444,431,97.1,20.1,2.4,계획정비,98.91
PRD-002523,LINE-04,PRD011,2023-11-26,주간,434,444,102.3,20.8,,,97.21
PRD-002524,LINE-04,PRD011,2023-11-27,야간,428,374,87.4,23.0,,,96.9
PRD-002525,LINE-04,PRD011,2023-11-28,주간,419,384,91.6,23.5,,,96.74
PRD-002526,LINE-04,PRD011,2023-11-29,주간,391,64,16.4,15.4,7.0,설비고장,89.47
PRD-002527,LINE-04,PRD011,2023-11-30,야간,446,457,102.5,20.3,1.0,품질문제,97.11
PRD-002528,LINE-04,PRD011,2023-12-01,야간,432,394,91.2,22.5,,,96.91
PRD-002529,LINE-04,PRD011,2023-12-02,야간,395,400,101.3,22.8,,,96.08
PRD-002530,LINE-04,PRD011,2023-12-03,전일,413,32,7.7,9.9,13.3,설비고장,96.36
PRD-002531,LINE-04,PRD011,2023-12-04,주간,414,15,3.6,3.8,19.4,계획정비,97.72
PRD-002532,LINE-04,PRD011,2023-12-05,야간,415,193,46.5,13.6,9.9,설비고장,89.25
PRD-002533,LINE-04,PRD012,2023-12-06,야간,448,355,79.2,23.6,2.9,라인전환,99.44
PRD-002534,LINE-04,PRD012,2023-12-07,야간,404,371,91.8,22.9,,,99.07
PRD-002535,LINE-04,PRD012,2023-12-08,야간,404,396,98.0,20.1,,,98.14
PRD-002536,LINE-04,PRD012,2023-12-09,주간,423,430,101.7,23.1,,,98.26
PRD-002537,LINE-04,PRD012,2023-12-10,야간,450,445,98.9,21.3,,,97.38
PRD-002538,LINE-04,PRD012,2023-12-11,주간,413,369,89.3,23.4,,,98.83
PRD-002539,LINE-04,PRD012,2023-12-12,주간,388,32,8.2,4.4,17.7,설비고장,88.44
PRD-002540,LINE-04,PRD012,2023-12-13,주간,393,398,101.3,20.8,,,97.48
PRD-002541,LINE-04,PRD012,2023-12-14,전일,440,43,9.8,11.6,11.6,설비고장,94.51
PRD-002542,LINE-04,PRD012,2023-12-15,야간,445,435,97.8,22.4,,,97.52
PRD-002543,LINE-04,PRD012,2023-12-16,주간,410,382,93.2,20.5,,,96.92
PRD-002544,LINE-04,PRD012,2023-12-17,주간,450,416,92.4,20.3,,,97.02
PRD-002545,LINE-04,PRD012,2023-12-18,주간,435,447,102.8,22.2,2.9,라인전환,98.02
PRD-002546,LINE-04,PRD012,2023-12-19,주간,429,369,86.0,21.1,1.5,라인전환,97.19
PRD-002547,LINE-04,PRD012,2023-12-20,주간,391,372,95.1,21.9,,,97.23
PRD-002548,LINE-04,PRD012,2023-12-21,야간,430,26,6.0,11.2,12.2,설비고장,90.54
PRD-002549,LINE-04,PRD012,2023-12-22,주간,453,165,36.4,16.4,6.0,설비고장,93.91
PRD-002550,LINE-04,PRD012,2023-12-23,야간,398,394,99.0,20.4,,,99.25
PRD-002551,LINE-04,PRD012,2023-12-24,야간,424,400,94.3,21.8,,,98.49
PRD-002552,LINE-04,PRD012,2023-12-25,야간,418,358,85.6,23.5,,,99.43
PRD-002553,LINE-04,PRD012,2023-12-26,야간,422,408,96.7,21.3,,,97.91
PRD-002554,LINE-04,PRD012,2023-12-27,주간,425,411,96.7,21.1,,,98.31
PRD-002555,LINE-04,PRD012,2023-12-28,야간,408,350,85.8,22.2,,,97.49
PRD-002556,LINE-04,PRD012,2023-12-29,주간,442,444,100.5,20.6,,,96.72
PRD-002557,LINE-04,PRD012,2023-12-30,주간,414,398,96.1,21.0,1.4,설비고장,96.58
PRD-002558,LINE-04,PRD012,2023-12-31,야간,453,385,85.0,23.3,,,96.03
PRD-002559,LINE-04,PRD012,2024-01-01,야간,435,325,74.7,23.1,,,99.03
PRD-002560,LINE-04,PRD012,2024-01-02,주간,417,379,90.9,20.5,,,97.02
PRD-002561,LINE-04,PRD012,2024-01-03,주간,420,342,81.4,23.1,,,96.51
PRD-002562,LINE-04,PRD012,2024-01-04,주간,405,323,79.8,23.6,,,97.22
PRD-002563,LINE-04,PRD012,2024-01-05,야간,416,345,82.9,23.7,,,98.04
PRD-002564,LINE-04,PRD012,2024-01-06,야간,415,366,88.2,23.1,,,96.14
PRD-002565,LINE-04,PRD012,2024-01-07,야간,400,319,79.8,20.1,,,97.28
PRD-002566,LINE-04,PRD012,2024-01-08,주간,411,358,87.1,23.1,,,99.35
PRD-002567,LINE-04,PRD012,2024-01-09,주간,438,346,79.0,21.8,,,97.0
PRD-002568,LINE-04,PRD012,2024-01-10,주간,408,361,88.5,20.3,,,96.13
PRD-002569,LINE-04,PRD012,2024-01-11,주간,412,102,24.8,2.6,21.4,계획정비,97.76
PRD-002570,LINE-04,PRD012,2024-01-12,야간,402,333,82.8,22.4,,,99.21
PRD-002571,LINE-04,PRD012,2024-01-13,야간,420,366,87.1,22.0,1.0,품질문제,98.0
PRD-002572,LINE-04,PRD012,2024-01-14,야간,435,396,91.0,23.4,,,96.84
PRD-002573,LINE-04,PRD012,2024-01-15,야간,390,360,92.3,22.8,,,97.43
PRD-002574,LINE-04,PRD012,2024-01-16,야간,394,321,81.5,21.1,,,99.16
PRD-002575,LINE-04,PRD012,2024-01-17,주간,386,291,75.4,20.1,,,96.17
PRD-002576,LINE-04,PRD012,2024-01-18,야간,407,346,85.0,21.1,,,97.73
PRD-002577,LINE-04,PRD012,2024-01-19,주간,388,334,86.1,24.0,,,97.47
PRD-002578,LINE-04,PRD012,2024-01-20,주간,435,389,89.4,23.2,0.6,설비고장,98.06
PRD-002579,LINE-04,PRD012,2024-01-21,야간,421,368,87.4,23.4,,,96.16
PRD-002580,LINE-04,PRD012,2024-01-22,야간,434,345,79.5,22.2,,,98.65
PRD-002581,LINE-04,PRD012,2024-01-23,주간,437,6,1.4,3.1,20.5,계획정비,97.55
PRD-002582,LINE-04,PRD012,2024-01-24,주간,422,363,86.0,20.6,2.1,라인전환,96.23
PRD-002583,LINE-04,PRD012,2024-01-25,야간,434,344,79.3,23.4,,,99.19
PRD-002584,LINE-04,PRD012,2024-01-26,야간,446,340,76.2,22.7,,,98.36
PRD-002585,LINE-04,PRD012,2024-01-27,주간,428,127,29.7,12.5,10.3,설비고장,90.61
PRD-002586,LINE-04,PRD012,2024-01-28,주간,394,323,82.0,21.9,,,99.02
PRD-002587,LINE-04,PRD012,2024-01-29,야간,391,348,89.0,21.9,,,97.78
PRD-002588,LINE-04,PRD012,2024-01-30,주간,393,330,84.0,21.6,,,97.91
PRD-002589,LINE-04,PRD012,2024-01-31,전일,436,103,23.6,6.3,15.9,설비고장,89.55
PRD-002590,LINE-04,PRD012,2024-02-01,주간,433,369,85.2,21.8,,,99.32
PRD-002591,LINE-04,PRD012,2024-02-02,주간,430,423,98.4,21.9,,,96.85
PRD-002592,LINE-04,PRD012,2024-02-03,야간,408,385,94.4,20.6,,,98.11
PRD-002593,LINE-04,PRD012,2024-02-04,주간,397,381,96.0,21.3,,,99.21
PRD-002594,LINE-04,PRD012,2024-02-05,야간,448,450,100.4,21.9,,,98.0
PRD-002595,LINE-04,PRD012,2024-02-06,주간,409,380,92.9,22.1,,,98.27
PRD-002596,LINE-04,PRD012,2024-02-07,주간,446,96,21.5,4.1,18.7,설비고장,90.36
PRD-002597,LINE-04,PRD012,2024-02-08,야간,444,421,94.8,24.0,,,98.25
PRD-002598,LINE-04,PRD012,2024-02-09,야간,391,205,52.4,12.9,11.0,설비고장,92.56
PRD-002599,LINE-04,PRD011,2024-02-10,주간,385,329,85.5,24.0,2.3,라인전환,98.98
PRD-002600,LINE-04,PRD011,2024-02-11,야간,396,9,2.3,12.9,11.1,설비고장,89.22
PRD-002601,LINE-04,PRD011,2024-02-12,야간,402,406,101.0,21.5,,,98.77
PRD-002602,LINE-04,PRD011,2024-02-13,주간,407,417,102.5,23.2,,,97.07
PRD-002603,LINE-04,PRD011,2024-02-14,야간,413,415,100.5,21.0,,,97.9
PRD-002604,LINE-04,PRD011,2024-02-15,야간,451,403,89.4,22.9,,,98.29
PRD-002605,LINE-04,PRD011,2024-02-16,주간,414,428,103.4,22.7,,,97.77
PRD-002606,LINE-04,PRD011,2024-02-17,야간,431,446,103.5,22.5,,,98.91
PRD-002607,LINE-04,PRD011,2024-02-18,주간,421,378,89.8,23.4,,,97.65
PRD-002608,LINE-04,PRD011,2024-02-19,주간,420,76,18.1,3.0,19.5,계획정비,98.28
PRD-002609,LINE-04,PRD011,2024-02-20,야간,402,361,89.8,24.0,,,99.03
PRD-002610,LINE-04,PRD011,2024-02-21,주간,436,39,8.9,5.2,18.1,계획정비,98.52
PRD-002611,LINE-04,PRD011,2024-02-22,주간,395,400,101.3,21.8,,,99.21
PRD-002612,LINE-04,PRD011,2024-02-23,야간,434,407,93.8,23.6,,,98.07
PRD-002613,LINE-04,PRD011,2024-02-24,주간,429,423,98.6,22.2,1.6,품질문제,97.96
PRD-002614,LINE-04,PRD011,2024-02-25,야간,433,423,97.7,24.0,1.0,라인전환,96.33
PRD-002615,LINE-04,PRD011,2024-02-26,주간,417,376,90.2,23.3,,,98.17
PRD-002616,LINE-04,PRD011,2024-02-27,주간,441,438,99.3,20.4,,,97.23
PRD-002617,LINE-04,PRD011,2024-02-28,야간,396,364,91.9,23.3,1.6,계획정비,99.17
PRD-002618,LINE-04,PRD011,2024-02-29,주간,421,399,94.8,22.2,,,97.22
PRD-002619,LINE-04,PRD011,2024-03-01,주간,454,458,100.9,22.3,,,96.27
PRD-002620,LINE-04,PRD011,2024-03-02,야간,438,391,89.3,22.8,,,97.46
PRD-002621,LINE-04,PRD011,2024-03-03,야간,416,374,89.9,21.5,,,96.49
PRD-002622,LINE-04,PRD011,2024-03-04,주간,453,450,99.3,23.0,,,96.36
PRD-002623,LINE-04,PRD011,2024-03-05,주간,402,14,3.5,5.9,,,97.37
PRD-002624,LINE-04,PRD011,2024-03-06,야간,400,388,97.0,21.0,,,96.82
PRD-002625,LINE-04,PRD011,2024-03-07,야간,437,453,103.7,21.3,,,98.52
PRD-002626,LINE-04,PRD011,2024-03-08,야간,393,387,98.5,21.8,,,96.35
PRD-002627,LINE-04,PRD011,2024-03-09,주간,400,402,100.5,21.2,,,99.28
PRD-002628,LINE-04,PRD011,2024-03-10,야간,410,415,101.2,21.2,2.2,라인전환,96.61
PRD-002629,LINE-04,PRD011,2024-03-11,야간,417,418,100.2,21.5,,,98.13
PRD-002630,LINE-04,PRD011,2024-03-12,주간,437,426,97.5,23.6,,,98.48
PRD-002631,LINE-04,PRD011,2024-03-13,주간,410,423,103.2,23.5,,,99.0
PRD-002632,LINE-04,PRD011,2024-03-14,야간,430,393,91.4,20.6,,,99.32
PRD-002633,LINE-04,PRD011,2024-03-15,주간,440,403,91.6,23.6,,,96.57
PRD-002634,LINE-04,PRD011,2024-03-16,야간,437,435,99.5,20.9,,,96.55
PRD-002635,LINE-04,PRD011,2024-03-17,주간,389,355,91.3,22.7,,,97.69
PRD-002636,LINE-04,PRD011,2024-03-18,야간,424,418,98.6,20.0,,,97.21
PRD-002637,LINE-04,PRD011,2024-03-19,야간,410,364,88.8,21.1,2.5,원자재부족,96.02
PRD-002638,LINE-04,PRD011,2024-03-20,주간,419,407,97.1,23.0,,,97.21
PRD-002639,LINE-04,PRD011,2024-03-21,야간,420,395,94.0,20.2,,,96.17
PRD-002640,LINE-04,PRD011,2024-03-22,야간,403,397,98.5,22.7,,,96.24
PRD-002641,LINE-04,PRD011,2024-03-23,주간,423,367,86.8,23.6,,,98.33
PRD-002642,LINE-04,PRD011,2024-03-24,주간,446,407,91.3,21.0,,,96.35
PRD-002643,LINE-04,PRD011,2024-03-25,주간,391,374,95.7,21.4,,,96.11
PRD-002644,LINE-04,PRD011,2024-03-26,주간,447,440,98.4,22.9,,,96.78
PRD-002645,LINE-04,PRD011,2024-03-27,주간,424,417,98.3,22.6,,,99.47
PRD-002646,LINE-04,PRD011,2024-03-28,야간,420,416,99.0,21.7,,,96.15
PRD-002647,LINE-04,PRD011,2024-03-29,주간,434,377,86.9,23.9,,,97.6
PRD-002648,LINE-04,PRD011,2024-03-30,야간,410,413,100.7,20.4,,,96.02
PRD-002649,LINE-04,PRD011,2024-03-31,주간,447,432,96.6,22.5,,,97.06
PRD-002650,LINE-04,PRD011,2024-04-01,야간,428,393,91.8,23.3,,,97.59
PRD-002651,LINE-04,PRD011,2024-04-02,야간,433,378,87.3,23.0,,,96.84
PRD-002652,LINE-04,PRD011,2024-04-03,야간,439,406,92.5,22.2,,,97.3
PRD-002653,LINE-04,PRD011,2024-04-04,야간,444,423,95.3,23.3,2.3,원자재부족,98.41
PRD-002654,LINE-04,PRD011,2024-04-05,야간,405,408,100.7,20.7,,,98.55
PRD-002655,LINE-04,PRD011,2024-04-06,주간,441,411,93.2,22.7,,,98.35
PRD-002656,LINE-04,PRD011,2024-04-07,야간,427,447,104.7,20.8,,,96.92
PRD-002657,LINE-04,PRD011,2024-04-08,야간,454,421,92.7,23.7,,,97.93
PRD-002658,LINE-04,PRD011,2024-04-09,주간,404,26,6.4,4.7,17.5,계획정비,96.8
PRD-002659,LINE-04,PRD011,2024-04-10,주간,425,376,88.5,23.1,,,99.32
PRD-002660,LINE-04,PRD011,2024-04-11,주간,388,355,91.5,21.1,1.2,계획정비,98.6
PRD-002661,LINE-04,PRD011,2024-04-12,주간,416,364,87.5,21.1,1.0,설비고장,97.88
PRD-002662,LINE-04,PRD011,2024-04-13,야간,418,411,98.3,23.3,,,97.0
PRD-002663,LINE-04,PRD011,2024-04-14,주간,395,404,102.3,22.0,1.9,계획정비,98.77
PRD-002664,LINE-04,PRD011,2024-04-15,주간,422,367,87.0,21.7,,,98.21
PRD-002665,LINE-04,PRD011,2024-04-16,주간,390,363,93.1,20.7,,,99.34
PRD-002666,LINE-04,PRD011,2024-04-17,야간,446,416,93.3,22.4,,,96.76
PRD-002667,LINE-04,PRD011,2024-04-18,주간,444,396,89.2,21.6,,,96.58
PRD-002668,LINE-04,PRD012,2024-04-19,야간,384,305,79.4,20.8,3.4,라인전환,96.6
PRD-002669,LINE-04,PRD012,2024-04-20,야간,441,396,89.8,22.5,,,96.94
PRD-002670,LINE-04,PRD012,2024-04-21,야간,427,367,85.9,22.7,,,98.62
PRD-002671,LINE-04,PRD012,2024-04-22,주간,408,381,93.4,22.7,,,97.92
PRD-002672,LINE-04,PRD012,2024-04-23,주간,445,467,104.9,22.4,,,99.19
PRD-002673,LINE-04,PRD012,2024-04-24,주간,389,377,96.9,21.3,,,96.23
PRD-002674,LINE-04,PRD012,2024-04-25,주간,448,461,102.9,23.3,,,98.47
PRD-002675,LINE-04,PRD012,2024-04-26,야간,423,379,89.6,21.4,1.0,라인전환,96.88
PRD-002676,LINE-04,PRD012,2024-04-27,야간,401,412,102.7,22.4,,,98.58
PRD-002677,LINE-04,PRD012,2024-04-28,주간,426,88,20.7,3.2,19.0,계획정비,98.03
PRD-002678,LINE-04,PRD012,2024-04-29,주간,386,404,104.7,22.8,,,98.23
PRD-002679,LINE-04,PRD012,2024-04-30,야간,452,467,103.3,21.6,2.7,원자재부족,99.37
PRD-002680,LINE-04,PRD012,2024-05-01,주간,393,371,94.4,22.8,,,98.47
PRD-002681,LINE-04,PRD012,2024-05-02,야간,396,403,101.8,20.4,,,99.08
PRD-002682,LINE-04,PRD012,2024-05-03,주간,413,426,103.1,22.9,,,97.08
PRD-002683,LINE-04,PRD012,2024-05-04,주간,440,399,90.7,21.2,,,99.05
PRD-002684,LINE-04,PRD012,2024-05-05,야간,395,357,90.4,20.0,,,97.54
PRD-002685,LINE-04,PRD012,2024-05-06,주간,432,411,95.1,23.9,,,96.96
PRD-002686,LINE-04,PRD012,2024-05-07,주간,409,398,97.3,23.6,,,97.12
PRD-002687,LINE-04,PRD012,2024-05-08,주간,455,449,98.7,22.0,,,97.35
PRD-002688,LINE-04,PRD012,2024-05-09,야간,385,342,88.8,21.3,,,98.62
PRD-002689,LINE-04,PRD012,2024-05-10,주간,452,32,7.1,3.5,19.7,계획정비,98.04
PRD-002690,LINE-04,PRD012,2024-05-11,야간,408,365,89.5,20.4,,,98.92
PRD-002691,LINE-04,PRD012,2024-05-12,주간,432,439,101.6,23.1,,,96.98
PRD-002692,LINE-04,PRD012,2024-05-13,주간,411,404,98.3,21.1,,,98.82
PRD-002693,LINE-04,PRD012,2024-05-14,야간,401,357,89.0,20.4,,,97.84
PRD-002694,LINE-04,PRD012,2024-05-15,야간,415,201,48.4,6.5,17.0,설비고장,93.06
PRD-002695,LINE-04,PRD012,2024-05-16,주간,408,383,93.9,21.4,,,98.02
PRD-002696,LINE-04,PRD012,2024-05-17,야간,445,434,97.5,22.4,,,99.22
PRD-002697,LINE-04,PRD012,2024-05-18,야간,414,426,102.9,21.1,,,98.1
PRD-002698,LINE-04,PRD012,2024-05-19,전일,416,200,48.1,6.8,17.1,설비고장,93.33
PRD-002699,LINE-04,PRD012,2024-05-20,야간,452,403,89.2,23.9,,,98.14
PRD-002700,LINE-04,PRD012,2024-05-21,야간,414,400,96.6,21.8,,,96.37
PRD-002701,LINE-04,PRD012,2024-05-22,주간,446,114,25.6,4.3,19.5,계획정비,96.91
PRD-002702,LINE-04,PRD012,2024-05-23,야간,438,209,47.7,15.1,7.0,설비고장,96.39
PRD-002703,LINE-04,PRD012,2024-05-24,야간,409,382,93.4,20.0,,,97.9
PRD-002704,LINE-04,PRD012,2024-05-25,야간,433,401,92.6,21.0,,,98.39
PRD-002705,LINE-04,PRD012,2024-05-26,야간,453,418,92.3,22.3,,,99.09
PRD-002706,LINE-04,PRD012,2024-05-27,야간,449,439,97.8,21.6,,,98.77
PRD-002707,LINE-04,PRD012,2024-05-28,야간,387,392,101.3,23.6,,,97.52
PRD-002708,LINE-04,PRD012,2024-05-29,야간,407,382,93.9,23.8,,,97.16
PRD-002709,LINE-04,PRD012,2024-05-30,야간,446,468,104.9,23.0,,,99.06
PRD-002710,LINE-04,PRD012,2024-05-31,야간,413,413,100.0,22.3,,,97.43
PRD-002711,LINE-04,PRD012,2024-06-01,주간,420,375,89.3,20.1,2.4,계획정비,97.92
PRD-002712,LINE-04,PRD012,2024-06-02,야간,399,399,100.0,20.6,,,98.48
PRD-002713,LINE-04,PRD012,2024-06-03,야간,387,345,89.1,21.7,1.0,계획정비,96.75
PRD-002714,LINE-04,PRD012,2024-06-04,주간,420,407,96.9,20.9,,,98.36
PRD-002715,LINE-04,PRD012,2024-06-05,주간,414,391,94.4,21.8,,,96.43
PRD-002716,LINE-04,PRD012,2024-06-06,야간,417,390,93.5,23.6,,,99.3
PRD-002717,LINE-04,PRD012,2024-06-07,전일,428,233,54.4,10.8,12.2,설비고장,95.05
PRD-002718,LINE-04,PRD012,2024-06-08,야간,430,446,103.7,20.6,,,96.67
PRD-002719,LINE-04,PRD012,2024-06-09,주간,446,464,104.0,21.9,,,97.95
PRD-002720,LINE-04,PRD012,2024-06-10,야간,452,427,94.5,21.4,,,97.56
PRD-002721,LINE-04,PRD012,2024-06-11,주간,406,57,14.0,2.8,19.6,계획정비,96.21
PRD-002722,LINE-04,PRD012,2024-06-12,주간,387,394,101.8,23.2,,,97.25
PRD-002723,LINE-04,PRD012,2024-06-13,주간,404,364,90.1,22.1,,,97.17
PRD-002724,LINE-04,PRD012,2024-06-14,주간,396,352,88.9,23.8,,,96.11
PRD-002725,LINE-04,PRD012,2024-06-15,주간,386,364,94.3,20.3,,,98.85
PRD-002726,LINE-04,PRD012,2024-06-16,야간,389,384,98.7,23.3,,,96.3
PRD-002727,LINE-04,PRD012,2024-06-17,야간,437,410,93.8,21.6,2.3,계획정비,97.57
PRD-002728,LINE-04,PRD012,2024-06-18,야간,419,356,85.0,22.9,,,98.35
PRD-002729,LINE-04,PRD012,2024-06-19,주간,428,427,99.8,21.5,,,98.1
PRD-002730,LINE-04,PRD012,2024-06-20,주간,428,387,90.4,22.8,,,96.01
PRD-002731,LINE-04,PRD012,2024-06-21,야간,449,458,102.0,21.1,,,96.85
PRD-002732,LINE-04,PRD012,2024-06-22,주간,402,370,92.0,23.5,,,97.32
PRD-002733,LINE-04,PRD012,2024-06-23,주간,399,386,96.7,21.0,,,97.75
PRD-002734,LINE-04,PRD012,2024-06-24,야간,443,376,84.9,22.4,,,96.06
