DEFECT_ID,LINE_ID,EQUIPMENT_ID,PRODUCT_ID,DEFECT_DATE,DEFECT_TYPE,INSPECTED_QTY,DEFECT_QTY,DEFECT_RATE_PCT,SEVERITY,DISPOSITION,REWORK_COST_KRW,ROOT_CAUSE
DFT-000974,LINE-04,EQP006,PRD012,2023-11-03,도장불량,81,1,1.23,MINOR,재작업,1030148,
DFT-000975,LINE-04,EQP006,PRD012,2023-02-25,외관불량,418,5,1.2,MINOR,특채,,환경요인
DFT-000976,LINE-02,EQP013,PRD006,2024-05-26,외관불량,174,15,8.62,MAJOR,특채,,작업자오류
DFT-000977,LINE-01,EQP002,PRD019,2024-12-04,외관불량,175,3,1.71,MINOR,특채,,
DFT-000978,LINE-02,EQP003,PRD004,2023-03-23,치수불량,87,1,1.15,MINOR,재작업,1114953,
DFT-000979,LINE-05,EQP008,PRD013,2024-01-28,기능불량,480,5,1.04,MAJOR,폐기,,원자재불량
DFT-000980,LINE-01,EQP001,PRD019,2024-05-15,외관불량,240,12,5.0,MINOR,재작업,,원자재불량
DFT-000981,LINE-01,EQP011,PRD002,2024-03-17,외관불량,496,8,1.61,MINOR,재작업,,공정파라미터
DFT-000982,LINE-03,EQP005,PRD009,2024-06-28,기능불량,89,1,1.12,MAJOR,재작업,,원자재불량
DFT-000983,LINE-03,EQP005,PRD008,2024-11-10,치수불량,272,3,1.1,MINOR,재작업,1199200,작업자오류
DFT-000984,LINE-05,EQP008,PRD015,2023-03-21,기능불량,363,2,0.55,MINOR,폐기,,
DFT-000985,LINE-06,EQP009,PRD017,2023-05-20,기능불량,306,3,0.98,MAJOR,특채,,
DFT-000986,LINE-01,EQP011,PRD001,2023-07-30,외관불량,115,1,0.87,MAJOR,폐기,,설비마모
DFT-000987,LINE-01,EQP011,PRD019,2024-04-06,기능불량,395,6,1.52,MINOR,특채,,원자재불량
DFT-000988,LINE-03,EQP012,PRD009,2023-11-04,치수불량,472,4,0.85,MINOR,특채,,
DFT-000989,LINE-01,EQP010,PRD019,2023-08-25,기능불량,157,1,0.64,MINOR,폐기,,원자재불량
DFT-000990,LINE-03,EQP012,PRD010,2023-10-30,용접불량,193,2,1.04,MINOR,폐기,,환경요인
DFT-000991,LINE-01,EQP001,PRD002,2023-04-12,외관불량,397,6,1.51,MINOR,재작업,1478708,원자재불량
DFT-000992,LINE-03,EQP004,PRD008,2024-04-29,치수불량,86,1,1.16,MINOR,재작업,,
DFT-000993,LINE-04,EQP006,PRD011,2024-07-16,외관불량,272,5,1.84,MAJOR,특채,,작업자오류
DFT-000994,LINE-01,EQP011,PRD003,2024-05-20,기능불량,367,31,8.45,MINOR,특채,,설비마모
DFT-000995,LINE-06,EQP015,PRD017,2024-02-19,외관불량,414,4,0.97,MINOR,재작업,1702990,
DFT-000996,LINE-01,EQP011,PRD001,2023-03-21,기능불량,52,4,7.69,CRITICAL,재작업,,설비마모
DFT-000997,LINE-06,EQP009,PRD017,2023-05-15,외관불량,170,1,0.59,MINOR,재작업,1158006,설비마모
DFT-000998,LINE-01,EQP011,PRD001,2024-01-28,치수불량,196,2,1.02,MAJOR,폐기,,공정파라미터
DFT-000999,LINE-05,EQP014,PRD013,2024-08-01,조립불량,148,2,1.35,MINOR,폐기,,
DFT-001000,LINE-05,EQP014,PRD015,2024-02-17,기능불량,269,2,0.74,MINOR,재작업,,설비마모
DFT-001001,LINE-01,EQP002,PRD003,2023-12-23,외관불량,251,4,1.59,CRITICAL,재작업,1695415,설비마모
DFT-001002,LINE-06,EQP015,PRD017,2024-12-12,기능불량,388,4,1.03,MAJOR,폐기,,작업자오류
DFT-001003,LINE-04,EQP006,PRD012,2023-11-03,외관불량,445,6,1.35,MINOR,특채,,작업자오류
DFT-001004,LINE-03,EQP004,PRD009,2023-05-03,용접불량,52,1,1.92,CRITICAL,특채,,설비마모
DFT-001005,LINE-03,EQP004,PRD010,2024-03-30,기능불량,300,1,0.33,MAJOR,폐기,,원자재불량
DFT-001006,LINE-02,EQP003,PRD005,2023-07-02,외관불량,389,5,1.29,MINOR,재작업,1686604,원자재불량
DFT-001007,LINE-02,EQP003,PRD006,2023-05-25,외관불량,109,1,0.92,CRITICAL,폐기,,공정파라미터
DFT-001008,LINE-04,EQP006,PRD011,2024-07-05,도장불량,383,19,4.96,MINOR,폐기,,
DFT-001009,LINE-05,EQP008,PRD014,2023-05-06,외관불량,187,3,1.6,MINOR,특채,,원자재불량
DFT-001010,LINE-03,EQP012,PRD007,2023-07-31,치수불량,115,1,0.87,CRITICAL,특채,,공정파라미터
DFT-001011,LINE-01,EQP010,PRD003,2023-08-19,기능불량,396,5,1.26,MAJOR,특채,,공정파라미터
DFT-001012,LINE-04,EQP006,PRD011,2023-12-13,도장불량,310,2,0.65,MAJOR,특채,,
DFT-001013,LINE-04,EQP006,PRD012,2023-07-17,외관불량,248,3,1.21,MAJOR,재작업,,원자재불량
DFT-001014,LINE-02,EQP013,PRD006,2023-03-31,치수불량,208,1,0.48,MINOR,폐기,,작업자오류
DFT-001015,LINE-01,EQP001,PRD019,2024-04-09,외관불량,167,2,1.2,MAJOR,재작업,,공정파라미터
DFT-001016,LINE-01,EQP010,PRD003,2024-02-16,기능불량,299,22,7.36,MINOR,재작업,,설비마모
DFT-001017,LINE-02,EQP013,PRD020,2024-02-02,외관불량,484,7,1.45,MINOR,특채,,환경요인
DFT-001018,LINE-06,EQP009,PRD018,2024-03-20,치수불량,272,2,0.74,MINOR,특채,,작업자오류
DFT-001019,LINE-01,EQP002,PRD002,2023-04-13,치수불량,58,1,1.72,MINOR,폐기,,작업자오류
DFT-001020,LINE-02,EQP003,PRD020,2024-07-29,외관불량,151,1,0.66,MAJOR,폐기,,환경요인
DFT-001021,LINE-05,EQP014,PRD016,2023-05-18,외관불량,314,2,0.64,MAJOR,폐기,,작업자오류
DFT-001022,LINE-04,EQP006,PRD012,2024-07-12,외관불량,190,3,1.58,MINOR,폐기,,
DFT-001023,LINE-05,EQP014,PRD014,2024-03-02,기능불량,225,1,0.44,MINOR,재작업,,작업자오류
DFT-001024,LINE-06,EQP015,PRD018,2024-11-10,기능불량,175,1,0.57,MINOR,재작업,1858320,설비마모
DFT-001025,LINE-02,EQP013,PRD005,2023-12-23,치수불량,476,3,0.63,MINOR,특채,,원자재불량
DFT-001026,LINE-05,EQP007,PRD015,2024-03-29,조립불량,348,5,1.44,MINOR,재작업,,
DFT-001027,LINE-01,EQP011,PRD019,2024-07-24,치수불량,281,1,0.36,MINOR,재작업,,
DFT-001028,LINE-02,EQP013,PRD004,2024-05-18,외관불량,213,4,1.88,MAJOR,재작업,1336273,설비마모
DFT-001029,LINE-05,EQP007,PRD013,2024-10-16,조립불량,434,39,8.99,CRITICAL,재작업,,원자재불량
DFT-001030,LINE-05,EQP014,PRD013,2023-10-10,기능불량,90,8,8.89,CRITICAL,재작업,1666486,
DFT-001031,LINE-06,EQP009,PRD017,2023-12-30,기능불량,301,2,0.66,MINOR,재작업,1540403,공정파라미터
DFT-001032,LINE-04,EQP006,PRD012,2023-11-27,외관불량,343,3,0.87,MINOR,특채,,환경요인
DFT-001033,LINE-02,EQP013,PRD006,2023-07-20,외관불량,299,5,1.67,MAJOR,특채,,
DFT-001034,LINE-04,EQP006,PRD011,2024-06-11,도장불량,453,8,1.77,MINOR,재작업,838264,작업자오류
DFT-001035,LINE-04,EQP006,PRD011,2024-08-03,도장불량,256,3,1.17,MAJOR,재작업,1823808,환경요인
DFT-001036,LINE-06,EQP015,PRD018,2023-06-11,외관불량,395,6,1.52,CRITICAL,폐기,,공정파라미터
DFT-001037,LINE-05,EQP014,PRD016,2023-10-31,기능불량,280,5,1.79,MINOR,특채,,공정파라미터
DFT-001038,LINE-02,EQP003,PRD004,2024-05-08,외관불량,67,1,1.49,MAJOR,재작업,,원자재불량
DFT-001039,LINE-02,EQP003,PRD006,2023-08-29,외관불량,194,3,1.55,MINOR,특채,,원자재불량
DFT-001040,LINE-05,EQP008,PRD015,2024-07-29,기능불량,278,4,1.44,CRITICAL,폐기,,작업자오류
DFT-001041,LINE-06,EQP015,PRD017,2023-01-04,치수불량,499,3,0.6,MINOR,재작업,,작업자오류
DFT-001042,LINE-06,EQP009,PRD017,2024-03-25,치수불량,447,3,0.67,MINOR,특채,,작업자오류
DFT-001043,LINE-04,EQP006,PRD011,2024-05-26,도장불량,466,5,1.07,MINOR,특채,,환경요인
DFT-001044,LINE-06,EQP009,PRD018,2024-12-12,치수불량,400,2,0.5,MAJOR,특채,,작업자오류
DFT-001045,LINE-03,EQP012,PRD007,2023-11-10,기능불량,208,2,0.96,MINOR,특채,,환경요인
DFT-001046,LINE-05,EQP014,PRD016,2023-10-20,기능불량,107,1,0.93,MAJOR,재작업,,환경요인
DFT-001047,LINE-04,EQP006,PRD012,2024-08-22,도장불량,241,4,1.66,MINOR,재작업,575570,설비마모
DFT-001048,LINE-06,EQP015,PRD018,2023-05-25,치수불량,55,1,1.82,MAJOR,특채,,
DFT-001049,LINE-02,EQP003,PRD004,2024-12-31,외관불량,267,1,0.37,MINOR,특채,,설비마모
DFT-001050,LINE-04,EQP006,PRD011,2023-05-02,외관불량,416,7,1.68,MAJOR,재작업,144522,공정파라미터
DFT-001051,LINE-05,EQP014,PRD013,2024-06-12,조립불량,90,1,1.11,MAJOR,특채,,
DFT-001052,LINE-02,EQP013,PRD020,2023-02-05,치수불량,96,1,1.04,MINOR,폐기,,작업자오류
DFT-001053,LINE-04,EQP006,PRD012,2023-10-13,외관불량,93,1,1.08,MAJOR,재작업,763587,작업자오류
DFT-001054,LINE-03,EQP012,PRD007,2024-02-29,치수불량,260,1,0.38,MINOR,재작업,537996,환경요인
DFT-001055,LINE-05,EQP008,PRD015,2023-11-12,조립불량,278,2,0.72,CRITICAL,폐기,,원자재불량
DFT-001056,LINE-06,EQP009,PRD017,2023-11-21,외관불량,261,2,0.77,MAJOR,폐기,,설비마모
DFT-001057,LINE-04,EQP006,PRD012,2024-10-28,외관불량,370,34,9.19,MINOR,폐기,,설비마모
DFT-001058,LINE-02,EQP013,PRD006,2023-12-17,외관불량,444,6,1.35,MAJOR,폐기,,원자재불량
DFT-001059,LINE-05,EQP007,PRD015,2023-01-26,조립불량,426,7,1.64,MAJOR,폐기,,설비마모
DFT-001060,LINE-02,EQP003,PRD006,2024-01-23,외관불량,100,1,1.0,MAJOR,폐기,,
DFT-001061,LINE-05,EQP014,PRD013,2023-11-03,조립불량,442,8,1.81,MINOR,폐기,,원자재불량
DFT-001062,LINE-04,EQP006,PRD011,2023-09-29,도장불량,58,1,1.72,MINOR,재작업,1851084,원자재불량
DFT-001063,LINE-06,EQP009,PRD017,2024-11-23,기능불량,212,1,0.47,MAJOR,특채,,공정파라미터
DFT-001064,LINE-01,EQP002,PRD003,2023-05-03,기능불량,105,1,0.95,MINOR,재작업,,설비마모
DFT-001065,LINE-05,EQP007,PRD014,2023-09-02,외관불량,137,1,0.73,MINOR,폐기,,
DFT-001066,LINE-04,EQP006,PRD012,2024-04-05,도장불량,367,2,0.54,MINOR,재작업,1970229,원자재불량
DFT-001067,LINE-03,EQP012,PRD007,2024-12-21,용접불량,157,1,0.64,MINOR,폐기,,원자재불량
DFT-001068,LINE-06,EQP015,PRD017,2023-06-21,외관불량,231,3,1.3,MAJOR,폐기,,설비마모
DFT-001069,LINE-03,EQP005,PRD010,2023-04-17,용접불량,476,3,0.63,MINOR,특채,,환경요인
DFT-001070,LINE-05,EQP014,PRD014,2023-03-21,기능불량,247,4,1.62,MAJOR,재작업,837259,원자재불량
DFT-001071,LINE-02,EQP013,PRD006,2023-01-05,외관불량,122,1,0.82,MAJOR,재작업,578903,원자재불량
DFT-001072,LINE-04,EQP006,PRD012,2023-07-24,도장불량,224,2,0.89,MAJOR,재작업,1681280,공정파라미터
DFT-001073,LINE-03,EQP005,PRD009,2024-07-08,기능불량,192,1,0.52,CRITICAL,재작업,704701,원자재불량
DFT-001074,LINE-01,EQP010,PRD019,2023-03-21,기능불량,391,4,1.02,MAJOR,폐기,,원자재불량
DFT-001075,LINE-02,EQP003,PRD005,2023-08-11,외관불량,477,6,1.26,MAJOR,재작업,,
DFT-001076,LINE-03,EQP005,PRD007,2024-08-24,기능불량,407,4,0.98,MINOR,폐기,,
DFT-001077,LINE-01,EQP010,PRD019,2024-07-10,치수불량,266,4,1.5,MINOR,재작업,,공정파라미터
DFT-001078,LINE-01,EQP010,PRD002,2023-07-11,기능불량,277,2,0.72,MINOR,폐기,,환경요인
DFT-001079,LINE-03,EQP012,PRD009,2023-06-18,기능불량,269,2,0.74,MAJOR,특채,,
DFT-001080,LINE-05,EQP007,PRD013,2024-03-11,외관불량,310,4,1.29,CRITICAL,특채,,환경요인
DFT-001081,LINE-05,EQP014,PRD014,2024-08-31,조립불량,347,3,0.86,CRITICAL,특채,,
DFT-001082,LINE-05,EQP008,PRD014,2024-12-21,조립불량,226,2,0.88,MINOR,재작업,,원자재불량
DFT-001083,LINE-02,EQP003,PRD005,2024-08-17,외관불량,61,5,8.2,MAJOR,재작업,,환경요인
DFT-001084,LINE-03,EQP005,PRD008,2023-05-20,치수불량,403,6,1.49,MINOR,재작업,,설비마모
DFT-001085,LINE-03,EQP004,PRD007,2023-06-24,기능불량,292,1,0.34,MINOR,폐기,,
DFT-001086,LINE-03,EQP004,PRD010,2023-04-19,기능불량,125,1,0.8,MAJOR,특채,,환경요인
DFT-001087,LINE-05,EQP007,PRD013,2024-01-14,외관불량,109,1,0.92,MAJOR,재작업,,환경요인
DFT-001088,LINE-01,EQP001,PRD019,2024-01-28,기능불량,345,2,0.58,MAJOR,폐기,,설비마모
DFT-001089,LINE-01,EQP002,PRD019,2024-08-19,외관불량,418,5,1.2,MINOR,특채,,작업자오류
DFT-001090,LINE-01,EQP001,PRD002,2024-11-09,외관불량,344,3,0.87,MINOR,특채,,원자재불량
DFT-001091,LINE-06,EQP009,PRD018,2023-08-23,외관불량,268,1,0.37,MINOR,폐기,,원자재불량
DFT-001092,LINE-06,EQP015,PRD018,2024-08-03,기능불량,453,5,1.1,MAJOR,특채,,
DFT-001093,LINE-01,EQP001,PRD001,2024-04-23,치수불량,146,2,1.37,MAJOR,폐기,,
DFT-001094,LINE-04,EQP006,PRD011,2024-10-02,외관불량,223,1,0.45,CRITICAL,폐기,,환경요인
DFT-001095,LINE-06,EQP015,PRD018,2024-07-10,치수불량,387,5,1.29,MAJOR,특채,,
DFT-001096,LINE-01,EQP010,PRD003,2023-04-23,치수불량,107,1,0.93,MAJOR,특채,,환경요인
DFT-001097,LINE-03,EQP012,PRD007,2024-09-18,기능불량,421,4,0.95,MAJOR,특채,,
DFT-001098,LINE-02,EQP013,PRD020,2023-07-30,외관불량,330,2,0.61,MAJOR,재작업,1940105,
DFT-001099,LINE-06,EQP009,PRD017,2023-01-01,치수불량,52,1,1.92,MAJOR,재작업,,작업자오류
DFT-001100,LINE-03,EQP005,PRD009,2024-01-29,용접불량,313,4,1.28,MINOR,재작업,1071561,환경요인
DFT-001101,LINE-03,EQP004,PRD010,2023-12-05,기능불량,227,1,0.44,MAJOR,특채,,환경요인
DFT-001102,LINE-06,EQP009,PRD018,2023-02-11,기능불량,415,8,1.93,MINOR,재작업,,작업자오류
DFT-001103,LINE-05,EQP007,PRD013,2023-02-20,조립불량,263,2,0.76,CRITICAL,특채,,설비마모
DFT-001104,LINE-02,EQP003,PRD005,2024-12-19,치수불량,290,4,1.38,MINOR,폐기,,공정파라미터
DFT-001105,LINE-02,EQP003,PRD020,2024-12-17,외관불량,222,3,1.35,CRITICAL,재작업,953107,
DFT-001106,LINE-01,EQP011,PRD019,2023-04-29,치수불량,344,4,1.16,CRITICAL,폐기,,
DFT-001107,LINE-05,EQP007,PRD013,2023-11-30,외관불량,218,2,0.92,MAJOR,특채,,작업자오류
DFT-001108,LINE-06,EQP009,PRD017,2024-01-01,치수불량,236,3,1.27,MINOR,폐기,,작업자오류
DFT-001109,LINE-02,EQP013,PRD020,2024-08-01,치수불량,443,5,1.13,MAJOR,특채,,
DFT-001110,LINE-06,EQP015,PRD017,2024-10-04,치수불량,91,1,1.1,CRITICAL,재작업,,
DFT-001111,LINE-02,EQP003,PRD005,2024-03-09,외관불량,321,2,0.62,MAJOR,특채,,환경요인
DFT-001112,LINE-06,EQP015,PRD018,2023-06-19,기능불량,235,3,1.28,MAJOR,폐기,,환경요인
DFT-001113,LINE-02,EQP013,PRD020,2023-11-15,외관불량,450,8,1.78,MINOR,재작업,,원자재불량
DFT-001114,LINE-05,EQP008,PRD016,2023-12-20,기능불량,97,1,1.03,MINOR,폐기,,환경요인
DFT-001115,LINE-05,EQP014,PRD015,2024-03-27,조립불량,250,19,7.6,MINOR,특채,,설비마모
DFT-001116,LINE-06,EQP015,PRD017,2023-03-10,외관불량,60,1,1.67,MINOR,폐기,,작업자오류
DFT-001117,LINE-02,EQP013,PRD005,2024-03-08,치수불량,228,4,1.75,MINOR,특채,,공정파라미터
DFT-001118,LINE-05,EQP014,PRD013,2023-08-11,기능불량,249,3,1.2,MINOR,특채,,원자재불량
DFT-001119,LINE-03,EQP004,PRD007,2024-10-21,용접불량,478,4,0.84,MAJOR,특채,,환경요인
DFT-001120,LINE-03,EQP012,PRD007,2024-02-19,용접불량,192,1,0.52,MAJOR,폐기,,공정파라미터
DFT-001121,LINE-02,EQP013,PRD004,2024-03-22,외관불량,311,17,5.47,MINOR,재작업,1013684,설비마모
DFT-001122,LINE-04,EQP006,PRD011,2024-03-04,도장불량,142,1,0.7,MAJOR,폐기,,
DFT-001123,LINE-03,EQP005,PRD007,2024-03-02,용접불량,455,2,0.44,MAJOR,폐기,,작업자오류
DFT-001124,LINE-01,EQP001,PRD002,2024-04-08,치수불량,380,2,0.53,MAJOR,특채,,
DFT-001125,LINE-06,EQP009,PRD017,2023-11-29,기능불량,254,2,0.79,MINOR,폐기,,설비마모
DFT-001126,LINE-02,EQP003,PRD004,2024-01-17,치수불량,256,3,1.17,MAJOR,폐기,,
DFT-001127,LINE-04,EQP006,PRD011,2024-07-22,도장불량,310,5,1.61,MINOR,재작업,,작업자오류
DFT-001128,LINE-03,EQP004,PRD010,2023-04-24,치수불량,316,1,0.32,MAJOR,폐기,,원자재불량
DFT-001129,LINE-06,EQP009,PRD017,2023-08-03,치수불량,99,1,1.01,MAJOR,특채,,
DFT-001130,LINE-01,EQP002,PRD001,2023-01-04,기능불량,222,4,1.8,MAJOR,특채,,설비마모
DFT-001131,LINE-01,EQP002,PRD001,2024-01-12,기능불량,147,2,1.36,MINOR,폐기,,설비마모
DFT-001132,LINE-04,EQP006,PRD012,2023-03-21,외관불량,413,4,0.97,MINOR,폐기,,공정파라미터
DFT-001133,LINE-06,EQP015,PRD017,2024-08-18,기능불량,260,1,0.38,MAJOR,폐기,,설비마모
DFT-001134,LINE-02,EQP013,PRD006,2023-02-14,외관불량,187,3,1.6,MINOR,폐기,,작업자오류
DFT-001135,LINE-06,EQP009,PRD017,2024-09-25,치수불량,116,2,1.72,CRITICAL,재작업,,
DFT-001136,LINE-03,EQP004,PRD008,2024-01-30,기능불량,148,2,1.35,MINOR,특채,,작업자오류
DFT-001137,LINE-05,EQP014,PRD016,2024-09-05,외관불량,131,1,0.76,MINOR,폐기,,원자재불량
DFT-001138,LINE-02,EQP013,PRD004,2024-09-20,치수불량,78,1,1.28,MINOR,특채,,
DFT-001139,LINE-06,EQP009,PRD017,2024-10-11,기능불량,477,9,1.89,MINOR,재작업,,설비마모
DFT-001140,LINE-01,EQP010,PRD019,2023-04-28,치수불량,470,6,1.28,CRITICAL,재작업,763890,공정파라미터
DFT-001141,LINE-04,EQP006,PRD011,2024-07-01,도장불량,330,3,0.91,MAJOR,폐기,,
DFT-001142,LINE-05,EQP007,PRD014,2024-12-23,외관불량,54,1,1.85,MINOR,재작업,1158983,환경요인
DFT-001143,LINE-04,EQP006,PRD012,2023-01-23,외관불량,292,2,0.68,MINOR,재작업,1300159,원자재불량
DFT-001144,LINE-03,EQP005,PRD008,2023-04-13,용접불량,497,4,0.8,MAJOR,특채,,원자재불량
DFT-001145,LINE-05,EQP014,PRD013,2023-09-25,조립불량,67,1,1.49,MINOR,폐기,,환경요인
DFT-001146,LINE-05,EQP007,PRD014,2023-05-04,조립불량,379,5,1.32,MAJOR,특채,,환경요인
DFT-001147,LINE-04,EQP006,PRD012,2023-10-13,외관불량,252,4,1.59,MINOR,특채,,작업자오류
DFT-001148,LINE-01,EQP010,PRD002,2023-12-03,치수불량,238,3,1.26,MINOR,특채,,설비마모
DFT-001149,LINE-06,EQP009,PRD018,2024-01-24,치수불량,153,1,0.65,MAJOR,재작업,321891,공정파라미터
DFT-001150,LINE-06,EQP015,PRD017,2023-10-16,치수불량,425,4,0.94,MAJOR,폐기,,원자재불량
DFT-001151,LINE-01,EQP002,PRD019,2024-08-07,치수불량,471,5,1.06,CRITICAL,특채,,
DFT-001152,LINE-06,EQP015,PRD017,2024-09-27,치수불량,363,3,0.83,MINOR,특채,,
DFT-001153,LINE-03,EQP004,PRD007,2024-05-05,기능불량,439,6,1.37,MAJOR,재작업,381772,환경요인
DFT-001154,LINE-01,EQP002,PRD003,2024-07-31,치수불량,170,1,0.59,MINOR,특채,,작업자오류
DFT-001155,LINE-01,EQP011,PRD001,2024-01-07,외관불량,400,28,7.0,MAJOR,폐기,,환경요인
DFT-001156,LINE-04,EQP006,PRD011,2024-10-11,외관불량,435,3,0.69,MINOR,폐기,,원자재불량
DFT-001157,LINE-01,EQP010,PRD003,2024-06-01,외관불량,494,5,1.01,MINOR,특채,,작업자오류
DFT-001158,LINE-03,EQP004,PRD007,2024-04-08,용접불량,182,1,0.55,MAJOR,특채,,작업자오류
DFT-001159,LINE-03,EQP004,PRD007,2023-10-18,용접불량,122,2,1.64,MINOR,특채,,환경요인
DFT-001160,LINE-03,EQP012,PRD007,2024-05-29,용접불량,115,2,1.74,MAJOR,특채,,
DFT-001161,LINE-05,EQP014,PRD014,2024-08-10,조립불량,409,7,1.71,MINOR,재작업,395864,작업자오류
DFT-001162,LINE-04,EQP006,PRD012,2024-05-26,도장불량,256,2,0.78,MINOR,특채,,원자재불량
DFT-001163,LINE-06,EQP015,PRD018,2024-01-23,기능불량,400,6,1.5,CRITICAL,특채,,공정파라미터
DFT-001164,LINE-06,EQP015,PRD018,2023-12-02,치수불량,390,4,1.03,MAJOR,재작업,345950,설비마모
DFT-001165,LINE-02,EQP003,PRD004,2023-12-07,치수불량,163,3,1.84,MAJOR,폐기,,작업자오류
DFT-001166,LINE-02,EQP013,PRD004,2024-08-18,외관불량,374,4,1.07,MINOR,폐기,,설비마모
DFT-001167,LINE-03,EQP012,PRD008,2023-03-30,용접불량,87,1,1.15,MAJOR,폐기,,
DFT-001168,LINE-03,EQP005,PRD008,2023-12-22,용접불량,253,4,1.58,MAJOR,특채,,환경요인
DFT-001169,LINE-03,EQP004,PRD008,2023-12-27,치수불량,195,1,0.51,MINOR,특채,,원자재불량
DFT-001170,LINE-04,EQP006,PRD011,2023-02-25,외관불량,345,6,1.74,MINOR,재작업,1782990,환경요인
DFT-001171,LINE-06,EQP015,PRD018,2024-07-26,외관불량,320,16,5.0,MINOR,특채,,작업자오류
DFT-001172,LINE-05,EQP008,PRD015,2023-07-04,기능불량,150,8,5.33,MINOR,재작업,941808,설비마모
DFT-001173,LINE-04,EQP006,PRD012,2023-04-08,도장불량,376,7,1.86,MINOR,특채,,원자재불량
DFT-001174,LINE-06,EQP015,PRD017,2023-02-16,치수불량,367,6,1.63,MINOR,폐기,,환경요인
DFT-001175,LINE-05,EQP008,PRD016,2023-08-21,외관불량,312,1,0.32,MINOR,폐기,,환경요인
DFT-001176,LINE-03,EQP012,PRD007,2023-04-13,기능불량,492,8,1.63,MAJOR,폐기,,환경요인
DFT-001177,LINE-03,EQP012,PRD007,2024-06-19,치수불량,443,8,1.81,MAJOR,폐기,,설비마모
DFT-001178,LINE-04,EQP006,PRD012,2024-06-14,도장불량,407,5,1.23,MAJOR,재작업,,설비마모
DFT-001179,LINE-04,EQP006,PRD011,2023-07-24,외관불량,318,1,0.31,MINOR,특채,,공정파라미터
DFT-001180,LINE-02,EQP003,PRD004,2024-12-07,외관불량,446,2,0.45,MINOR,재작업,1422525,
DFT-001181,LINE-03,EQP004,PRD010,2024-05-28,치수불량,470,4,0.85,MINOR,폐기,,작업자오류
DFT-001182,LINE-03,EQP005,PRD010,2024-03-31,치수불량,225,1,0.44,MINOR,폐기,,설비마모
DFT-001183,LINE-04,EQP006,PRD011,2023-08-31,도장불량,462,6,1.3,MINOR,폐기,,원자재불량
DFT-001184,LINE-01,EQP011,PRD019,2024-05-21,외관불량,330,3,0.91,MINOR,재작업,,
DFT-001185,LINE-01,EQP001,PRD001,2023-03-31,치수불량,386,7,1.81,MAJOR,특채,,원자재불량
DFT-001186,LINE-05,EQP014,PRD013,2023-10-02,기능불량,77,6,7.79,CRITICAL,재작업,1406748,공정파라미터
DFT-001187,LINE-03,EQP012,PRD007,2024-04-23,치수불량,293,1,0.34,MINOR,특채,,작업자오류
DFT-001188,LINE-05,EQP007,PRD014,2023-07-13,외관불량,138,2,1.45,CRITICAL,특채,,원자재불량
DFT-001189,LINE-06,EQP009,PRD017,2024-05-04,외관불량,72,1,1.39,MINOR,특채,,작업자오류
DFT-001190,LINE-04,EQP006,PRD011,2023-07-17,외관불량,141,2,1.42,MAJOR,재작업,859859,환경요인
DFT-001191,LINE-03,EQP012,PRD009,2024-10-06,치수불량,273,1,0.37,MINOR,재작업,1515924,원자재불량
DFT-001192,LINE-02,EQP003,PRD004,2023-06-02,외관불량,310,5,1.61,CRITICAL,재작업,,작업자오류
DFT-001193,LINE-03,EQP004,PRD010,2023-10-11,치수불량,331,6,1.81,CRITICAL,재작업,1127091,작업자오류
DFT-001194,LINE-05,EQP007,PRD014,2024-09-01,외관불량,192,18,9.38,MAJOR,폐기,,환경요인
DFT-001195,LINE-02,EQP013,PRD006,2024-12-09,외관불량,400,7,1.75,MAJOR,폐기,,
DFT-001196,LINE-04,EQP006,PRD011,2023-10-21,외관불량,301,2,0.66,MAJOR,특채,,설비마모
DFT-001197,LINE-01,EQP002,PRD002,2024-03-17,기능불량,125,10,8.0,MINOR,재작업,411317,환경요인
DFT-001198,LINE-04,EQP006,PRD011,2023-01-09,외관불량,210,1,0.48,MINOR,특채,,
DFT-001199,LINE-01,EQP002,PRD001,2023-06-24,외관불량,60,1,1.67,MINOR,특채,,원자재불량
DFT-001200,LINE-06,EQP009,PRD017,2023-06-28,치수불량,123,1,0.81,MINOR,폐기,,설비마모
DFT-001201,LINE-01,EQP002,PRD001,2024-02-06,외관불량,328,4,1.22,MINOR,특채,,원자재불량
DFT-001202,LINE-02,EQP003,PRD005,2023-06-18,치수불량,422,6,1.42,MINOR,폐기,,설비마모
DFT-001203,LINE-04,EQP006,PRD011,2024-08-03,도장불량,310,2,0.65,MINOR,재작업,,원자재불량
DFT-001204,LINE-03,EQP012,PRD008,2024-12-10,용접불량,183,1,0.55,MINOR,폐기,,작업자오류
DFT-001205,LINE-04,EQP006,PRD011,2023-06-08,외관불량,362,5,1.38,MINOR,폐기,,작업자오류
DFT-001206,LINE-02,EQP013,PRD020,2023-06-19,치수불량,161,2,1.24,CRITICAL,폐기,,설비마모
DFT-001207,LINE-03,EQP004,PRD008,2024-03-24,기능불량,434,8,1.84,CRITICAL,재작업,59293,환경요인
DFT-001208,LINE-04,EQP006,PRD011,2024-10-16,외관불량,390,6,1.54,MINOR,특채,,작업자오류
DFT-001209,LINE-04,EQP006,PRD012,2024-03-28,외관불량,165,3,1.82,MAJOR,특채,,원자재불량
DFT-001210,LINE-01,EQP002,PRD002,2024-08-26,기능불량,433,8,1.85,MINOR,특채,,설비마모
