DELAY_ID,DELIVERY_ID,VEHICLE_ID,ROUTE_ID,DELAY_DATE,SCHEDULED_ARRIVAL,ACTUAL_ARRIVAL,DELAY_MINUTES,DELAY_CAUSE,SEVERITY,CUSTOMER_COMPLAINT,COMPENSATION_KRW,RESOLUTION_STATUS
DLY001549,DLV0002699,VHC014,RTE001,2023-04-26,05:11,05:56,45,설비고장,MODERATE,N,,ESCALATED
DLY001550,DLV0002906,VHC024,RTE016,2023-05-05,02:10,02:23,13,설비고장,MINOR,N,,RESOLVED
DLY001551,DLV0005080,VHC023,RTE012,2023-08-07,13:05,13:15,10,설비고장,MINOR,N,,RESOLVED
DLY001552,DLV0006146,VHC024,RTE016,2023-09-25,01:40,02:02,22,교통체증,MINOR,N,,RESOLVED
DLY001553,DLV0004205,VHC017,RTE008,2023-07-01,10:53,,5,수취인부재,MINOR,N,,PENDING
DLY001554,DLV0002151,VHC017,RTE010,2023-04-03,10:07,10:58,51,날씨,MODERATE,N,,RESOLVED
DLY001555,DLV0010043,VHC021,RTE008,2024-03-18,08:46,10:08,82,날씨,MODERATE,N,,PENDING
DLY001556,DLV0009154,VHC007,RTE011,2024-02-08,10:51,11:13,22,날씨,MINOR,N,,RESOLVED
DLY001557,DLV0001404,VHC005,RTE008,2023-02-28,10:03,10:45,42,날씨,MODERATE,Y,,RESOLVED
DLY001558,DLV0008333,VHC019,RTE010,2024-01-02,08:05,09:22,77,날씨,MODERATE,N,,RESOLVED
DLY001559,DLV0002744,VHC021,RTE010,2023-04-28,07:55,08:23,28,사고,MINOR,N,,RESOLVED
DLY001560,DLV0009316,VHC007,RTE014,2024-02-14,12:59,13:24,25,인력부족,MINOR,N,,PENDING
DLY001561,DLV0003319,VHC011,RTE012,2023-05-23,14:59,16:19,80,교통체증,MODERATE,N,,RESOLVED
DLY001562,DLV0007905,VHC005,RTE012,2023-12-15,11:42,12:00,18,수취인부재,MINOR,N,,ESCALATED
DLY001563,DLV0006508,VHC019,RTE009,2023-10-12,10:49,11:13,24,교통체증,MINOR,N,,RESOLVED
DLY001564,DLV0001400,VHC005,RTE014,2023-02-28,13:58,14:25,27,수취인부재,MINOR,N,,PENDING
DLY001565,DLV0006950,VHC015,RTE002,2023-10-31,02:03,02:09,6,수취인부재,MINOR,N,,RESOLVED
DLY001566,DLV0011971,VHC022,RTE004,2024-06-11,00:02,00:09,7,사고,MINOR,N,,PENDING
DLY001567,DLV0000952,VHC018,RTE012,2023-02-10,13:35,13:42,7,수취인부재,MINOR,N,,RESOLVED
DLY001568,DLV0012949,VHC007,RTE014,2024-07-22,11:33,11:54,21,교통체증,MINOR,N,,RESOLVED
DLY001569,DLV0005859,VHC006,RTE019,2023-09-12,12:36,12:51,15,집하지연,MINOR,N,,PENDING
DLY001570,DLV0013747,VHC001,RTE014,2024-08-26,14:00,15:41,101,날씨,MODERATE,N,,RESOLVED
DLY001571,DLV0011804,VHC011,RTE016,2024-06-04,01:10,01:25,15,교통체증,MINOR,Y,,RESOLVED
DLY001572,DLV0003170,VHC001,RTE013,2023-05-17,13:03,18:57,354,사고,SEVERE,N,,PENDING
DLY001573,DLV0000732,VHC023,RTE005,2023-01-31,09:12,10:43,91,인력부족,MODERATE,N,,PENDING
DLY001574,DLV0009173,VHC024,RTE017,2024-02-09,19:13,,9,사고,MINOR,Y,,RESOLVED
DLY001575,DLV0016464,VHC001,RTE011,2024-12-24,11:19,11:33,14,인력부족,MINOR,N,,RESOLVED
DLY001576,DLV0008596,VHC004,RTE002,2024-01-13,02:06,06:26,260,집하지연,SEVERE,Y,15000,RESOLVED
DLY001577,DLV0003858,VHC003,RTE003,2023-06-16,04:13,04:35,22,수취인부재,MINOR,N,,RESOLVED
DLY001578,DLV0002245,VHC025,RTE011,2023-04-07,09:49,11:37,108,사고,MODERATE,Y,5000,PENDING
DLY001579,DLV0003302,VHC002,RTE009,2023-05-22,09:00,09:17,17,날씨,MINOR,N,,PENDING
DLY001580,DLV0011461,VHC022,RTE012,2024-05-19,14:40,14:54,14,교통체증,MINOR,N,,RESOLVED
DLY001581,DLV0009182,VHC005,RTE019,2024-02-09,10:36,10:48,12,날씨,MINOR,N,,RESOLVED
DLY001582,DLV0012527,VHC025,RTE016,2024-07-04,01:22,05:33,251,사고,SEVERE,N,,PENDING
DLY001583,DLV0015842,VHC012,RTE007,2024-11-28,09:42,10:25,43,사고,MODERATE,Y,1000,RESOLVED
DLY001584,DLV0015654,VHC013,RTE002,2024-11-21,00:47,02:23,96,집하지연,MODERATE,N,,RESOLVED
DLY001585,DLV0008066,VHC021,RTE010,2023-12-21,11:05,12:23,78,수취인부재,MODERATE,N,,RESOLVED
DLY001586,DLV0009386,VHC020,RTE013,2024-02-17,11:55,13:39,104,설비고장,MODERATE,N,,RESOLVED
DLY001587,DLV0014295,VHC001,RTE003,2024-09-20,03:18,03:35,17,사고,MINOR,N,,RESOLVED
DLY001588,DLV0012976,VHC023,RTE002,2024-07-24,02:50,03:49,59,수취인부재,MODERATE,N,,RESOLVED
DLY001589,DLV0009012,VHC020,RTE003,2024-02-02,04:20,08:27,247,인력부족,SEVERE,Y,3000,RESOLVED
DLY001590,DLV0004739,VHC021,RTE010,2023-07-23,08:35,09:55,80,설비고장,MODERATE,Y,1000,ESCALATED
DLY001591,DLV0004126,VHC010,RTE008,2023-06-27,12:12,12:40,28,날씨,MINOR,N,,RESOLVED
DLY001592,DLV0000726,VHC003,RTE005,2023-01-31,07:06,08:48,102,교통체증,MODERATE,N,,RESOLVED
DLY001593,DLV0014268,VHC022,RTE007,2024-09-18,08:55,09:07,12,사고,MINOR,N,,ESCALATED
DLY001594,DLV0000464,VHC021,RTE008,2023-01-20,11:51,,72,집하지연,MODERATE,N,,RESOLVED
DLY001595,DLV0013901,VHC013,RTE008,2024-09-02,11:58,13:15,77,교통체증,MODERATE,N,,RESOLVED
DLY001596,DLV0011535,VHC022,RTE013,2024-05-22,13:52,13:57,5,날씨,MINOR,N,,RESOLVED
DLY001597,DLV0014127,VHC018,RTE005,2024-09-11,10:41,13:12,151,설비고장,SEVERE,Y,10000,ESCALATED
DLY001598,DLV0001935,VHC024,RTE017,2023-03-24,23:56,00:11,15,수취인부재,MINOR,N,,RESOLVED
DLY001599,DLV0001269,VHC016,RTE019,2023-02-23,10:13,10:29,16,날씨,MINOR,Y,,PENDING
DLY001600,DLV0011088,VHC016,RTE004,2024-05-02,01:17,02:14,57,집하지연,MODERATE,N,,RESOLVED
DLY001601,DLV0006599,VHC012,RTE006,2023-10-15,10:39,,12,인력부족,MINOR,N,,ESCALATED
DLY001602,DLV0005179,VHC006,RTE006,2023-08-11,09:00,09:06,6,사고,MINOR,N,,RESOLVED
DLY001603,DLV0006793,VHC011,RTE017,2023-10-24,23:25,00:35,70,교통체증,MODERATE,Y,3000,RESOLVED
DLY001604,DLV0016521,VHC003,RTE007,2024-12-26,10:07,11:38,91,날씨,MODERATE,N,,PENDING
DLY001605,DLV0005885,VHC011,RTE009,2023-09-13,09:02,09:27,25,인력부족,MINOR,Y,,ESCALATED
DLY001606,DLV0006981,VHC004,RTE008,2023-11-02,08:30,09:22,52,집하지연,MODERATE,Y,,RESOLVED
DLY001607,DLV0007846,VHC002,RTE006,2023-12-12,07:35,07:51,16,날씨,MINOR,N,,ESCALATED
DLY001608,DLV0000700,VHC002,RTE015,2023-01-30,15:41,,291,날씨,SEVERE,Y,20000,RESOLVED
DLY001609,DLV0009198,VHC007,RTE009,2024-02-09,09:06,14:18,312,집하지연,SEVERE,N,,RESOLVED
DLY001610,DLV0001412,VHC008,RTE014,2023-03-01,13:07,14:57,110,집하지연,MODERATE,N,,PENDING
DLY001611,DLV0005434,VHC010,RTE015,2023-08-24,11:34,12:11,37,수취인부재,MODERATE,N,,RESOLVED
DLY001612,DLV0000586,VHC011,RTE010,2023-01-26,09:01,10:24,83,인력부족,MODERATE,Y,,RESOLVED
DLY001613,DLV0008362,VHC018,RTE003,2024-01-03,02:59,,209,인력부족,SEVERE,Y,3000,RESOLVED
DLY001614,DLV0002244,VHC014,RTE010,2023-04-07,08:48,10:26,98,인력부족,MODERATE,N,,RESOLVED
DLY001615,DLV0015702,VHC023,RTE015,2024-11-22,13:05,13:26,21,수취인부재,MINOR,N,,RESOLVED
DLY001616,DLV0000236,VHC008,RTE017,2023-01-11,20:30,21:25,55,설비고장,MODERATE,N,,PENDING
DLY001617,DLV0009559,VHC015,RTE008,2024-02-25,11:19,11:28,9,집하지연,MINOR,N,,PENDING
DLY001618,DLV0000217,VHC006,RTE012,2023-01-10,14:54,20:19,325,설비고장,SEVERE,Y,10000,PENDING
DLY001619,DLV0010640,VHC010,RTE017,2024-04-14,19:24,19:53,29,날씨,MINOR,N,,PENDING
DLY001620,DLV0014400,VHC004,RTE014,2024-09-25,14:53,16:42,109,교통체증,MODERATE,N,,PENDING
DLY001621,DLV0001550,VHC008,RTE019,2023-03-06,13:48,14:22,34,날씨,MODERATE,N,,PENDING
DLY001622,DLV0005868,VHC016,RTE008,2023-09-13,11:17,16:29,312,날씨,SEVERE,Y,20000,RESOLVED
DLY001623,DLV0008472,VHC013,RTE001,2024-01-08,05:15,05:29,14,집하지연,MINOR,Y,,RESOLVED
DLY001624,DLV0001568,VHC021,RTE014,2023-03-08,10:57,12:46,109,날씨,MODERATE,N,,PENDING
DLY001625,DLV0000413,VHC012,RTE010,2023-01-18,11:15,11:39,24,교통체증,MINOR,N,,RESOLVED
DLY001626,DLV0007496,VHC021,RTE004,2023-11-26,23:42,01:42,120,날씨,MODERATE,N,,RESOLVED
DLY001627,DLV0000255,VHC024,RTE001,2023-01-11,02:43,04:29,106,교통체증,MODERATE,N,,RESOLVED
DLY001628,DLV0006119,VHC002,RTE007,2023-09-24,09:39,11:49,130,집하지연,SEVERE,Y,5000,RESOLVED
DLY001629,DLV0006799,VHC004,RTE003,2023-10-24,04:16,04:34,18,집하지연,MINOR,N,,RESOLVED
DLY001630,DLV0004080,VHC002,RTE003,2023-06-25,04:14,05:22,68,집하지연,MODERATE,Y,,RESOLVED
DLY001631,DLV0007456,VHC024,RTE004,2023-11-25,01:21,,100,인력부족,MODERATE,N,,RESOLVED
DLY001632,DLV0000371,VHC025,RTE010,2023-01-16,08:36,08:59,23,교통체증,MINOR,N,,RESOLVED
DLY001633,DLV0010857,VHC024,RTE007,2024-04-23,11:08,11:56,48,인력부족,MODERATE,Y,,RESOLVED
DLY001634,DLV0012760,VHC014,RTE005,2024-07-14,07:42,07:54,12,사고,MINOR,N,,RESOLVED
DLY001635,DLV0005916,VHC001,RTE010,2023-09-15,10:41,11:04,23,교통체증,MINOR,N,,RESOLVED
DLY001636,DLV0007159,VHC017,RTE012,2023-11-11,11:14,13:01,107,날씨,MODERATE,Y,3000,RESOLVED
DLY001637,DLV0015127,VHC001,RTE006,2024-10-27,11:59,17:36,337,설비고장,SEVERE,Y,15000,RESOLVED
DLY001638,DLV0011754,VHC006,RTE001,2024-06-02,02:47,03:09,22,날씨,MINOR,N,,RESOLVED
DLY001639,DLV0007105,VHC022,RTE010,2023-11-08,09:22,09:28,6,교통체증,MINOR,Y,,PENDING
DLY001640,DLV0013251,VHC008,RTE005,2024-08-04,08:25,11:54,209,교통체증,SEVERE,Y,10000,RESOLVED
DLY001641,DLV0008304,VHC013,RTE001,2023-12-31,03:11,03:17,6,교통체증,MINOR,N,,RESOLVED
DLY001642,DLV0002880,VHC013,RTE015,2023-05-04,14:01,14:27,26,교통체증,MINOR,N,,RESOLVED
DLY001643,DLV0007993,VHC017,RTE002,2023-12-18,02:54,04:17,83,교통체증,MODERATE,N,,PENDING
DLY001644,DLV0011415,VHC018,RTE012,2024-05-17,14:24,14:43,19,교통체증,MINOR,N,,PENDING
DLY001645,DLV0006824,VHC016,RTE010,2023-10-26,09:16,09:58,42,날씨,MODERATE,Y,,RESOLVED
DLY001646,DLV0002341,VHC002,RTE002,2023-04-11,02:30,,25,사고,MINOR,N,,RESOLVED
DLY001647,DLV0013587,VHC023,RTE014,2024-08-19,12:35,13:02,27,집하지연,MINOR,N,,PENDING
DLY001648,DLV0000129,VHC023,RTE012,2023-01-07,12:20,12:36,16,수취인부재,MINOR,N,,RESOLVED
DLY001649,DLV0003347,VHC007,RTE005,2023-05-24,09:18,09:40,22,인력부족,MINOR,N,,PENDING
DLY001650,DLV0011556,VHC018,RTE010,2024-05-23,06:59,07:14,15,교통체증,MINOR,N,,RESOLVED
DLY001651,DLV0002093,VHC005,RTE012,2023-03-31,13:06,17:56,290,집하지연,SEVERE,Y,5000,RESOLVED
DLY001652,DLV0003630,VHC014,RTE010,2023-06-05,11:38,12:32,54,날씨,MODERATE,Y,1000,ESCALATED
DLY001653,DLV0016405,VHC022,RTE014,2024-12-21,10:52,11:09,17,집하지연,MINOR,N,,ESCALATED
DLY001654,DLV0004489,VHC019,RTE003,2023-07-13,04:11,04:40,29,교통체증,MINOR,N,,RESOLVED
DLY001655,DLV0003565,VHC012,RTE001,2023-06-03,04:36,04:46,10,교통체증,MINOR,N,,RESOLVED
DLY001656,DLV0013305,VHC004,RTE010,2024-08-07,09:38,12:41,183,날씨,SEVERE,Y,3000,RESOLVED
DLY001657,DLV0009311,VHC006,RTE015,2024-02-14,14:17,15:42,85,날씨,MODERATE,N,,RESOLVED
DLY001658,DLV0006986,VHC023,RTE017,2023-11-02,23:50,00:05,15,설비고장,MINOR,N,,RESOLVED
DLY001659,DLV0011702,VHC003,RTE009,2024-05-31,10:07,11:59,112,설비고장,MODERATE,Y,,RESOLVED
DLY001660,DLV0004233,VHC002,RTE002,2023-07-02,03:14,,118,날씨,MODERATE,N,,RESOLVED
DLY001661,DLV0013141,VHC011,RTE014,2024-07-30,13:49,,72,집하지연,MODERATE,Y,3000,RESOLVED
DLY001662,DLV0014332,VHC012,RTE013,2024-09-21,10:45,10:50,5,교통체증,MINOR,N,,RESOLVED
DLY001663,DLV0013439,VHC001,RTE002,2024-08-12,02:57,04:57,120,교통체증,MODERATE,N,,PENDING
DLY001664,DLV0000336,VHC023,RTE008,2023-01-15,07:32,12:48,316,날씨,SEVERE,N,,RESOLVED
DLY001665,DLV0015497,VHC007,RTE006,2024-11-13,10:14,,89,교통체증,MODERATE,Y,,ESCALATED
DLY001666,DLV0013645,VHC018,RTE019,2024-08-22,13:03,14:57,114,인력부족,MODERATE,N,,RESOLVED
DLY001667,DLV0014681,VHC016,RTE010,2024-10-08,09:13,11:42,149,집하지연,SEVERE,Y,20000,RESOLVED
DLY001668,DLV0005177,VHC001,RTE006,2023-08-11,12:20,12:31,11,수취인부재,MINOR,N,,RESOLVED
DLY001669,DLV0008649,VHC014,RTE019,2024-01-15,14:01,19:06,305,집하지연,SEVERE,Y,15000,RESOLVED
DLY001670,DLV0001735,VHC015,RTE019,2023-03-15,13:07,19:01,354,사고,SEVERE,Y,10000,RESOLVED
DLY001671,DLV0000844,VHC004,RTE009,2023-02-05,06:48,07:04,16,날씨,MINOR,N,,RESOLVED
DLY001672,DLV0007599,VHC022,RTE009,2023-12-01,09:28,09:52,24,수취인부재,MINOR,N,,RESOLVED
DLY001673,DLV0011297,VHC019,RTE008,2024-05-12,11:44,14:50,186,사고,SEVERE,Y,20000,RESOLVED
DLY001674,DLV0009126,VHC011,RTE011,2024-02-07,07:25,,25,수취인부재,MINOR,N,,RESOLVED
DLY001675,DLV0003823,VHC010,RTE013,2023-06-15,10:22,,39,날씨,MODERATE,N,,PENDING
DLY001676,DLV0010871,VHC001,RTE009,2024-04-24,10:49,11:04,15,사고,MINOR,N,,ESCALATED
DLY001677,DLV0007609,VHC020,RTE017,2023-12-01,23:06,23:18,12,교통체증,MINOR,N,,ESCALATED
DLY001678,DLV0009564,VHC004,RTE009,2024-02-25,10:49,13:21,152,날씨,SEVERE,Y,3000,RESOLVED
DLY001679,DLV0014043,VHC018,RTE017,2024-09-07,23:01,00:47,106,날씨,MODERATE,Y,5000,RESOLVED
DLY001680,DLV0015228,VHC005,RTE015,2024-11-01,12:52,15:05,133,수취인부재,SEVERE,Y,10000,RESOLVED
DLY001681,DLV0004497,VHC003,RTE006,2023-07-13,12:22,13:58,96,교통체증,MODERATE,N,,RESOLVED
DLY001682,DLV0000127,VHC006,RTE016,2023-01-06,01:39,01:44,5,교통체증,MINOR,N,,RESOLVED
DLY001683,DLV0016603,VHC005,RTE002,2024-12-30,01:17,02:50,93,날씨,MODERATE,N,,RESOLVED
DLY001684,DLV0009735,VHC013,RTE003,2024-03-04,02:24,02:33,9,수취인부재,MINOR,N,,RESOLVED
DLY001685,DLV0015025,VHC022,RTE003,2024-10-23,02:03,02:52,49,날씨,MODERATE,N,,RESOLVED
DLY001686,DLV0005950,VHC023,RTE016,2023-09-17,02:09,02:33,24,설비고장,MINOR,N,,ESCALATED
DLY001687,DLV0003841,VHC005,RTE001,2023-06-16,05:10,10:56,346,설비고장,SEVERE,N,,RESOLVED
DLY001688,DLV0007053,VHC015,RTE009,2023-11-05,11:08,12:27,79,수취인부재,MODERATE,Y,,ESCALATED
DLY001689,DLV0013544,VHC020,RTE014,2024-08-18,11:24,11:52,28,인력부족,MINOR,N,,RESOLVED
DLY001690,DLV0000281,VHC001,RTE011,2023-01-13,07:35,08:01,26,인력부족,MINOR,N,,RESOLVED
DLY001691,DLV0011744,VHC011,RTE017,2024-06-02,22:29,,251,날씨,SEVERE,N,,RESOLVED
DLY001692,DLV0000043,VHC021,RTE010,2023-01-03,09:14,09:20,6,수취인부재,MINOR,N,,RESOLVED
DLY001693,DLV0014976,VHC005,RTE012,2024-10-21,14:30,15:28,58,날씨,MODERATE,N,,RESOLVED
DLY001694,DLV0002195,VHC007,RTE005,2023-04-05,11:52,12:08,16,교통체증,MINOR,N,,RESOLVED
DLY001695,DLV0012635,VHC012,RTE007,2024-07-09,08:56,09:22,26,교통체증,MINOR,N,,RESOLVED
DLY001696,DLV0013111,VHC022,RTE003,2024-07-29,03:21,03:29,8,날씨,MINOR,N,,PENDING
DLY001697,DLV0007069,VHC020,RTE002,2023-11-06,02:05,02:33,28,사고,MINOR,N,,RESOLVED
DLY001698,DLV0015554,VHC016,RTE013,2024-11-15,12:04,,25,사고,MINOR,N,,ESCALATED
DLY001699,DLV0006647,VHC018,RTE007,2023-10-18,10:48,11:05,17,집하지연,MINOR,N,,PENDING
DLY001700,DLV0001035,VHC025,RTE003,2023-02-13,04:17,,29,날씨,MINOR,N,,PENDING
DLY001701,DLV0014732,VHC017,RTE011,2024-10-10,10:04,13:55,231,사고,SEVERE,Y,5000,RESOLVED
DLY001702,DLV0014876,VHC007,RTE001,2024-10-16,02:33,,10,교통체증,MINOR,N,,RESOLVED
DLY001703,DLV0011158,VHC020,RTE004,2024-05-06,01:25,01:37,12,설비고장,MINOR,N,,RESOLVED
DLY001704,DLV0004408,VHC024,RTE001,2023-07-10,04:39,04:58,19,교통체증,MINOR,N,,ESCALATED
DLY001705,DLV0013631,VHC011,RTE010,2024-08-21,10:51,10:56,5,날씨,MINOR,N,,RESOLVED
DLY001706,DLV0007574,VHC024,RTE006,2023-11-29,11:32,,26,사고,MINOR,N,,RESOLVED
DLY001707,DLV0009084,VHC014,RTE019,2024-02-05,12:14,12:36,22,집하지연,MINOR,N,,RESOLVED
DLY001708,DLV0000969,VHC013,RTE014,2023-02-11,12:41,13:40,59,설비고장,MODERATE,N,,RESOLVED
DLY001709,DLV0004629,VHC025,RTE006,2023-07-19,09:49,10:04,15,날씨,MINOR,N,,RESOLVED
DLY001710,DLV0013899,VHC019,RTE001,2024-09-02,05:28,06:30,62,사고,MODERATE,N,,RESOLVED
DLY001711,DLV0007916,VHC001,RTE014,2023-12-15,14:54,19:14,260,설비고장,SEVERE,N,,RESOLVED
DLY001712,DLV0001565,VHC020,RTE012,2023-03-07,14:57,16:09,72,교통체증,MODERATE,Y,1000,RESOLVED
DLY001713,DLV0016102,VHC021,RTE012,2024-12-08,15:02,15:19,17,교통체증,MINOR,N,,RESOLVED
DLY001714,DLV0008286,VHC022,RTE015,2023-12-30,15:52,17:31,99,수취인부재,MODERATE,N,,RESOLVED
DLY001715,DLV0001879,VHC020,RTE001,2023-03-21,03:11,,162,교통체증,SEVERE,Y,5000,ESCALATED
DLY001716,DLV0004446,VHC016,RTE008,2023-07-11,07:39,08:08,29,교통체증,MINOR,N,,PENDING
DLY001717,DLV0003413,VHC021,RTE017,2023-05-28,20:41,21:28,47,교통체증,MODERATE,Y,3000,RESOLVED
DLY001718,DLV0003874,VHC019,RTE016,2023-06-17,01:47,02:46,59,교통체증,MODERATE,Y,2000,RESOLVED
DLY001719,DLV0015021,VHC023,RTE011,2024-10-22,07:58,10:38,160,사고,SEVERE,Y,10000,ESCALATED
DLY001720,DLV0001542,VHC018,RTE004,2023-03-06,01:06,01:12,6,교통체증,MINOR,N,,PENDING
DLY001721,DLV0015827,VHC025,RTE002,2024-11-27,03:02,04:46,104,교통체증,MODERATE,N,,RESOLVED
DLY001722,DLV0013763,VHC019,RTE014,2024-08-27,12:37,13:12,35,교통체증,MODERATE,N,,RESOLVED
DLY001723,DLV0000626,VHC011,RTE003,2023-01-27,03:23,09:09,346,설비고장,SEVERE,N,,RESOLVED
DLY001724,DLV0005185,VHC003,RTE011,2023-08-11,11:59,,102,교통체증,MODERATE,Y,3000,RESOLVED
DLY001725,DLV0013723,VHC013,RTE012,2024-08-25,11:54,12:19,25,교통체증,MINOR,N,,RESOLVED
DLY001726,DLV0005267,VHC003,RTE011,2023-08-16,10:40,12:36,116,집하지연,MODERATE,N,,PENDING
DLY001727,DLV0016362,VHC004,RTE012,2024-12-19,11:41,15:04,203,날씨,SEVERE,Y,20000,RESOLVED
DLY001728,DLV0013709,VHC015,RTE005,2024-08-24,10:33,10:39,6,교통체증,MINOR,N,,RESOLVED
DLY001729,DLV0004481,VHC010,RTE019,2023-07-13,14:34,18:37,243,사고,SEVERE,Y,15000,RESOLVED
DLY001730,DLV0007355,VHC006,RTE007,2023-11-20,09:29,10:09,40,날씨,MODERATE,Y,5000,RESOLVED
DLY001731,DLV0003049,VHC010,RTE015,2023-05-11,13:54,14:05,11,집하지연,MINOR,N,,RESOLVED
DLY001732,DLV0007442,VHC002,RTE014,2023-11-24,12:53,13:00,7,수취인부재,MINOR,N,,RESOLVED
DLY001733,DLV0006998,VHC013,RTE012,2023-11-03,10:59,12:27,88,날씨,MODERATE,N,,RESOLVED
DLY001734,DLV0011153,VHC016,RTE009,2024-05-05,09:33,09:42,9,교통체증,MINOR,N,,RESOLVED
DLY001735,DLV0003419,VHC014,RTE014,2023-05-28,11:21,11:57,36,교통체증,MODERATE,N,,ESCALATED
DLY001736,DLV0004166,VHC020,RTE010,2023-06-29,09:10,09:24,14,사고,MINOR,N,,RESOLVED
DLY001737,DLV0000247,VHC004,RTE001,2023-01-11,02:53,,272,교통체증,SEVERE,Y,5000,PENDING
DLY001738,DLV0014482,VHC020,RTE013,2024-09-28,13:41,13:51,10,사고,MINOR,N,,PENDING
DLY001739,DLV0006740,VHC002,RTE003,2023-10-22,03:23,03:30,7,수취인부재,MINOR,N,,RESOLVED
DLY001740,DLV0010081,VHC008,RTE008,2024-03-20,11:00,11:09,9,수취인부재,MINOR,N,,RESOLVED
DLY001741,DLV0014819,VHC020,RTE013,2024-10-14,11:35,,100,수취인부재,MODERATE,N,,PENDING
DLY001742,DLV0004158,VHC018,RTE012,2023-06-29,13:34,13:46,12,날씨,MINOR,N,,PENDING
DLY001743,DLV0014711,VHC023,RTE005,2024-10-09,11:10,,10,수취인부재,MINOR,N,,RESOLVED
DLY001744,DLV0005116,VHC023,RTE016,2023-08-09,04:24,07:52,208,인력부족,SEVERE,Y,15000,ESCALATED
DLY001745,DLV0002773,VHC008,RTE016,2023-04-29,04:19,04:28,9,집하지연,MINOR,N,,RESOLVED
DLY001746,DLV0012774,VHC010,RTE007,2024-07-14,08:26,08:44,18,수취인부재,MINOR,N,,RESOLVED
DLY001747,DLV0013233,VHC012,RTE002,2024-08-04,01:27,01:49,22,수취인부재,MINOR,N,,PENDING
DLY001748,DLV0005456,VHC019,RTE006,2023-08-25,09:01,,183,집하지연,SEVERE,Y,20000,ESCALATED
DLY001749,DLV0011083,VHC020,RTE016,2024-05-02,02:40,,10,수취인부재,MINOR,N,,RESOLVED
DLY001750,DLV0014344,VHC008,RTE010,2024-09-22,10:18,10:45,27,교통체증,MINOR,N,,RESOLVED
DLY001751,DLV0010676,VHC025,RTE012,2024-04-15,14:17,14:22,5,사고,MINOR,N,,RESOLVED
DLY001752,DLV0008884,VHC017,RTE014,2024-01-26,11:08,11:25,17,날씨,MINOR,N,,PENDING
DLY001753,DLV0004396,VHC018,RTE014,2023-07-09,11:13,11:31,18,날씨,MINOR,N,,RESOLVED
DLY001754,DLV0014404,VHC002,RTE003,2024-09-25,02:09,03:06,57,설비고장,MODERATE,N,,ESCALATED
DLY001755,DLV0009928,VHC011,RTE009,2024-03-13,08:22,10:04,102,사고,MODERATE,N,,ESCALATED
DLY001756,DLV0008716,VHC019,RTE011,2024-01-19,08:14,08:30,16,교통체증,MINOR,N,,PENDING
DLY001757,DLV0000960,VHC014,RTE013,2023-02-11,10:48,13:18,150,수취인부재,SEVERE,Y,3000,RESOLVED
DLY001758,DLV0003536,VHC005,RTE017,2023-06-02,20:22,20:46,24,집하지연,MINOR,N,,PENDING
DLY001759,DLV0015645,VHC020,RTE013,2024-11-20,14:10,17:50,220,집하지연,SEVERE,Y,15000,RESOLVED
DLY001760,DLV0000078,VHC017,RTE013,2023-01-04,12:50,14:13,83,날씨,MODERATE,N,,RESOLVED
DLY001761,DLV0015280,VHC016,RTE004,2024-11-02,00:33,01:02,29,집하지연,MINOR,N,,PENDING
DLY001762,DLV0002730,VHC004,RTE003,2023-04-28,04:15,05:45,90,교통체증,MODERATE,N,,RESOLVED
DLY001763,DLV0011917,VHC015,RTE011,2024-06-09,11:02,11:40,38,교통체증,MODERATE,N,,RESOLVED
DLY001764,DLV0010486,VHC022,RTE014,2024-04-07,12:34,16:27,233,날씨,SEVERE,Y,20000,RESOLVED
DLY001765,DLV0002958,VHC011,RTE012,2023-05-07,12:15,13:06,51,수취인부재,MODERATE,Y,1000,RESOLVED
DLY001766,DLV0003097,VHC021,RTE012,2023-05-13,11:02,11:29,27,집하지연,MINOR,N,,RESOLVED
DLY001767,DLV0013012,VHC003,RTE004,2024-07-25,23:26,23:39,13,교통체증,MINOR,N,,RESOLVED
DLY001768,DLV0013547,VHC005,RTE012,2024-08-18,14:47,14:55,8,교통체증,MINOR,N,,PENDING
DLY001769,DLV0013266,VHC003,RTE011,2024-08-05,09:46,10:06,20,교통체증,MINOR,N,,RESOLVED
DLY001770,DLV0002892,VHC010,RTE004,2023-05-04,23:29,,115,교통체증,MODERATE,Y,,PENDING
DLY001771,DLV0015482,VHC017,RTE016,2024-11-12,04:07,04:22,15,수취인부재,MINOR,N,,RESOLVED
DLY001772,DLV0015718,VHC013,RTE019,2024-11-23,11:01,11:21,20,수취인부재,MINOR,N,,RESOLVED
DLY001773,DLV0004082,VHC017,RTE017,2023-06-25,20:31,21:22,51,날씨,MODERATE,Y,5000,RESOLVED
DLY001774,DLV0008483,VHC024,RTE001,2024-01-08,04:05,,53,교통체증,MODERATE,N,,RESOLVED
DLY001775,DLV0002304,VHC010,RTE019,2023-04-09,10:38,10:56,18,집하지연,MINOR,N,,RESOLVED
DLY001776,DLV0014608,VHC008,RTE007,2024-10-05,08:03,08:25,22,사고,MINOR,N,,RESOLVED
DLY001777,DLV0014669,VHC015,RTE005,2024-10-08,11:05,11:30,25,교통체증,MINOR,N,,RESOLVED
DLY001778,DLV0000754,VHC024,RTE016,2023-02-01,02:42,02:53,11,사고,MINOR,N,,PENDING
