SALE_ID,PRODUCT_ID,CHANNEL_ID,YEAR_MONTH,SALES_QTY,SALES_AMOUNT,CURRENCY,RETURN_QTY,NET_SALES_QTY
SL000841,PRD008,CH003,2024-07,356,3204.0,USD,6,350
SL000842,PRD008,CH003,2024-08,322,2898.0,USD,6,316
SL000843,PRD008,CH003,2024-09,388,3492.0,USD,4,384
SL000844,PRD008,CH003,2024-10,451,4059.0,USD,6,445
SL000845,PRD008,CH003,2024-11,476,4284.0,USD,6,470
SL000846,PRD008,CH003,2024-12,550,4950.0,USD,9,541
SL000847,PRD008,CH003,2025-01,317,2853.0,USD,4,313
SL000848,PRD008,CH003,2025-02,318,2862.0,USD,3,315
SL000849,PRD008,CH003,2025-03,347,3123.0,USD,4,343
SL000850,PRD008,CH003,2025-04,391,3519.0,USD,5,386
SL000851,PRD008,CH003,2025-05,421,3789.0,USD,6,415
SL000852,PRD008,CH003,2025-06,362,3258.0,USD,5,357
SL000853,PRD008,CH004,2024-01,440,5280000,KRW,8,432
SL000854,PRD008,CH004,2024-02,467,5604000,KRW,6,461
SL000855,PRD008,CH004,2024-03,507,6084000,KRW,9,498
SL000856,PRD008,CH004,2024-04,554,6648000,KRW,9,545
SL000857,PRD008,CH004,2024-05,554,6648000,KRW,9,545
SL000858,PRD008,CH004,2024-06,511,6132000,KRW,8,503
SL000859,PRD008,CH004,2024-07,546,6552000,KRW,8,538
SL000860,PRD008,CH004,2024-08,500,6000000,KRW,8,492
SL000861,PRD008,CH004,2024-09,544,6528000,KRW,5,539
SL000862,PRD008,CH004,2024-10,574,6888000,KRW,11,563
SL000863,PRD008,CH004,2024-11,665,7980000,KRW,11,654
SL000864,PRD008,CH004,2024-12,719,8628000,KRW,12,707
SL000865,PRD008,CH004,2025-01,480,5760000,KRW,5,475
SL000866,PRD008,CH004,2025-02,457,5484000,KRW,7,450
SL000867,PRD008,CH004,2025-03,560,6720000,KRW,6,554
SL000868,PRD008,CH004,2025-04,571,6852000,KRW,6,565
SL000869,PRD008,CH004,2025-05,629,7548000,KRW,7,622
SL000870,PRD008,CH004,2025-06,474,5688000,KRW,6,468
SL000871,PRD008,CH005,2024-01,226,2712000,KRW,3,223
SL000872,PRD008,CH005,2024-02,225,2700000,KRW,3,222
SL000873,PRD008,CH005,2024-03,292,3504000,KRW,5,287
SL000874,PRD008,CH005,2024-04,296,3552000,KRW,3,293
SL000875,PRD008,CH005,2024-05,275,3300000,KRW,3,272
SL000876,PRD008,CH005,2024-06,260,3120000,KRW,4,256
SL000877,PRD008,CH005,2024-07,257,3084000,KRW,3,254
SL000878,PRD008,CH005,2024-08,227,2724000,KRW,4,223
SL000879,PRD008,CH005,2024-09,261,3132000,KRW,3,258
SL000880,PRD008,CH005,2024-10,313,3756000,KRW,5,308
SL000881,PRD008,CH005,2024-11,333,3996000,KRW,5,328
SL000882,PRD008,CH005,2024-12,372,4464000,KRW,4,368
SL000883,PRD008,CH005,2025-01,230,2760000,KRW,3,227
SL000884,PRD008,CH005,2025-02,216,2592000,KRW,4,212
SL000885,PRD008,CH005,2025-03,259,3108000,KRW,3,256
SL000886,PRD008,CH005,2025-04,266,3192000,KRW,4,262
SL000887,PRD008,CH005,2025-05,286,3432000,KRW,3,283
SL000888,PRD008,CH005,2025-06,293,3516000,KRW,5,288
SL000889,PRD008,CH006,2024-01,154,1848000,KRW,1,153
SL000890,PRD008,CH006,2024-02,158,1896000,KRW,2,156
SL000891,PRD008,CH006,2024-03,197,2364000,KRW,3,194
SL000892,PRD008,CH006,2024-04,206,2472000,KRW,3,203
SL000893,PRD008,CH006,2024-05,189,2268000,KRW,2,187
SL000894,PRD008,CH006,2024-06,187,2244000,KRW,2,185
SL000895,PRD008,CH006,2024-07,169,2028000,KRW,2,167
SL000896,PRD008,CH006,2024-08,161,1932000,KRW,1,160
SL000897,PRD008,CH006,2024-09,181,2172000,KRW,3,178
SL000898,PRD008,CH006,2024-10,205,2460000,KRW,2,203
SL000899,PRD008,CH006,2024-11,220,2640000,KRW,3,217
SL000900,PRD008,CH006,2024-12,230,2760000,KRW,3,227
SL000901,PRD008,CH006,2025-01,163,1956000,KRW,2,161
SL000902,PRD008,CH006,2025-02,139,1668000,KRW,1,138
SL000903,PRD008,CH006,2025-03,187,2244000,KRW,2,185
SL000904,PRD008,CH006,2025-04,199,2388000,KRW,2,197
SL000905,PRD008,CH006,2025-05,199,2388000,KRW,3,196
SL000906,PRD008,CH006,2025-06,176,2112000,KRW,3,173
SL000907,PRD008,CH007,2024-01,290,2610.0,USD,4,286
SL000908,PRD008,CH007,2024-02,239,2151.0,USD,4,235
SL000909,PRD008,CH007,2024-03,289,2601.0,USD,4,285
SL000910,PRD008,CH007,2024-04,340,3060.0,USD,3,337
SL000911,PRD008,CH007,2024-05,334,3006.0,USD,5,329
SL000912,PRD008,CH007,2024-06,313,2817.0,USD,5,308
SL000913,PRD008,CH007,2024-07,308,2772.0,USD,3,305
SL000914,PRD008,CH007,2024-08,290,2610.0,USD,3,287
SL000915,PRD008,CH007,2024-09,325,2925.0,USD,6,319
SL000916,PRD008,CH007,2024-10,323,2907.0,USD,4,319
SL000917,PRD008,CH007,2024-11,391,3519.0,USD,7,384
SL000918,PRD008,CH007,2024-12,439,3951.0,USD,8,431
SL000919,PRD008,CH007,2025-01,243,2187.0,USD,3,240
SL000920,PRD008,CH007,2025-02,234,2106.0,USD,4,230
SL000921,PRD008,CH007,2025-03,287,2583.0,USD,5,282
SL000922,PRD008,CH007,2025-04,317,2853.0,USD,4,313
SL000923,PRD008,CH007,2025-05,358,3222.0,USD,6,352
SL000924,PRD008,CH007,2025-06,298,2682.0,USD,3,295
SL000925,PRD009,CH001,2024-09,1660,24900000,KRW,52,1608
SL000926,PRD009,CH001,2024-10,1428,21420000,KRW,48,1380
SL000927,PRD009,CH001,2024-11,1068,16020000,KRW,48,1020
SL000928,PRD009,CH001,2024-12,1015,15225000,KRW,42,973
SL000929,PRD009,CH001,2025-01,883,13245000,KRW,28,855
SL000930,PRD009,CH001,2025-02,803,12045000,KRW,39,764
SL000931,PRD009,CH001,2025-03,703,10545000,KRW,28,675
SL000932,PRD009,CH001,2025-04,605,9075000,KRW,26,579
SL000933,PRD009,CH001,2025-05,618,9270000,KRW,19,599
SL000934,PRD009,CH001,2025-06,636,9540000,KRW,21,615
SL000935,PRD009,CH002,2024-09,1285,15420.0,USD,43,1242
SL000936,PRD009,CH002,2024-10,1134,13608.0,USD,57,1077
SL000937,PRD009,CH002,2024-11,821,9852.0,USD,37,784
SL000938,PRD009,CH002,2024-12,649,7788.0,USD,28,621
SL000939,PRD009,CH002,2025-01,654,7848.0,USD,19,635
SL000940,PRD009,CH002,2025-02,519,6228.0,USD,18,501
SL000941,PRD009,CH002,2025-03,485,5820.0,USD,19,466
SL000942,PRD009,CH002,2025-04,534,6408.0,USD,23,511
SL000943,PRD009,CH002,2025-05,476,5712.0,USD,14,462
SL000944,PRD009,CH002,2025-06,536,6432.0,USD,18,518
SL000945,PRD009,CH003,2024-09,1150,13800.0,USD,38,1112
SL000946,PRD009,CH003,2024-10,834,10008.0,USD,26,808
SL000947,PRD009,CH003,2024-11,747,8964.0,USD,31,716
SL000948,PRD009,CH003,2024-12,589,7068.0,USD,24,565
SL000949,PRD009,CH003,2025-01,521,6252.0,USD,21,500
SL000950,PRD009,CH003,2025-02,484,5808.0,USD,16,468
SL000951,PRD009,CH003,2025-03,391,4692.0,USD,18,373
SL000952,PRD009,CH003,2025-04,443,5316.0,USD,13,430
SL000953,PRD009,CH003,2025-05,408,4896.0,USD,18,390
SL000954,PRD009,CH003,2025-06,377,4524.0,USD,15,362
SL000955,PRD009,CH004,2024-09,1436,21540000,KRW,59,1377
SL000956,PRD009,CH004,2024-10,1261,18915000,KRW,52,1209
SL000957,PRD009,CH004,2024-11,927,13905000,KRW,33,894
SL000958,PRD009,CH004,2024-12,843,12645000,KRW,25,818
SL000959,PRD009,CH004,2025-01,691,10365000,KRW,29,662
SL000960,PRD009,CH004,2025-02,602,9030000,KRW,24,578
SL000961,PRD009,CH004,2025-03,613,9195000,KRW,23,590
SL000962,PRD009,CH004,2025-04,579,8685000,KRW,22,557
SL000963,PRD009,CH004,2025-05,526,7890000,KRW,20,506
SL000964,PRD009,CH004,2025-06,612,9180000,KRW,27,585
SL000965,PRD009,CH005,2024-09,793,11895000,KRW,37,756
SL000966,PRD009,CH005,2024-10,679,10185000,KRW,28,651
SL000967,PRD009,CH005,2024-11,466,6990000,KRW,16,450
SL000968,PRD009,CH005,2024-12,394,5910000,KRW,20,374
SL000969,PRD009,CH005,2025-01,410,6150000,KRW,12,398
SL000970,PRD009,CH005,2025-02,366,5490000,KRW,10,356
SL000971,PRD009,CH005,2025-03,291,4365000,KRW,13,278
SL000972,PRD009,CH005,2025-04,312,4680000,KRW,16,296
SL000973,PRD009,CH005,2025-05,305,4575000,KRW,11,294
SL000974,PRD009,CH005,2025-06,326,4890000,KRW,12,314
SL000975,PRD009,CH006,2024-09,579,8685000,KRW,28,551
SL000976,PRD009,CH006,2024-10,421,6315000,KRW,18,403
SL000977,PRD009,CH006,2024-11,353,5295000,KRW,14,339
SL000978,PRD009,CH006,2024-12,296,4440000,KRW,10,286
SL000979,PRD009,CH006,2025-01,235,3525000,KRW,9,226
SL000980,PRD009,CH006,2025-02,226,3390000,KRW,10,216
SL000981,PRD009,CH006,2025-03,187,2805000,KRW,5,182
SL000982,PRD009,CH006,2025-04,179,2685000,KRW,6,173
SL000983,PRD009,CH006,2025-05,204,3060000,KRW,8,196
SL000984,PRD009,CH006,2025-06,199,2985000,KRW,9,190
SL000985,PRD009,CH007,2024-09,854,10248.0,USD,31,823
SL000986,PRD009,CH007,2024-10,687,8244.0,USD,34,653
SL000987,PRD009,CH007,2024-11,595,7140.0,USD,18,577
SL000988,PRD009,CH007,2024-12,509,6108.0,USD,19,490
SL000989,PRD009,CH007,2025-01,442,5304.0,USD,21,421
SL000990,PRD009,CH007,2025-02,338,4056.0,USD,11,327
SL000991,PRD009,CH007,2025-03,303,3636.0,USD,8,295
SL000992,PRD009,CH007,2025-04,336,4032.0,USD,15,321
SL000993,PRD009,CH007,2025-05,300,3600.0,USD,13,287
SL000994,PRD009,CH007,2025-06,323,3876.0,USD,10,313
SL000995,PRD010,CH001,2024-01,1075,8600000,KRW,32,1043
SL000996,PRD010,CH001,2024-02,902,7216000,KRW,22,880
SL000997,PRD010,CH001,2024-03,459,3672000,KRW,13,446
SL000998,PRD010,CH001,2024-04,345,2760000,KRW,7,338
SL000999,PRD010,CH001,2024-05,214,1712000,KRW,5,209
SL001000,PRD010,CH001,2024-06,173,1384000,KRW,3,170
SL001001,PRD010,CH001,2024-07,167,1336000,KRW,4,163
SL001002,PRD010,CH001,2024-08,169,1352000,KRW,3,166
SL001003,PRD010,CH001,2024-09,273,2184000,KRW,8,265
SL001004,PRD010,CH001,2024-10,548,4384000,KRW,17,531
SL001005,PRD010,CH001,2024-11,922,7376000,KRW,22,900
SL001006,PRD010,CH001,2024-12,1228,9824000,KRW,39,1189
SL001007,PRD010,CH001,2025-01,1240,9920000,KRW,34,1206
SL001008,PRD010,CH001,2025-02,1046,8368000,KRW,23,1023
SL001009,PRD010,CH001,2025-03,471,3768000,KRW,9,462
SL001010,PRD010,CH001,2025-04,321,2568000,KRW,9,312
SL001011,PRD010,CH001,2025-05,208,1664000,KRW,6,202
SL001012,PRD010,CH001,2025-06,172,1376000,KRW,4,168
SL001013,PRD010,CH002,2024-01,907,5442.0,USD,28,879
SL001014,PRD010,CH002,2024-02,751,4506.0,USD,24,727
SL001015,PRD010,CH002,2024-03,364,2184.0,USD,7,357
SL001016,PRD010,CH002,2024-04,234,1404.0,USD,4,230
SL001017,PRD010,CH002,2024-05,162,972.0,USD,5,157
SL001018,PRD010,CH002,2024-06,144,864.0,USD,2,142
SL001019,PRD010,CH002,2024-07,141,846.0,USD,2,139
SL001020,PRD010,CH002,2024-08,128,768.0,USD,3,125
SL001021,PRD010,CH002,2024-09,229,1374.0,USD,7,222
SL001022,PRD010,CH002,2024-10,358,2148.0,USD,10,348
SL001023,PRD010,CH002,2024-11,705,4230.0,USD,18,687
SL001024,PRD010,CH002,2024-12,918,5508.0,USD,28,890
SL001025,PRD010,CH002,2025-01,826,4956.0,USD,26,800
SL001026,PRD010,CH002,2025-02,670,4020.0,USD,21,649
SL001027,PRD010,CH002,2025-03,393,2358.0,USD,7,386
SL001028,PRD010,CH002,2025-04,272,1632.0,USD,6,266
SL001029,PRD010,CH002,2025-05,149,894.0,USD,3,146
SL001030,PRD010,CH002,2025-06,127,762.0,USD,3,124
SL001031,PRD010,CH003,2024-01,719,4314.0,USD,20,699
SL001032,PRD010,CH003,2024-02,603,3618.0,USD,15,588
SL001033,PRD010,CH003,2024-03,291,1746.0,USD,6,285
SL001034,PRD010,CH003,2024-04,206,1236.0,USD,5,201
SL001035,PRD010,CH003,2024-05,120,720.0,USD,3,117
SL001036,PRD010,CH003,2024-06,111,666.0,USD,3,108
SL001037,PRD010,CH003,2024-07,121,726.0,USD,2,119
SL001038,PRD010,CH003,2024-08,110,660.0,USD,2,108
SL001039,PRD010,CH003,2024-09,177,1062.0,USD,3,174
SL001040,PRD010,CH003,2024-10,303,1818.0,USD,9,294
SL001041,PRD010,CH003,2024-11,571,3426.0,USD,13,558
SL001042,PRD010,CH003,2024-12,715,4290.0,USD,16,699
SL001043,PRD010,CH003,2025-01,695,4170.0,USD,20,675
SL001044,PRD010,CH003,2025-02,618,3708.0,USD,16,602
SL001045,PRD010,CH003,2025-03,311,1866.0,USD,6,305
SL001046,PRD010,CH003,2025-04,219,1314.0,USD,7,212
SL001047,PRD010,CH003,2025-05,134,804.0,USD,3,131
SL001048,PRD010,CH003,2025-06,105,630.0,USD,3,102
SL001049,PRD010,CH004,2024-01,931,7448000,KRW,26,905
SL001050,PRD010,CH004,2024-02,864,6912000,KRW,27,837
SL001051,PRD010,CH004,2024-03,423,3384000,KRW,11,412
SL001052,PRD010,CH004,2024-04,263,2104000,KRW,4,259
SL001053,PRD010,CH004,2024-05,196,1568000,KRW,6,190
SL001054,PRD010,CH004,2024-06,162,1296000,KRW,4,158
SL001055,PRD010,CH004,2024-07,154,1232000,KRW,4,150
SL001056,PRD010,CH004,2024-08,149,1192000,KRW,4,145
SL001057,PRD010,CH004,2024-09,236,1888000,KRW,5,231
SL001058,PRD010,CH004,2024-10,434,3472000,KRW,11,423
SL001059,PRD010,CH004,2024-11,813,6504000,KRW,21,792
SL001060,PRD010,CH004,2024-12,1072,8576000,KRW,26,1046
SL001061,PRD010,CH004,2025-01,899,7192000,KRW,23,876
SL001062,PRD010,CH004,2025-02,781,6248000,KRW,19,762
SL001063,PRD010,CH004,2025-03,401,3208000,KRW,12,389
SL001064,PRD010,CH004,2025-04,260,2080000,KRW,7,253
SL001065,PRD010,CH004,2025-05,190,1520000,KRW,5,185
SL001066,PRD010,CH004,2025-06,170,1360000,KRW,3,167
SL001067,PRD010,CH005,2024-01,471,3768000,KRW,9,462
SL001068,PRD010,CH005,2024-02,418,3344000,KRW,10,408
SL001069,PRD010,CH005,2024-03,229,1832000,KRW,4,225
SL001070,PRD010,CH005,2024-04,145,1160000,KRW,3,142
SL001071,PRD010,CH005,2024-05,92,736000,KRW,2,90
SL001072,PRD010,CH005,2024-06,88,704000,KRW,1,87
SL001073,PRD010,CH005,2024-07,83,664000,KRW,2,81
SL001074,PRD010,CH005,2024-08,83,664000,KRW,2,81
SL001075,PRD010,CH005,2024-09,142,1136000,KRW,2,140
SL001076,PRD010,CH005,2024-10,223,1784000,KRW,5,218
SL001077,PRD010,CH005,2024-11,369,2952000,KRW,6,363
SL001078,PRD010,CH005,2024-12,517,4136000,KRW,12,505
SL001079,PRD010,CH005,2025-01,506,4048000,KRW,14,492
SL001080,PRD010,CH005,2025-02,451,3608000,KRW,13,438
SL001081,PRD010,CH005,2025-03,198,1584000,KRW,5,193
SL001082,PRD010,CH005,2025-04,134,1072000,KRW,2,132
SL001083,PRD010,CH005,2025-05,101,808000,KRW,3,98
SL001084,PRD010,CH005,2025-06,80,640000,KRW,1,79
SL001085,PRD010,CH006,2024-01,312,2496000,KRW,9,303
SL001086,PRD010,CH006,2024-02,320,2560000,KRW,8,312
SL001087,PRD010,CH006,2024-03,130,1040000,KRW,4,126
SL001088,PRD010,CH006,2024-04,95,760000,KRW,3,92
SL001089,PRD010,CH006,2024-05,64,512000,KRW,1,63
SL001090,PRD010,CH006,2024-06,56,448000,KRW,1,55
SL001091,PRD010,CH006,2024-07,49,392000,KRW,0,49
SL001092,PRD010,CH006,2024-08,51,408000,KRW,1,50
SL001093,PRD010,CH006,2024-09,88,704000,KRW,2,86
SL001094,PRD010,CH006,2024-10,147,1176000,KRW,4,143
SL001095,PRD010,CH006,2024-11,250,2000000,KRW,8,242
SL001096,PRD010,CH006,2024-12,385,3080000,KRW,9,376
SL001097,PRD010,CH006,2025-01,374,2992000,KRW,6,368
SL001098,PRD010,CH006,2025-02,293,2344000,KRW,8,285
SL001099,PRD010,CH006,2025-03,139,1112000,KRW,4,135
SL001100,PRD010,CH006,2025-04,108,864000,KRW,2,106
SL001101,PRD010,CH006,2025-05,66,528000,KRW,1,65
SL001102,PRD010,CH006,2025-06,51,408000,KRW,1,50
SL001103,PRD010,CH007,2024-01,568,3408.0,USD,12,556
SL001104,PRD010,CH007,2024-02,538,3228.0,USD,12,526
SL001105,PRD010,CH007,2024-03,248,1488.0,USD,6,242
SL001106,PRD010,CH007,2024-04,151,906.0,USD,4,147
SL001107,PRD010,CH007,2024-05,111,666.0,USD,3,108
SL001108,PRD010,CH007,2024-06,82,492.0,USD,1,81
SL001109,PRD010,CH007,2024-07,93,558.0,USD,2,91
SL001110,PRD010,CH007,2024-08,94,564.0,USD,2,92
SL001111,PRD010,CH007,2024-09,138,828.0,USD,2,136
SL001112,PRD010,CH007,2024-10,245,1470.0,USD,5,240
SL001113,PRD010,CH007,2024-11,429,2574.0,USD,8,421
SL001114,PRD010,CH007,2024-12,576,3456.0,USD,13,563
SL001115,PRD010,CH007,2025-01,576,3456.0,USD,13,563
SL001116,PRD010,CH007,2025-02,448,2688.0,USD,10,438
SL001117,PRD010,CH007,2025-03,220,1320.0,USD,5,215
SL001118,PRD010,CH007,2025-04,159,954.0,USD,3,156
SL001119,PRD010,CH007,2025-05,100,600.0,USD,2,98
SL001120,PRD010,CH007,2025-06,82,492.0,USD,2,80
SL001121,PRD011,CH001,2024-01,243,3402000,KRW,10,233
SL001122,PRD011,CH001,2024-02,219,3066000,KRW,6,213
SL001123,PRD011,CH001,2024-03,202,2828000,KRW,5,197
SL001124,PRD011,CH001,2024-04,191,2674000,KRW,6,185
SL001125,PRD011,CH001,2024-05,174,2436000,KRW,5,169
SL001126,PRD011,CH001,2024-06,180,2520000,KRW,6,174
SL001127,PRD011,CH001,2024-07,161,2254000,KRW,4,157
SL001128,PRD011,CH001,2024-08,160,2240000,KRW,6,154
SL001129,PRD011,CH001,2024-09,165,2310000,KRW,4,161
SL001130,PRD011,CH001,2024-10,143,2002000,KRW,4,139
SL001131,PRD011,CH001,2024-11,163,2282000,KRW,5,158
SL001132,PRD011,CH001,2024-12,147,2058000,KRW,6,141
SL001133,PRD011,CH001,2025-01,133,1862000,KRW,4,129
SL001134,PRD011,CH001,2025-02,140,1960000,KRW,5,135
SL001135,PRD011,CH001,2025-03,139,1946000,KRW,3,136
SL001136,PRD011,CH001,2025-04,117,1638000,KRW,5,112
SL001137,PRD011,CH001,2025-05,110,1540000,KRW,3,107
SL001138,PRD011,CH001,2025-06,122,1708000,KRW,5,117
SL001139,PRD011,CH002,2024-01,161,1771.0,USD,6,155
SL001140,PRD011,CH002,2024-02,161,1771.0,USD,5,156
SL001141,PRD011,CH002,2024-03,147,1617.0,USD,4,143
SL001142,PRD011,CH002,2024-04,158,1738.0,USD,5,153
SL001143,PRD011,CH002,2024-05,132,1452.0,USD,4,128
SL001144,PRD011,CH002,2024-06,140,1540.0,USD,5,135
SL001145,PRD011,CH002,2024-07,137,1507.0,USD,4,133
SL001146,PRD011,CH002,2024-08,138,1518.0,USD,4,134
SL001147,PRD011,CH002,2024-09,126,1386.0,USD,4,122
SL001148,PRD011,CH002,2024-10,112,1232.0,USD,4,108
SL001149,PRD011,CH002,2024-11,119,1309.0,USD,4,115
SL001150,PRD011,CH002,2024-12,105,1155.0,USD,3,102
SL001151,PRD011,CH002,2025-01,106,1166.0,USD,3,103
SL001152,PRD011,CH002,2025-02,102,1122.0,USD,4,98
SL001153,PRD011,CH002,2025-03,100,1100.0,USD,2,98
SL001154,PRD011,CH002,2025-04,100,1100.0,USD,3,97
SL001155,PRD011,CH002,2025-05,86,946.0,USD,3,83
SL001156,PRD011,CH002,2025-06,91,1001.0,USD,3,88
SL001157,PRD011,CH003,2024-01,142,1562.0,USD,5,137
SL001158,PRD011,CH003,2024-02,131,1441.0,USD,5,126
SL001159,PRD011,CH003,2024-03,130,1430.0,USD,4,126
SL001160,PRD011,CH003,2024-04,114,1254.0,USD,4,110
SL001161,PRD011,CH003,2024-05,123,1353.0,USD,3,120
SL001162,PRD011,CH003,2024-06,118,1298.0,USD,3,115
SL001163,PRD011,CH003,2024-07,120,1320.0,USD,4,116
SL001164,PRD011,CH003,2024-08,103,1133.0,USD,4,99
SL001165,PRD011,CH003,2024-09,111,1221.0,USD,3,108
SL001166,PRD011,CH003,2024-10,87,957.0,USD,2,85
SL001167,PRD011,CH003,2024-11,93,1023.0,USD,3,90
SL001168,PRD011,CH003,2024-12,91,1001.0,USD,3,88
SL001169,PRD011,CH003,2025-01,85,935.0,USD,2,83
SL001170,PRD011,CH003,2025-02,87,957.0,USD,3,84
SL001171,PRD011,CH003,2025-03,79,869.0,USD,2,77
SL001172,PRD011,CH003,2025-04,69,759.0,USD,1,68
SL001173,PRD011,CH003,2025-05,72,792.0,USD,3,69
SL001174,PRD011,CH003,2025-06,64,704.0,USD,2,62
SL001175,PRD011,CH004,2024-01,182,2548000,KRW,5,177
SL001176,PRD011,CH004,2024-02,187,2618000,KRW,5,182
SL001177,PRD011,CH004,2024-03,181,2534000,KRW,6,175
SL001178,PRD011,CH004,2024-04,172,2408000,KRW,6,166
SL001179,PRD011,CH004,2024-05,161,2254000,KRW,4,157
SL001180,PRD011,CH004,2024-06,170,2380000,KRW,4,166
SL001181,PRD011,CH004,2024-07,165,2310000,KRW,6,159
SL001182,PRD011,CH004,2024-08,153,2142000,KRW,4,149
SL001183,PRD011,CH004,2024-09,155,2170000,KRW,4,151
SL001184,PRD011,CH004,2024-10,127,1778000,KRW,3,124
SL001185,PRD011,CH004,2024-11,132,1848000,KRW,5,127
SL001186,PRD011,CH004,2024-12,119,1666000,KRW,3,116
SL001187,PRD011,CH004,2025-01,113,1582000,KRW,4,109
SL001188,PRD011,CH004,2025-02,114,1596000,KRW,2,112
SL001189,PRD011,CH004,2025-03,113,1582000,KRW,3,110
SL001190,PRD011,CH004,2025-04,108,1512000,KRW,3,105
SL001191,PRD011,CH004,2025-05,106,1484000,KRW,3,103
SL001192,PRD011,CH004,2025-06,103,1442000,KRW,4,99
SL001193,PRD011,CH005,2024-01,92,1288000,KRW,2,90
SL001194,PRD011,CH005,2024-02,104,1456000,KRW,2,102
SL001195,PRD011,CH005,2024-03,90,1260000,KRW,3,87
SL001196,PRD011,CH005,2024-04,85,1190000,KRW,3,82
SL001197,PRD011,CH005,2024-05,86,1204000,KRW,3,83
SL001198,PRD011,CH005,2024-06,84,1176000,KRW,3,81
SL001199,PRD011,CH005,2024-07,80,1120000,KRW,2,78
SL001200,PRD011,CH005,2024-08,81,1134000,KRW,3,78
SL001201,PRD011,CH005,2024-09,77,1078000,KRW,3,74
SL001202,PRD011,CH005,2024-10,67,938000,KRW,2,65
SL001203,PRD011,CH005,2024-11,61,854000,KRW,1,60
SL001204,PRD011,CH005,2024-12,59,826000,KRW,1,58
SL001205,PRD011,CH005,2025-01,58,812000,KRW,2,56
SL001206,PRD011,CH005,2025-02,59,826000,KRW,1,58
SL001207,PRD011,CH005,2025-03,53,742000,KRW,1,52
SL001208,PRD011,CH005,2025-04,51,714000,KRW,1,50
SL001209,PRD011,CH005,2025-05,54,756000,KRW,2,52
SL001210,PRD011,CH005,2025-06,55,770000,KRW,1,54
SL001211,PRD011,CH006,2024-01,67,938000,KRW,1,66
SL001212,PRD011,CH006,2024-02,62,868000,KRW,2,60
SL001213,PRD011,CH006,2024-03,56,784000,KRW,1,55
SL001214,PRD011,CH006,2024-04,53,742000,KRW,1,52
SL001215,PRD011,CH006,2024-05,61,854000,KRW,2,59
SL001216,PRD011,CH006,2024-06,55,770000,KRW,1,54
SL001217,PRD011,CH006,2024-07,54,756000,KRW,1,53
SL001218,PRD011,CH006,2024-08,54,756000,KRW,1,53
SL001219,PRD011,CH006,2024-09,44,616000,KRW,1,43
SL001220,PRD011,CH006,2024-10,49,686000,KRW,1,48
SL001221,PRD011,CH006,2024-11,42,588000,KRW,1,41
SL001222,PRD011,CH006,2024-12,40,560000,KRW,1,39
SL001223,PRD011,CH006,2025-01,43,602000,KRW,1,42
SL001224,PRD011,CH006,2025-02,40,560000,KRW,1,39
SL001225,PRD011,CH006,2025-03,35,490000,KRW,1,34
SL001226,PRD011,CH006,2025-04,38,532000,KRW,1,37
SL001227,PRD011,CH006,2025-05,37,518000,KRW,0,37
SL001228,PRD011,CH006,2025-06,35,490000,KRW,1,34
SL001229,PRD011,CH007,2024-01,123,1353.0,USD,3,120
SL001230,PRD011,CH007,2024-02,115,1265.0,USD,4,111
SL001231,PRD011,CH007,2024-03,99,1089.0,USD,4,95
SL001232,PRD011,CH007,2024-04,98,1078.0,USD,3,95
SL001233,PRD011,CH007,2024-05,101,1111.0,USD,3,98
SL001234,PRD011,CH007,2024-06,100,1100.0,USD,4,96
SL001235,PRD011,CH007,2024-07,83,913.0,USD,3,80
SL001236,PRD011,CH007,2024-08,86,946.0,USD,2,84
SL001237,PRD011,CH007,2024-09,84,924.0,USD,3,81
SL001238,PRD011,CH007,2024-10,72,792.0,USD,1,71
SL001239,PRD011,CH007,2024-11,70,770.0,USD,2,68
SL001240,PRD011,CH007,2024-12,65,715.0,USD,2,63
SL001241,PRD011,CH007,2025-01,65,715.0,USD,2,63
SL001242,PRD011,CH007,2025-02,63,693.0,USD,2,61
SL001243,PRD011,CH007,2025-03,60,660.0,USD,1,59
SL001244,PRD011,CH007,2025-04,65,715.0,USD,2,63
SL001245,PRD011,CH007,2025-05,60,660.0,USD,1,59
SL001246,PRD011,CH007,2025-06,61,671.0,USD,2,59
SL001247,PRD012,CH001,2024-01,507,8112000,KRW,9,498
SL001248,PRD012,CH001,2024-02,474,7584000,KRW,5,469
SL001249,PRD012,CH001,2024-03,558,8928000,KRW,7,551
SL001250,PRD012,CH001,2024-04,569,9104000,KRW,10,559
SL001251,PRD012,CH001,2024-05,601,9616000,KRW,9,592
SL001252,PRD012,CH001,2024-06,518,8288000,KRW,8,510
SL001253,PRD012,CH001,2024-07,471,7536000,KRW,6,465
SL001254,PRD012,CH001,2024-08,463,7408000,KRW,7,456
SL001255,PRD012,CH001,2024-09,559,8944000,KRW,6,553
SL001256,PRD012,CH001,2024-10,573,9168000,KRW,7,566
SL001257,PRD012,CH001,2024-11,678,10848000,KRW,9,669
SL001258,PRD012,CH001,2024-12,765,12240000,KRW,10,755
SL001259,PRD012,CH001,2025-01,421,6736000,KRW,7,414
SL001260,PRD012,CH001,2025-02,462,7392000,KRW,7,455
SL001261,PRD012,CH001,2025-03,515,8240000,KRW,8,507
SL001262,PRD012,CH001,2025-04,530,8480000,KRW,5,525
SL001263,PRD012,CH001,2025-05,575,9200000,KRW,7,568
