RISK_ID,CUSTOMER_ID,YEAR_MONTH,CREDIT_SCORE_CURRENT,PD_PCT,LGD_PCT,EAD_KRW,EXPECTED_LOSS_KRW,RISK_GRADE,RISK_GRADE_PREV,GRADE_CHANGE,COLLATERAL_VALUE_KRW,MARKET_RISK_VAR_KRW,LIQUIDITY_RISK_SCORE
RSK00000500,CUS014,2024-08,887,0.01,63.03,10340766,652,AAA,AAA,STABLE,11323054,15716640,4
RSK00000501,CUS014,2024-09,911,0.0101,20.83,153039430,3220,AAA,AAA,STABLE,180599815,3011031,9
RSK00000502,CUS014,2024-10,895,0.0099,24.34,360995131,8699,AAA,AAA,STABLE,443211723,4954634,7
RSK00000503,CUS014,2024-11,908,0.01,42.42,62944313,2670,AAA,AAA,STABLE,63601529,90083136,3
RSK00000504,CUS014,2024-12,939,0.0099,58.19,221320549,12750,AAA,AAA,STABLE,192176934,35702579,1
RSK00000505,CUS015,2022-01,797,0.4961,43.37,446510654,960706,BBB,,,405005258,82438054,6
RSK00000506,CUS015,2022-02,784,0.4998,31.66,263207036,416490,BBB,BBB,STABLE,362124869,68035280,7
RSK00000507,CUS015,2022-03,784,0.4964,64.13,177237443,564220,BBB,BBB,STABLE,,3242924,5
RSK00000508,CUS015,2022-04,811,0.4994,32.67,6202456,10120,BBB,BBB,STABLE,5809137,34754540,9
RSK00000509,CUS015,2022-05,775,0.5045,29.2,96969482,142850,BBB,BBB,STABLE,106502179,31232963,6
RSK00000510,CUS015,2022-06,776,0.502,72.66,312491944,1139824,BBB,BBB,STABLE,322295240,47326730,10
RSK00000511,CUS015,2022-07,789,0.499,29.66,349714999,517590,BBB,BBB,STABLE,450790578,85164340,1
RSK00000512,CUS015,2022-08,784,0.5034,40.62,363262966,742804,BBB,BBB,STABLE,472721459,14954946,1
RSK00000513,CUS015,2022-09,772,0.5005,30.11,343868325,518211,BBB,BBB,STABLE,318956381,11072835,4
RSK00000514,CUS015,2022-10,778,0.5026,77.99,231802646,908615,BBB,BBB,STABLE,246244014,29266732,2
RSK00000515,CUS015,2022-11,823,0.5001,41.97,421468912,884629,BBB,BBB,STABLE,438188701,9455255,7
RSK00000516,CUS015,2022-12,805,0.5014,36.01,289162847,522095,BBB,BBB,STABLE,374373083,73967655,9
RSK00000517,CUS015,2023-01,789,0.4951,35.38,29345531,51404,BBB,BBB,STABLE,30825158,96222755,3
RSK00000518,CUS015,2023-02,767,0.4983,40.82,425010985,864498,BBB,BBB,STABLE,433542586,9233845,10
RSK00000519,CUS015,2023-03,815,0.501,36.55,124281516,227579,BBB,BBB,STABLE,137475338,59269302,2
RSK00000520,CUS015,2023-04,780,0.5027,79.02,172805721,686442,BBB,BBB,STABLE,200684400,18554747,3
RSK00000521,CUS015,2023-05,793,0.5034,41.1,334599406,692277,BBB,BBB,STABLE,483060530,80580218,7
RSK00000522,CUS015,2023-06,812,0.4983,41.9,115844175,241868,BBB,BBB,STABLE,106640825,88644172,3
RSK00000523,CUS015,2023-07,796,0.5012,76.1,137248661,523485,BBB,BBB,STABLE,157018428,95407660,7
RSK00000524,CUS015,2023-08,767,0.4957,44.76,124575291,276402,BBB,BBB,STABLE,127153314,48417463,7
RSK00000525,CUS015,2023-09,820,0.5022,30.09,48401086,73140,BBB,BBB,STABLE,69263241,51704051,5
RSK00000526,CUS015,2023-10,780,0.5031,20.02,135976308,136956,BBB,BBB,STABLE,147039814,98486328,5
RSK00000527,CUS015,2023-11,818,0.5014,24.46,315603546,387064,BBB,BBB,STABLE,261528053,74703065,8
RSK00000528,CUS015,2023-12,771,0.4969,57.1,250470993,710661,BBB,BBB,STABLE,,20210795,3
RSK00000529,CUS015,2024-01,812,0.4983,28.87,424893547,611249,BBB,BBB,STABLE,557381416,6324704,7
RSK00000530,CUS015,2024-02,806,0.5039,79.45,406536954,1627565,BBB,BBB,STABLE,393813920,97062998,6
RSK00000531,CUS015,2024-03,780,0.5012,32.53,236930543,386292,BBB,BBB,STABLE,334086705,71234162,2
RSK00000532,CUS015,2024-04,802,0.5048,28.41,123344031,176892,BBB,BBB,STABLE,172862633,27587046,8
RSK00000533,CUS015,2024-05,783,0.5024,35.3,7028436,12465,BBB,BBB,STABLE,9743034,83153264,8
RSK00000534,CUS015,2024-06,817,0.5012,77.76,197763307,770749,BBB,BBB,STABLE,,75379851,8
RSK00000535,CUS015,2024-07,775,0.499,34.3,300553292,514418,BBB,BBB,STABLE,253875949,63710812,6
RSK00000536,CUS015,2024-08,795,0.4953,37.83,326570662,611902,BBB,BBB,STABLE,372653621,38284353,6
RSK00000537,CUS015,2024-09,797,0.5006,79.65,250913513,1000462,BBB,BBB,STABLE,222051321,61901767,10
RSK00000538,CUS015,2024-10,788,0.5016,76.7,273904304,1053784,BBB,BBB,STABLE,333074404,32726146,6
RSK00000539,CUS015,2024-11,776,0.5037,20.06,263160607,265903,BBB,BBB,STABLE,316209644,5740541,8
RSK00000540,CUS015,2024-12,773,0.4965,38.7,309418754,594534,BBB,BBB,STABLE,429437350,69035218,2
RSK00000541,CUS016,2022-01,716,0.5023,23.55,1709063601,2021680,BBB,,,1410984328,54031124,4
RSK00000542,CUS016,2022-02,751,0.4961,25.39,1820368985,2292933,BBB,BBB,STABLE,1950552105,50783150,5
RSK00000543,CUS016,2022-03,708,0.5017,23.02,158848449,183456,BBB,BBB,STABLE,190032504,67646430,10
RSK00000544,CUS016,2022-04,718,0.4953,76.07,539067973,2031072,BBB,BBB,STABLE,,94482238,2
RSK00000545,CUS016,2022-05,733,0.4976,64.74,1778153302,5728254,BBB,BBB,STABLE,2041480961,10452491,10
RSK00000546,CUS016,2022-06,712,0.5041,27.02,1976956795,2692770,BBB,BBB,STABLE,2523918349,32222951,6
RSK00000547,CUS016,2022-07,752,0.5027,35.51,986176718,1760412,BBB,BBB,STABLE,1113697544,42042605,8
RSK00000548,CUS016,2022-08,715,0.497,38.46,1235804349,2362193,BBB,BBB,STABLE,1780351826,39300916,1
RSK00000549,CUS016,2022-09,716,0.5001,76.39,688570901,2630523,BBB,BBB,STABLE,915440949,87172451,2
RSK00000550,CUS016,2022-10,723,0.4981,44.09,1921367164,4219558,BBB,BBB,STABLE,1930303193,39418826,10
RSK00000551,CUS016,2022-11,722,0.4996,40.62,332343058,674449,BBB,BBB,STABLE,423025644,97856762,4
RSK00000552,CUS016,2022-12,730,0.4999,71.67,1648656459,5906779,BBB,BBB,STABLE,2449878747,38350536,9
RSK00000553,CUS016,2023-01,748,0.4994,26.32,1203788447,1582285,BBB,BBB,STABLE,1022571605,6038272,2
RSK00000554,CUS016,2023-02,757,0.5007,39.28,1890032167,3717220,BBB,BBB,STABLE,2092844228,90036873,1
RSK00000555,CUS016,2023-03,716,0.4959,58.73,1483657153,4321034,BBB,BBB,STABLE,,63202064,1
RSK00000556,CUS016,2023-04,738,0.5038,27.62,1463218172,2036062,BBB,BBB,STABLE,1671477436,29408398,8
RSK00000557,CUS016,2023-05,723,0.4963,35.44,1830787633,3220149,BBB,BBB,STABLE,2216760193,36861232,5
RSK00000558,CUS016,2023-06,718,0.5026,27.78,1656297370,2312560,BBB,BBB,STABLE,2397883373,23048838,6
RSK00000559,CUS016,2023-07,755,0.4975,35.7,1893795411,3363523,BBB,BBB,STABLE,2792546669,42616851,1
RSK00000560,CUS016,2023-08,753,0.4973,35.54,1643371469,2904502,BBB,BBB,STABLE,2346973936,79053815,10
RSK00000561,CUS016,2023-09,729,0.4951,21.13,1131473434,1183687,BBB,BBB,STABLE,1611851127,73333994,5
RSK00000562,CUS016,2023-10,740,0.4954,24.49,1512531795,1835056,BBB,BBB,STABLE,1463576146,22410240,8
RSK00000563,CUS016,2023-11,703,0.4951,78.29,1948646881,7553224,BBB,BBB,STABLE,2102111267,7317977,10
RSK00000564,CUS016,2023-12,714,0.5022,41.58,320944415,670179,BBB,BBB,STABLE,357196450,62524332,5
RSK00000565,CUS016,2024-01,712,0.4974,21.45,1670798929,1782614,BBB,BBB,STABLE,1483523595,72660421,1
RSK00000566,CUS016,2024-02,758,0.5024,39.99,476126574,956585,BBB,BBB,STABLE,580707100,5447421,9
RSK00000567,CUS016,2024-03,740,0.5021,38.43,1736895692,3351462,BBB,BBB,STABLE,1917735491,3288055,2
RSK00000568,CUS016,2024-04,710,0.5017,62.35,696946263,2180117,BBB,BBB,STABLE,,33066624,6
RSK00000569,CUS016,2024-05,763,0.5046,23.59,1423501864,1694467,BBB,BBB,STABLE,1196732180,67306445,5
RSK00000570,CUS016,2024-06,713,0.5007,24.25,746560183,906472,BBB,BBB,STABLE,663437452,3608791,1
RSK00000571,CUS016,2024-07,715,0.5019,29.61,1691104543,2513194,BBB,BBB,STABLE,2410140037,42036932,10
RSK00000572,CUS016,2024-08,714,0.4979,36.53,480104271,873227,BBB,BBB,STABLE,693709286,83563140,6
RSK00000573,CUS016,2024-09,710,0.5034,29.65,947329709,1413966,BBB,BBB,STABLE,884931162,35634774,5
RSK00000574,CUS016,2024-10,725,0.4987,25.71,1235644334,1584291,BBB,BBB,STABLE,1614506733,77078984,1
RSK00000575,CUS016,2024-11,751,0.4964,55.83,1234567932,3421483,BBB,BBB,STABLE,1649247100,68187402,6
RSK00000576,CUS016,2024-12,756,0.5034,40.5,1406516805,2867564,BBB,BBB,STABLE,2034719580,41821999,3
RSK00000577,CUS017,2022-01,852,0.1497,36.42,17570847,9580,A,,,16701270,,9
RSK00000578,CUS017,2022-02,828,0.1515,64.73,494562592,484998,A,A,STABLE,482626897,,3
RSK00000579,CUS017,2022-03,816,0.1512,21.67,309361570,101362,A,A,STABLE,386054008,,9
RSK00000580,CUS017,2022-04,859,0.1494,21.23,392312151,124432,A,A,STABLE,540655532,,3
RSK00000581,CUS017,2022-05,853,0.15,34.7,323320956,168289,A,A,STABLE,368614593,,6
RSK00000582,CUS017,2022-06,806,0.1501,20.87,484438205,151754,A,A,STABLE,458610166,,5
RSK00000583,CUS017,2022-07,810,0.149,64.57,328254533,315811,A,A,STABLE,278742646,,6
RSK00000584,CUS017,2022-08,857,0.1504,40.99,296208244,182609,A,A,STABLE,252926923,,5
RSK00000585,CUS017,2022-09,802,0.1506,73.83,191051580,212426,A,A,STABLE,182734310,,5
RSK00000586,CUS017,2022-10,835,0.4982,30.18,286741481,431135,BBB,A,DOWNGRADE,356550507,,10
RSK00000587,CUS017,2022-11,823,0.4989,38.08,360914102,685669,BBB,BBB,STABLE,359772922,,8
RSK00000588,CUS017,2022-12,824,0.4963,75.86,205830407,774937,BBB,BBB,STABLE,231405376,,8
RSK00000589,CUS017,2023-01,857,0.5014,73.32,341445479,1255244,BBB,BBB,STABLE,472116236,,4
RSK00000590,CUS017,2023-02,808,0.5011,29.06,20015874,29147,BBB,BBB,STABLE,23516851,,5
RSK00000591,CUS017,2023-03,854,0.4997,28.31,160185868,226607,BBB,BBB,STABLE,237650777,,2
RSK00000592,CUS017,2023-04,805,0.5032,63.13,231606622,735745,BBB,BBB,STABLE,310935201,,3
RSK00000593,CUS017,2023-05,823,0.5018,73.21,323705061,1189188,BBB,BBB,STABLE,,,6
RSK00000594,CUS017,2023-06,857,0.4981,39.21,478970590,935454,BBB,BBB,STABLE,611161092,,8
RSK00000595,CUS017,2023-07,805,0.4999,59.94,464175747,1390856,BBB,BBB,STABLE,516243763,,5
RSK00000596,CUS017,2023-08,855,0.5024,74.07,81797260,304390,BBB,BBB,STABLE,70020628,,10
RSK00000597,CUS017,2023-09,799,0.5014,20.59,201162546,207677,BBB,BBB,STABLE,263148675,,8
RSK00000598,CUS017,2023-10,809,0.5013,44.42,446453972,994152,BBB,BBB,STABLE,507117017,,8
RSK00000599,CUS017,2023-11,845,0.5011,36.77,134005791,246912,BBB,BBB,STABLE,165871353,,7
RSK00000600,CUS017,2023-12,824,0.4987,33.35,164994046,274412,BBB,BBB,STABLE,203472205,,7
RSK00000601,CUS017,2024-01,823,0.4979,64.96,185113712,598724,BBB,BBB,STABLE,271038997,,6
RSK00000602,CUS017,2024-02,828,0.4987,43.0,270627770,580337,BBB,BBB,STABLE,355562902,,8
RSK00000603,CUS017,2024-03,847,0.4998,59.29,410236437,1215659,BBB,BBB,STABLE,,,8
RSK00000604,CUS017,2024-04,830,0.4986,63.8,463019566,1472897,BBB,BBB,STABLE,413162604,,7
RSK00000605,CUS017,2024-05,805,0.4965,26.71,417216178,553292,BBB,BBB,STABLE,516335602,,10
RSK00000606,CUS017,2024-06,834,0.4974,26.7,169788199,225489,BBB,BBB,STABLE,192274125,,9
RSK00000607,CUS017,2024-07,819,0.4985,66.51,370705963,1229084,BBB,BBB,STABLE,420549504,,10
RSK00000608,CUS017,2024-08,856,0.5026,68.33,197277566,677504,BBB,BBB,STABLE,286136734,,5
RSK00000609,CUS017,2024-09,815,0.4984,27.37,69060411,94207,BBB,BBB,STABLE,99751574,,4
RSK00000610,CUS017,2024-10,859,0.498,32.04,100059843,159655,BBB,BBB,STABLE,131588938,,9
RSK00000611,CUS017,2024-11,816,0.4995,29.75,73745307,109586,BBB,BBB,STABLE,107319049,,2
RSK00000612,CUS017,2024-12,802,0.5022,43.08,301927124,653213,BBB,BBB,STABLE,447362755,,7
RSK00000613,CUS018,2022-01,340,15.0692,26.18,181336666,7153943,D,,,146244353,,6
RSK00000614,CUS018,2022-02,364,14.9203,32.18,241836221,11611410,D,D,STABLE,346112244,,7
RSK00000615,CUS018,2022-03,364,15.0568,30.83,119039570,5525830,D,D,STABLE,120997327,,3
RSK00000616,CUS018,2022-04,344,14.8789,27.66,143998662,5926270,D,D,STABLE,157549241,,10
RSK00000617,CUS018,2022-05,368,14.8658,39.71,478508632,28247365,D,D,STABLE,566283391,,7
RSK00000618,CUS018,2022-06,360,14.8916,58.75,111629649,9766271,D,D,STABLE,107638215,,9
RSK00000619,CUS018,2022-07,388,14.8714,59.57,59993034,5314719,D,D,STABLE,60013765,,10
RSK00000620,CUS018,2022-08,374,15.0162,34.46,94501882,4890078,D,D,STABLE,111920640,,5
RSK00000621,CUS018,2022-09,377,14.9897,23.65,194840002,6907203,D,D,STABLE,170199673,,8
RSK00000622,CUS018,2022-10,334,15.1292,39.24,387643920,23013249,D,D,STABLE,546124477,,10
RSK00000623,CUS018,2022-11,386,14.8842,28.91,371971437,16006014,D,D,STABLE,384723999,,2
RSK00000624,CUS018,2022-12,377,15.1309,44.29,92605536,6205937,D,D,STABLE,114050236,,8
RSK00000625,CUS018,2023-01,357,14.8526,27.33,492371895,19986437,D,D,STABLE,649985428,,3
RSK00000626,CUS018,2023-02,369,15.0377,41.47,406632553,25358152,D,D,STABLE,572011505,,3
RSK00000627,CUS018,2023-03,352,14.8694,78.39,428617473,49960178,D,D,STABLE,,,4
RSK00000628,CUS018,2023-04,368,15.0457,41.91,346419754,21844027,D,D,STABLE,409554254,,2
RSK00000629,CUS018,2023-05,376,14.8843,29.89,3273230,145623,D,D,STABLE,3801235,,5
RSK00000630,CUS018,2023-06,367,14.8783,44.19,131622209,8653793,D,D,STABLE,165176905,,4
RSK00000631,CUS018,2023-07,330,14.9354,28.82,299253225,12881003,D,D,STABLE,308314189,,7
RSK00000632,CUS018,2023-08,335,15.0666,34.25,157003208,8101853,D,D,STABLE,188247881,,7
RSK00000633,CUS018,2023-09,386,14.9526,41.49,217905180,13518475,D,D,STABLE,315889687,,5
RSK00000634,CUS018,2023-10,361,15.0423,29.31,191855288,8458704,D,D,STABLE,266514035,,3
RSK00000635,CUS018,2023-11,390,15.1179,36.72,276050579,15324376,D,D,STABLE,305856828,,7
RSK00000636,CUS018,2023-12,351,15.0651,41.95,382030368,24143591,D,D,STABLE,412563665,,10
RSK00000637,CUS018,2024-01,341,14.9122,77.65,468570692,54257315,D,D,STABLE,609087036,,2
RSK00000638,CUS018,2024-02,358,14.882,29.2,37868688,1645600,D,D,STABLE,54039331,,5
RSK00000639,CUS018,2024-03,362,14.9158,38.2,256354507,14606658,D,D,STABLE,206626228,,5
RSK00000640,CUS018,2024-04,377,14.867,21.57,282786522,9068432,D,D,STABLE,283302957,,8
RSK00000641,CUS018,2024-05,384,14.8588,24.73,167646170,6160295,D,D,STABLE,233285292,,8
RSK00000642,CUS018,2024-06,331,15.0236,30.44,202867151,9277488,D,D,STABLE,281362533,,6
RSK00000643,CUS018,2024-07,383,14.895,39.48,57692895,3392657,D,D,STABLE,48885479,,2
RSK00000644,CUS018,2024-08,347,14.8527,30.77,196359509,8973975,D,D,STABLE,280718038,,5
RSK00000645,CUS018,2024-09,337,15.0326,39.48,78772241,4675030,D,D,STABLE,103498445,,3
RSK00000646,CUS018,2024-10,351,15.0331,28.55,345917379,14846601,D,D,STABLE,295499361,,2
RSK00000647,CUS018,2024-11,347,14.882,26.32,438849416,17189479,D,D,STABLE,578822139,,9
RSK00000648,CUS018,2024-12,350,15.0214,42.36,227692062,14488194,D,D,STABLE,197528989,,8
RSK00000649,CUS019,2022-01,912,0.0503,39.11,463483862,91178,AA,,,675252415,25705907,4
RSK00000650,CUS019,2022-02,854,0.05,38.52,466272825,89804,AA,AA,STABLE,485645332,55088237,8
RSK00000651,CUS019,2022-03,859,0.0498,41.99,251100628,52508,AA,AA,STABLE,233166349,26426457,10
RSK00000652,CUS019,2022-04,884,0.0498,68.24,173564899,58983,AA,AA,STABLE,211261061,83992660,2
RSK00000653,CUS019,2022-05,901,0.0497,38.41,111529739,21291,AA,AA,STABLE,99248499,78221691,2
RSK00000654,CUS019,2022-06,856,0.0496,71.19,79485381,28066,AA,AA,STABLE,91287416,43469071,10
RSK00000655,CUS019,2022-07,874,0.0498,38.0,152503190,28860,AA,AA,STABLE,173111622,28889761,7
RSK00000656,CUS019,2022-08,904,0.0496,23.94,341110433,40504,AA,AA,STABLE,304289651,10089221,7
RSK00000657,CUS019,2022-09,862,0.05,70.44,472849927,166538,AA,AA,STABLE,623004305,14299476,6
RSK00000658,CUS019,2022-10,860,0.0496,33.65,340696856,56864,AA,AA,STABLE,298295369,13857793,7
RSK00000659,CUS019,2022-11,892,0.0504,24.57,182432291,22591,AA,AA,STABLE,243848379,26854164,7
RSK00000660,CUS019,2022-12,890,0.05,42.8,194437278,41610,AA,AA,STABLE,176932826,15527518,8
RSK00000661,CUS019,2023-01,866,0.0501,37.7,224202850,42347,AA,AA,STABLE,196037473,38088692,8
RSK00000662,CUS019,2023-02,890,0.0496,72.7,128792237,46441,AA,AA,STABLE,,48516152,9
RSK00000663,CUS019,2023-03,859,0.0498,56.03,218975536,61101,AA,AA,STABLE,180810832,74787772,1
RSK00000664,CUS019,2023-04,889,0.0501,56.55,198043678,56109,AA,AA,STABLE,,92951281,7
RSK00000665,CUS019,2023-05,884,0.0501,30.26,145563821,22068,AA,AA,STABLE,165268350,31444229,10
RSK00000666,CUS019,2023-06,861,0.0503,26.49,356673989,47525,AA,AA,STABLE,477402747,13152029,8
RSK00000667,CUS019,2023-07,888,0.05,33.34,304276304,50723,AA,AA,STABLE,261024582,49734268,2
RSK00000668,CUS019,2023-08,854,0.0498,74.1,317905869,117313,AA,AA,STABLE,442412518,49842961,8
RSK00000669,CUS019,2023-09,885,0.05,43.94,145560487,31980,AA,AA,STABLE,120007257,31662967,1
RSK00000670,CUS019,2023-10,877,0.0497,61.89,315338745,96996,AA,AA,STABLE,310267975,48883948,8
RSK00000671,CUS019,2023-11,861,0.0497,38.2,429585489,81559,AA,AA,STABLE,636999572,14239054,6
RSK00000672,CUS019,2023-12,877,0.0504,29.03,221233777,32369,AA,AA,STABLE,312657092,49413353,1
RSK00000673,CUS019,2024-01,860,0.0498,73.92,75342967,27735,AA,AA,STABLE,69451036,75588061,9
RSK00000674,CUS019,2024-02,911,0.05,23.39,103717778,12130,AA,AA,STABLE,106576299,18039861,6
RSK00000675,CUS019,2024-03,914,0.0501,72.17,439959736,159077,AA,AA,STABLE,,12962724,8
RSK00000676,CUS019,2024-04,909,0.0502,44.65,82744430,18547,AA,AA,STABLE,69218834,36682652,5
RSK00000677,CUS019,2024-05,902,0.0503,44.03,402018077,89035,AA,AA,STABLE,527210546,69748858,8
RSK00000678,CUS019,2024-06,912,0.0499,35.23,168814936,29677,AA,AA,STABLE,198789917,41777361,8
RSK00000679,CUS019,2024-07,907,0.05,30.41,130382786,19825,AA,AA,STABLE,150912008,41588181,10
RSK00000680,CUS019,2024-08,876,0.0503,57.11,259090067,74427,AA,AA,STABLE,,31161050,3
RSK00000681,CUS019,2024-09,897,0.05,30.27,393617902,59574,AA,AA,STABLE,445600249,36709270,8
RSK00000682,CUS019,2024-10,904,0.05,55.48,239676642,66486,AA,AA,STABLE,350618200,19522708,9
RSK00000683,CUS019,2024-11,882,0.0505,70.53,85437974,30431,AA,AA,STABLE,103018584,23277192,10
RSK00000684,CUS019,2024-12,883,0.0499,79.11,337441319,133208,AA,AA,STABLE,398336044,9497841,10
RSK00000685,CUS020,2022-01,356,14.9279,38.39,92651383,5309685,D,,,122342643,89519450,8
RSK00000686,CUS020,2022-02,357,15.0998,35.65,117536897,6327104,D,D,STABLE,97227537,90843794,1
RSK00000687,CUS020,2022-03,374,14.9178,63.96,66861109,6379502,D,D,STABLE,,40970360,10
RSK00000688,CUS020,2022-04,357,15.0845,20.76,402599000,12607558,D,D,STABLE,514398871,89988782,2
RSK00000689,CUS020,2022-05,329,15.1091,34.28,424394512,21981087,D,D,STABLE,466456887,34928383,9
RSK00000690,CUS020,2022-06,361,14.9064,76.41,196168274,22343528,D,D,STABLE,267869951,29889540,5
RSK00000691,CUS020,2022-07,347,15.0904,31.67,54876398,2622614,D,D,STABLE,59135585,16754487,1
RSK00000692,CUS020,2022-08,335,14.8924,30.57,376541525,17142455,D,D,STABLE,426038654,54348208,2
RSK00000693,CUS020,2022-09,329,14.9345,30.23,443036978,20001788,D,D,STABLE,386132927,85807724,10
RSK00000694,CUS020,2022-10,335,14.939,25.14,76190591,2861463,D,D,STABLE,105479635,32492429,10
RSK00000695,CUS020,2022-11,371,15.0615,74.77,207522468,23370109,D,D,STABLE,,85678436,4
RSK00000696,CUS020,2022-12,367,14.9865,29.86,495248118,22162199,D,D,STABLE,419444090,92825909,10
RSK00000697,CUS020,2023-01,377,14.8576,27.25,69502684,2813952,D,D,STABLE,88209096,97683938,8
RSK00000698,CUS020,2023-02,369,15.0303,59.89,262065747,23590233,D,D,STABLE,237780261,10161592,9
RSK00000699,CUS020,2023-03,342,14.8996,63.84,157218098,14954436,D,D,STABLE,159715149,25405482,8
RSK00000700,CUS020,2023-04,345,14.9924,67.89,335422314,34140425,D,D,STABLE,,97576240,6
RSK00000701,CUS020,2023-05,348,15.0315,60.51,225958209,20552166,D,D,STABLE,,13918324,9
RSK00000702,CUS020,2023-06,338,14.9907,44.21,90265514,5982246,D,D,STABLE,103437243,93216858,4
RSK00000703,CUS020,2023-07,325,14.8842,33.65,217341982,10885646,D,D,STABLE,280123039,88002537,7
RSK00000704,CUS020,2023-08,361,14.9088,34.44,19827431,1018057,D,D,STABLE,21687573,92468164,5
RSK00000705,CUS020,2023-09,353,15.1224,21.92,286384787,9493169,D,D,STABLE,305862916,34220600,9
RSK00000706,CUS020,2023-10,334,15.0435,75.42,215764893,24480270,D,D,STABLE,,62848863,1
RSK00000707,CUS020,2023-11,372,15.0578,78.37,50950006,6012507,D,D,STABLE,57059334,18132892,10
RSK00000708,CUS020,2023-12,358,15.1094,73.68,179907551,20028399,D,D,STABLE,,91693259,5
RSK00000709,CUS020,2024-01,329,15.1247,24.47,174045318,6441442,D,D,STABLE,232565618,70431357,7
RSK00000710,CUS020,2024-02,333,15.0416,44.29,188910093,12585048,D,D,STABLE,160329487,93767708,7
RSK00000711,CUS020,2024-03,356,14.9981,61.08,303395277,27793554,D,D,STABLE,375659745,89846244,9
RSK00000712,CUS020,2024-04,370,14.9761,75.92,124354733,14138953,D,D,STABLE,,68277683,7
RSK00000713,CUS020,2024-05,375,15.0811,41.5,144647524,9052992,D,D,STABLE,194244663,23341929,9
RSK00000714,CUS020,2024-06,356,14.9149,38.51,21631104,1242432,D,D,STABLE,23249192,74498723,8
RSK00000715,CUS020,2024-07,344,14.9014,24.9,211759486,7857227,D,D,STABLE,190014768,67535906,2
RSK00000716,CUS020,2024-08,384,15.0681,72.0,83362548,9044030,D,D,STABLE,,64063471,6
RSK00000717,CUS020,2024-09,382,15.0384,28.12,177414031,7502481,D,D,STABLE,247422000,5821686,9
RSK00000718,CUS020,2024-10,347,14.9023,40.05,8467784,505389,D,D,STABLE,10422361,48485520,7
RSK00000719,CUS020,2024-11,365,14.9707,55.72,9507983,793125,D,D,STABLE,13822984,75180406,5
RSK00000720,CUS020,2024-12,361,15.0357,35.86,167934813,9054713,D,D,STABLE,163857825,36593611,1
RSK00000721,CUS021,2022-01,413,8.9105,30.8,1718099742,47152113,CCC,,,1549648678,,5
RSK00000722,CUS021,2022-02,459,8.9796,44.61,526670498,21097364,CCC,CCC,STABLE,517213628,,10
RSK00000723,CUS021,2022-03,447,8.995,28.71,1679997747,43385345,CCC,CCC,STABLE,2128231612,,8
RSK00000724,CUS021,2022-04,423,8.9957,23.8,723352279,15486803,CCC,CCC,STABLE,817498619,,6
RSK00000725,CUS021,2022-05,413,9.0198,44.05,153144891,6084786,CCC,CCC,STABLE,169817988,,2
RSK00000726,CUS021,2022-06,413,9.0147,20.57,1531348037,28396151,CCC,CCC,STABLE,1992256196,,9
RSK00000727,CUS021,2022-07,438,8.9243,39.52,695346055,24524044,CCC,CCC,STABLE,629849887,,2
RSK00000728,CUS021,2022-08,469,9.0625,71.53,17552398,1137818,CCC,CCC,STABLE,18265520,,7
RSK00000729,CUS021,2022-09,426,9.0521,78.64,93139432,6630197,CCC,CCC,STABLE,91463530,,7
RSK00000730,CUS021,2022-10,472,8.921,78.83,1434230870,100861200,CCC,CCC,STABLE,,,6
RSK00000731,CUS021,2022-11,432,8.9555,36.39,1170642200,38150134,CCC,CCC,STABLE,1498811368,,3
RSK00000732,CUS021,2022-12,430,8.9394,31.5,246588414,6943710,CCC,CCC,STABLE,222439758,,10
RSK00000733,CUS021,2023-01,455,8.9368,61.04,214214688,11685460,CCC,CCC,STABLE,316611838,,2
RSK00000734,CUS021,2023-02,434,9.0635,21.2,1488812811,28606972,CCC,CCC,STABLE,2024320076,,9
RSK00000735,CUS021,2023-03,414,9.0761,75.56,741433852,50846801,CCC,CCC,STABLE,660721662,,1
RSK00000736,CUS021,2023-04,422,8.9734,43.43,691256666,26939293,CCC,CCC,STABLE,674093026,,2
RSK00000737,CUS021,2023-05,450,14.9403,59.78,1029206425,91921630,D,CCC,DOWNGRADE,,,10
RSK00000738,CUS021,2023-06,439,15.0724,35.85,313128519,16919760,D,D,STABLE,458585506,,3
RSK00000739,CUS021,2023-07,447,15.0014,31.94,542213068,25979853,D,D,STABLE,708104371,,6
RSK00000740,CUS021,2023-08,446,14.9437,59.64,152922278,13629080,D,D,STABLE,166757462,,5
RSK00000741,CUS021,2023-09,451,15.1417,65.54,684600524,67938867,D,D,STABLE,,,9
RSK00000742,CUS021,2023-10,430,14.9135,69.66,1065383367,110679952,D,D,STABLE,,,9
RSK00000743,CUS021,2023-11,436,15.0982,22.1,379956253,12678009,D,D,STABLE,408401400,,3
RSK00000744,CUS021,2023-12,456,15.0922,29.93,1559290866,70434657,D,D,STABLE,1867978200,,6
RSK00000745,CUS021,2024-01,433,15.0627,65.99,1018704286,101257940,D,D,STABLE,892893586,,7
RSK00000746,CUS021,2024-02,418,14.8737,32.02,1670868405,79576089,D,D,STABLE,1646482758,,8
RSK00000747,CUS021,2024-03,419,15.1326,31.64,1002140775,47982046,D,D,STABLE,968586361,,3
RSK00000748,CUS021,2024-04,451,15.0755,36.96,957031530,53324886,D,D,STABLE,832014308,,9
RSK00000749,CUS021,2024-05,465,15.0149,38.64,1180624930,68496994,D,D,STABLE,1635286622,,2
