USAGE_ID,METER_ID,USAGE_DATE,USAGE_KWH,PEAK_KW,OFFPEAK_KW,REACTIVE_KVARH,POWER_FACTOR,IS_PEAK_DAY,ESTIMATED_FLAG
7563,MTR003,2024-01-14,9467.07,459.0,289.71,862.18,0.851,0,N
7564,MTR004,2024-01-14,636.21,34.74,24.75,60.81,0.939,0,Y
7565,MTR005,2024-01-14,9484.31,431.68,332.56,1203.53,0.868,0,N
7566,MTR006,2024-01-14,1297.39,67.38,47.65,152.96,0.87,0,N
7567,MTR007,2024-01-14,7220.42,345.12,259.41,1659.1,0.931,0,N
7568,MTR008,2024-01-14,316.07,15.71,8.92,58.97,0.977,0,N
7569,MTR009,2024-01-14,13062.05,596.36,419.69,2854.77,0.892,0,N
7570,MTR010,2024-01-14,202.26,9.67,7.08,48.71,0.898,0,N
7571,MTR011,2024-01-14,7864.09,418.71,249.47,1643.21,0.85,0,N
7572,MTR012,2024-01-14,667.98,30.91,19.77,73.11,0.888,0,N
7573,MTR013,2024-01-14,3674.74,180.33,155.85,902.83,0.855,0,N
7574,MTR014,2024-01-14,746.84,35.47,22.1,137.3,0.9,0,N
7575,MTR015,2024-01-14,265.86,14.12,7.99,22.87,,0,N
7576,MTR016,2024-01-14,136.29,6.81,4.09,26.95,,0,N
7577,MTR017,2024-01-14,14485.24,755.12,464.02,2157.49,0.914,0,N
7578,MTR018,2024-01-14,192.82,9.14,8.13,28.06,0.968,0,N
7579,MTR019,2024-01-14,45308.64,2478.93,1555.73,9180.81,,0,N
7580,MTR020,2024-01-14,213.98,10.92,7.5,44.14,,0,N
7581,MTR001,2024-01-15,8213.83,379.13,243.06,1126.15,0.931,1,N
7582,MTR002,2024-01-15,10236.93,529.55,317.51,1599.01,0.868,1,N
7583,MTR003,2024-01-15,11051.16,507.7,444.7,1040.31,0.983,1,N
7584,MTR004,2024-01-15,934.46,45.54,29.14,232.76,0.895,1,N
7585,MTR005,2024-01-15,10683.05,502.9,338.32,2320.04,0.939,1,N
7586,MTR006,2024-01-15,2232.71,103.46,86.78,141.74,0.924,1,Y
7587,MTR007,2024-01-15,8812.39,446.51,333.43,1292.92,0.922,1,N
7588,MTR008,2024-01-15,593.31,32.2,17.13,35.33,0.936,1,N
7589,MTR009,2024-01-15,15307.3,749.73,488.05,2422.74,,1,N
7590,MTR010,2024-01-15,379.67,18.11,11.94,28.57,0.887,1,N
7591,MTR011,2024-01-15,9553.27,452.74,315.42,1146.87,0.934,1,N
7592,MTR012,2024-01-15,892.87,43.46,33.9,84.41,,1,N
7593,MTR013,2024-01-15,3988.31,191.22,160.61,668.14,,1,N
7594,MTR014,2024-01-15,1161.64,58.45,39.82,99.8,0.94,1,N
7595,MTR015,2024-01-15,402.23,20.06,10.82,64.37,0.975,1,N
7596,MTR016,2024-01-15,108.32,5.66,4.14,25.89,0.935,1,N
7597,MTR017,2024-01-15,16104.56,893.53,506.84,2359.33,0.943,1,N
7598,MTR018,2024-01-15,168.05,9.01,4.62,28.15,0.879,1,N
7599,MTR019,2024-01-15,41900.34,2199.56,1358.49,5502.71,0.981,1,N
7600,MTR020,2024-01-15,177.17,9.65,5.67,39.22,,1,Y
7601,MTR001,2024-01-16,8412.51,409.05,316.76,1501.21,0.852,1,N
7602,MTR002,2024-01-16,3476.28,158.48,103.42,297.79,0.862,1,N
7603,MTR003,2024-01-16,10669.07,488.48,344.77,1931.83,,1,N
7604,MTR004,2024-01-16,954.56,51.66,28.06,181.13,0.948,1,N
7605,MTR005,2024-01-16,11241.84,521.53,416.85,1905.94,0.935,1,N
7606,MTR006,2024-01-16,2366.39,128.47,65.36,323.16,0.931,1,N
7607,MTR007,2024-01-16,8925.14,409.4,277.87,1746.01,0.862,1,N
7608,MTR008,2024-01-16,546.33,28.74,18.19,94.02,,1,N
7609,MTR009,2024-01-16,15061.91,692.09,484.35,3044.73,,1,N
7610,MTR010,2024-01-16,381.97,19.92,13.59,88.46,0.932,1,N
7611,MTR011,2024-01-16,9406.18,471.23,334.54,1070.2,,1,N
7612,MTR012,2024-01-16,984.42,46.25,34.79,146.63,0.866,1,N
7613,MTR013,2024-01-16,4115.57,196.56,133.3,724.8,0.905,1,N
7614,MTR014,2024-01-16,1137.39,56.62,39.41,85.83,0.852,1,N
7615,MTR015,2024-01-16,401.75,19.2,11.15,46.94,0.959,1,N
7616,MTR016,2024-01-16,104.48,5.72,3.91,21.65,0.858,1,N
7617,MTR017,2024-01-16,16393.38,755.2,480.34,3358.08,0.933,1,Y
7618,MTR018,2024-01-16,186.1,8.69,6.6,31.71,0.93,1,N
7619,MTR019,2024-01-16,45254.87,2456.99,1663.02,11173.33,0.96,1,N
7620,MTR020,2024-01-16,456.57,22.12,15.58,76.79,0.869,1,N
7621,MTR001,2024-01-17,8575.22,419.25,344.34,1934.81,0.961,1,N
7622,MTR002,2024-01-17,3547.13,188.98,119.75,755.55,0.961,1,N
7623,MTR003,2024-01-17,11390.83,572.04,341.78,1018.15,0.901,1,Y
7624,MTR004,2024-01-17,971.68,50.49,37.43,207.64,0.989,1,N
7625,MTR005,2024-01-17,10790.98,518.57,425.03,1695.69,0.868,1,N
7626,MTR006,2024-01-17,1949.21,96.12,66.27,454.35,0.913,1,N
7627,MTR007,2024-01-17,8578.17,435.42,297.43,770.88,0.988,1,N
7628,MTR008,2024-01-17,528.05,24.95,13.7,42.19,0.89,1,N
7629,MTR009,2024-01-17,14967.88,759.96,583.45,1606.45,0.937,1,N
7630,MTR010,2024-01-17,352.0,17.27,9.92,38.92,,1,N
7631,MTR011,2024-01-17,9326.2,455.6,328.38,1204.81,,1,N
7632,MTR012,2024-01-17,890.92,41.23,35.18,132.45,0.925,1,N
7633,MTR013,2024-01-17,278.32,15.42,10.09,54.83,0.871,1,N
7634,MTR014,2024-01-17,1117.86,57.18,38.19,160.83,0.892,1,N
7635,MTR015,2024-01-17,380.88,18.35,12.2,57.67,0.94,1,N
7636,MTR016,2024-01-17,104.74,5.38,3.26,23.21,,1,N
7637,MTR017,2024-01-17,15479.95,855.82,531.14,2821.95,,1,N
7638,MTR018,2024-01-17,198.18,9.14,6.06,14.48,0.881,1,N
7639,MTR019,2024-01-17,42731.85,2292.02,1492.66,5779.5,0.967,1,N
7640,MTR020,2024-01-17,202.01,9.85,7.51,17.86,0.863,1,N
7641,MTR001,2024-01-18,8871.7,423.8,236.29,2212.09,0.875,1,N
7642,MTR002,2024-01-18,3520.03,162.72,92.01,857.0,0.987,1,N
7643,MTR003,2024-01-18,11071.63,520.0,372.75,1863.6,0.859,1,N
7644,MTR004,2024-01-18,1037.42,49.51,42.17,139.15,0.922,1,N
7645,MTR005,2024-01-18,10687.23,529.73,317.44,1534.77,,1,N
7646,MTR006,2024-01-18,2039.09,97.34,73.28,154.65,0.96,1,N
7647,MTR007,2024-01-18,8694.79,450.7,283.03,1262.53,0.896,1,N
7648,MTR008,2024-01-18,516.35,24.96,18.78,120.8,0.973,1,N
7649,MTR009,2024-01-18,14994.84,821.43,546.95,2385.56,0.9,1,N
7650,MTR010,2024-01-18,357.49,18.15,14.1,47.66,0.973,1,N
7651,MTR011,2024-01-18,9076.61,463.92,233.6,2227.77,0.924,1,N
7652,MTR012,2024-01-18,900.88,40.96,25.66,54.08,,1,N
7653,MTR013,2024-01-18,4012.38,194.04,113.94,372.98,0.926,1,N
7654,MTR014,2024-01-18,1241.74,64.7,42.02,125.92,,1,N
7655,MTR015,2024-01-18,402.89,18.69,12.99,71.88,0.861,1,N
7656,MTR016,2024-01-18,121.55,6.36,3.99,25.43,0.86,1,N
7657,MTR017,2024-01-18,16024.15,795.67,651.13,972.87,,1,N
7658,MTR018,2024-01-18,191.31,10.53,6.73,19.68,0.875,1,N
7659,MTR019,2024-01-18,41171.62,1894.81,1473.19,4696.51,0.945,1,N
7660,MTR020,2024-01-18,201.09,9.68,6.61,27.58,0.872,1,N
7661,MTR001,2024-01-19,8471.75,412.85,222.69,899.11,0.863,1,N
7662,MTR002,2024-01-19,3534.75,166.81,117.92,517.93,0.901,1,N
7663,MTR003,2024-01-19,11539.01,596.59,380.85,716.3,0.963,1,N
7664,MTR004,2024-01-19,1022.06,48.35,27.29,147.0,,1,N
7665,MTR005,2024-01-19,10945.76,603.5,443.75,1144.14,0.927,1,N
7666,MTR006,2024-01-19,2045.74,101.6,63.02,374.74,0.912,1,N
7667,MTR007,2024-01-19,8499.64,397.18,298.77,453.72,0.905,1,N
7668,MTR008,2024-01-19,585.55,31.64,18.19,57.61,0.857,1,N
7669,MTR009,2024-01-19,15387.64,807.19,672.52,3292.17,0.941,1,Y
7670,MTR010,2024-01-19,323.13,17.0,8.73,58.68,0.97,1,N
7671,MTR011,2024-01-19,9238.54,508.18,328.83,1169.8,0.915,1,N
7672,MTR012,2024-01-19,962.26,52.25,30.83,194.0,0.901,1,N
7673,MTR013,2024-01-19,4035.65,218.85,135.41,714.86,0.87,1,N
7674,MTR014,2024-01-19,1168.97,57.12,42.75,186.93,0.961,1,N
7675,MTR015,2024-01-19,436.88,22.49,16.93,46.89,0.895,1,N
7676,MTR016,2024-01-19,109.18,4.97,3.02,6.68,0.964,1,N
7677,MTR017,2024-01-19,16670.21,805.24,515.01,2612.05,0.982,1,N
7678,MTR018,2024-01-19,4.27,0.22,0.11,1.02,0.936,1,N
7679,MTR019,2024-01-19,42847.37,2171.49,1506.94,2495.31,0.955,1,N
7680,MTR020,2024-01-19,183.5,8.66,6.6,17.43,0.913,1,N
7681,MTR001,2024-01-20,7503.7,368.03,275.37,1397.54,,0,N
7682,MTR002,2024-01-20,2876.58,151.76,92.06,231.29,0.99,0,N
7683,MTR003,2024-01-20,10055.23,459.0,288.56,1074.01,0.957,0,N
7684,MTR004,2024-01-20,632.91,32.23,16.3,134.09,,0,N
7685,MTR005,2024-01-20,9158.04,418.62,273.66,1731.58,0.883,0,N
7686,MTR006,2024-01-20,1418.69,76.37,42.71,351.15,0.851,0,Y
7687,MTR007,2024-01-20,7689.64,361.22,300.85,701.89,,0,N
7688,MTR008,2024-01-20,355.49,16.77,9.38,33.86,,0,N
7689,MTR009,2024-01-20,13384.18,673.74,507.13,1211.52,0.857,0,N
7690,MTR010,2024-01-20,242.82,13.27,6.96,29.41,0.975,0,N
7691,MTR011,2024-01-20,8255.57,406.65,257.73,669.53,0.94,0,N
7692,MTR012,2024-01-20,672.53,32.23,20.03,69.76,0.921,0,N
7693,MTR013,2024-01-20,3302.76,165.85,102.75,657.09,0.988,0,N
7694,MTR014,2024-01-20,739.02,37.93,25.38,180.61,0.945,0,N
7695,MTR015,2024-01-20,264.99,12.33,7.97,38.94,0.905,0,N
7696,MTR016,2024-01-20,115.58,5.37,3.55,22.69,0.979,0,N
7697,MTR017,2024-01-20,13536.11,615.37,536.06,3221.22,0.955,0,N
7698,MTR018,2024-01-20,203.34,11.28,8.11,47.48,0.937,0,N
7699,MTR019,2024-01-20,45804.14,2246.62,1685.12,7359.0,0.941,0,N
7700,MTR020,2024-01-20,203.64,10.94,5.51,31.34,0.857,0,N
7701,MTR001,2024-01-21,7241.68,335.24,248.78,646.32,0.922,0,N
7702,MTR002,2024-01-21,80.75,3.95,2.54,18.88,,0,N
7703,MTR003,2024-01-21,9570.56,486.16,362.98,1794.91,0.949,0,N
7704,MTR004,2024-01-21,580.77,30.98,15.08,109.93,0.953,0,Y
7705,MTR005,2024-01-21,9903.11,478.9,320.84,941.85,0.914,0,N
7706,MTR006,2024-01-21,1375.4,71.05,49.72,264.45,0.925,0,N
7707,MTR007,2024-01-21,7789.38,399.46,253.25,606.96,0.86,0,N
7708,MTR008,2024-01-21,357.0,17.96,13.16,34.07,0.93,0,N
7709,MTR009,2024-01-21,13906.68,755.54,480.82,2399.95,0.95,0,N
7710,MTR010,2024-01-21,209.51,9.94,8.55,32.68,0.917,0,Y
7711,MTR011,2024-01-21,8037.91,406.15,244.93,1953.07,0.865,0,N
7712,MTR012,2024-01-21,578.61,31.44,20.89,40.26,0.981,0,N
7713,MTR013,2024-01-21,3573.72,177.57,147.46,437.17,,0,N
7714,MTR014,2024-01-21,701.12,34.24,25.16,143.83,0.986,0,N
7715,MTR015,2024-01-21,234.28,11.83,5.98,47.39,0.978,0,N
7716,MTR016,2024-01-21,119.73,5.53,3.21,14.87,,0,N
7717,MTR017,2024-01-21,13515.69,650.41,537.02,2853.57,0.984,0,N
7718,MTR018,2024-01-21,206.53,10.35,6.85,45.21,0.851,0,N
7719,MTR019,2024-01-21,40967.56,1917.9,1135.82,2253.16,0.871,0,N
7720,MTR020,2024-01-21,587.75,27.28,19.61,105.5,0.921,0,N
7721,MTR001,2024-01-22,8453.43,399.4,221.98,1241.27,0.923,1,N
7722,MTR002,2024-01-22,3611.17,186.37,118.6,510.63,0.94,1,N
7723,MTR003,2024-01-22,11238.39,526.06,393.09,1827.05,0.913,1,N
7724,MTR004,2024-01-22,936.81,43.56,34.51,224.23,0.95,1,N
7725,MTR005,2024-01-22,11307.93,546.66,306.05,1045.99,0.886,1,N
7726,MTR006,2024-01-22,2180.48,105.62,79.53,444.78,0.977,1,N
7727,MTR007,2024-01-22,8966.08,470.77,326.65,1746.0,0.959,1,N
7728,MTR008,2024-01-22,593.51,27.51,23.48,109.62,0.941,1,N
7729,MTR009,2024-01-22,15812.0,782.86,586.84,3205.13,0.86,1,N
7730,MTR010,2024-01-22,325.82,16.88,9.77,53.59,0.952,1,N
7731,MTR011,2024-01-22,9458.89,522.98,291.73,1791.41,0.988,1,N
7732,MTR012,2024-01-22,1069.8,49.7,38.0,160.53,0.987,1,N
7733,MTR013,2024-01-22,4146.47,191.14,125.12,484.21,,1,N
7734,MTR014,2024-01-22,1115.69,57.41,36.01,142.0,0.903,1,N
7735,MTR015,2024-01-22,377.61,18.26,13.49,39.58,0.943,1,N
7736,MTR016,2024-01-22,115.62,5.36,3.0,23.15,0.888,1,N
7737,MTR017,2024-01-22,15916.75,766.42,528.26,3603.43,0.917,1,N
7738,MTR018,2024-01-22,168.4,7.76,4.96,42.03,0.901,1,N
7739,MTR019,2024-01-22,129724.42,6715.99,4681.49,18349.91,0.971,1,N
7740,MTR020,2024-01-22,185.44,8.81,5.46,15.88,,1,Y
7741,MTR001,2024-01-23,8931.04,477.37,318.5,785.28,0.874,1,N
7742,MTR002,2024-01-23,3483.85,174.09,93.42,806.38,,1,N
7743,MTR003,2024-01-23,10633.52,541.16,341.92,2198.05,0.894,1,N
7744,MTR004,2024-01-23,1058.88,52.23,37.27,213.41,0.854,1,N
7745,MTR005,2024-01-23,10685.32,577.02,292.36,1779.18,0.887,1,N
7746,MTR006,2024-01-23,2331.05,110.8,71.34,495.36,0.883,1,N
7747,MTR007,2024-01-23,8620.85,413.81,252.12,654.13,0.965,1,N
7748,MTR008,2024-01-23,532.66,26.77,15.79,126.5,0.946,1,Y
7749,MTR009,2024-01-23,14748.6,763.39,523.7,2507.48,0.871,1,N
7750,MTR010,2024-01-23,373.36,17.85,9.78,81.19,0.983,1,N
7751,MTR011,2024-01-23,9526.59,461.09,294.39,1827.85,0.879,1,N
7752,MTR012,2024-01-23,900.06,44.55,31.81,197.91,,1,N
7753,MTR013,2024-01-23,3965.22,213.06,163.48,283.8,0.889,1,N
7754,MTR014,2024-01-23,1171.09,55.56,35.36,163.57,0.922,1,N
7755,MTR015,2024-01-23,379.64,19.3,15.19,84.27,0.965,1,N
7756,MTR016,2024-01-23,105.81,5.38,3.72,16.89,0.905,1,N
7757,MTR017,2024-01-23,15855.03,724.91,625.55,2991.09,0.979,1,N
7758,MTR018,2024-01-23,189.16,9.25,5.63,23.45,,1,N
7759,MTR019,2024-01-23,46042.64,2365.93,1555.21,11033.09,,1,N
7760,MTR020,2024-01-23,189.0,9.15,5.62,12.35,0.929,1,N
7761,MTR001,2024-01-24,8310.16,446.41,305.16,995.86,0.965,1,N
7762,MTR002,2024-01-24,3428.86,186.11,99.3,622.93,0.951,1,N
7763,MTR003,2024-01-24,10813.16,588.16,368.02,1318.22,0.917,1,N
7764,MTR004,2024-01-24,945.64,47.46,33.38,116.42,0.971,1,N
7765,MTR005,2024-01-24,11015.59,505.45,284.72,1251.26,0.875,1,N
7766,MTR006,2024-01-24,2036.62,102.7,55.18,343.92,,1,N
7767,MTR007,2024-01-24,9001.15,414.5,261.34,2111.48,,1,N
7768,MTR008,2024-01-24,504.08,25.72,18.2,105.68,0.938,1,N
7769,MTR009,2024-01-24,14771.18,715.43,536.32,1001.56,0.862,1,N
7770,MTR010,2024-01-24,381.73,18.82,9.85,91.29,0.862,1,N
7771,MTR011,2024-01-24,9271.11,451.06,238.79,1167.36,0.857,1,N
7772,MTR012,2024-01-24,1037.92,49.93,39.49,65.63,,1,N
7773,MTR013,2024-01-24,4013.28,204.69,137.28,318.86,0.925,1,N
7774,MTR014,2024-01-24,1193.43,65.86,41.66,82.09,0.926,1,N
7775,MTR015,2024-01-24,378.15,18.68,14.38,57.18,,1,N
7776,MTR016,2024-01-24,114.31,5.63,4.25,26.24,0.909,1,N
7777,MTR017,2024-01-24,46741.72,2262.29,1241.08,11298.53,0.968,1,N
7778,MTR018,2024-01-24,195.87,10.04,6.12,29.44,0.964,1,N
7779,MTR019,2024-01-24,46038.1,2230.59,1802.02,3168.64,,1,N
7780,MTR020,2024-01-24,175.62,9.03,5.78,40.68,,1,N
7781,MTR001,2024-01-25,8461.0,407.81,247.95,1636.66,0.924,1,Y
7782,MTR002,2024-01-25,3639.99,170.97,116.76,714.98,0.97,1,N
7783,MTR003,2024-01-25,10692.94,549.58,305.36,641.19,0.982,1,N
7784,MTR004,2024-01-25,949.1,43.43,29.34,211.19,0.914,1,N
7785,MTR005,2024-01-25,11057.36,604.83,403.47,2468.15,0.86,1,N
7786,MTR006,2024-01-25,2044.16,99.64,58.55,490.19,0.921,1,N
7787,MTR007,2024-01-25,9057.42,453.48,281.19,1727.12,,1,N
7788,MTR008,2024-01-25,614.82,28.35,22.23,116.6,0.969,1,N
7789,MTR009,2024-01-25,15252.09,809.13,427.75,3606.91,0.924,1,N
7790,MTR010,2024-01-25,805.29,39.13,25.74,102.71,0.963,1,N
7791,MTR011,2024-01-25,9460.51,437.23,298.08,1279.75,0.895,1,N
7792,MTR012,2024-01-25,952.27,48.11,26.43,208.92,0.86,1,N
7793,MTR013,2024-01-25,4131.7,193.2,154.53,925.05,,1,N
7794,MTR014,2024-01-25,1317.72,72.01,34.09,147.2,0.98,1,N
7795,MTR015,2024-01-25,416.67,20.19,15.62,32.56,0.953,1,Y
7796,MTR016,2024-01-25,119.83,6.17,4.38,21.55,0.924,1,N
7797,MTR017,2024-01-25,531.38,27.29,20.61,59.32,0.927,1,N
7798,MTR018,2024-01-25,188.46,9.46,5.55,39.44,0.875,1,N
7799,MTR019,2024-01-25,45924.1,2362.85,1955.55,4865.29,0.975,1,N
7800,MTR020,2024-01-25,192.49,9.9,7.67,18.39,,1,N
7801,MTR001,2024-01-26,9016.31,462.44,240.16,1874.78,0.925,1,N
7802,MTR002,2024-01-26,3481.4,161.36,114.24,548.93,0.967,1,N
7803,MTR003,2024-01-26,10766.76,556.83,300.53,1600.73,0.853,1,N
7804,MTR004,2024-01-26,979.39,46.54,39.93,197.64,0.894,1,N
7805,MTR005,2024-01-26,10349.68,488.19,376.39,1424.86,,1,N
7806,MTR006,2024-01-26,2243.67,110.92,61.37,534.54,0.982,1,N
7807,MTR007,2024-01-26,8959.78,463.41,316.44,1684.02,0.884,1,N
7808,MTR008,2024-01-26,587.05,28.28,21.6,47.95,0.969,1,N
7809,MTR009,2024-01-26,15169.39,776.15,482.16,3633.6,0.891,1,N
7810,MTR010,2024-01-26,327.15,16.97,10.14,23.48,0.916,1,N
7811,MTR011,2024-01-26,9561.05,511.71,345.88,1113.02,0.959,1,N
7812,MTR012,2024-01-26,999.91,50.56,28.91,215.12,,1,N
7813,MTR013,2024-01-26,4123.03,197.2,145.39,322.53,,1,N
7814,MTR014,2024-01-26,1169.46,54.57,49.81,141.06,0.942,1,N
7815,MTR015,2024-01-26,368.9,20.33,11.19,85.15,0.906,1,N
7816,MTR016,2024-01-26,113.15,5.33,3.62,7.09,,1,N
7817,MTR017,2024-01-26,16313.97,758.06,526.88,1104.97,0.946,1,N
7818,MTR018,2024-01-26,453.1,24.51,13.3,67.49,0.923,1,N
7819,MTR019,2024-01-26,41063.55,2154.56,1412.77,2926.2,,1,N
7820,MTR020,2024-01-26,195.92,9.16,8.33,22.05,0.855,1,N
7821,MTR001,2024-01-27,7574.52,389.25,218.78,731.32,,0,N
7822,MTR002,2024-01-27,3115.08,144.94,120.45,662.25,0.911,0,N
7823,MTR003,2024-01-27,9828.83,517.11,297.16,963.79,0.908,0,Y
7824,MTR004,2024-01-27,667.75,35.47,18.64,106.97,0.851,0,N
7825,MTR005,2024-01-27,9301.92,452.31,250.93,1146.33,0.973,0,N
7826,MTR006,2024-01-27,1295.66,71.17,56.36,104.53,0.986,0,N
7827,MTR007,2024-01-27,7788.7,390.64,266.21,894.3,0.885,0,N
7828,MTR008,2024-01-27,994.29,45.31,33.11,106.74,0.935,0,N
7829,MTR009,2024-01-27,12448.13,666.16,449.82,2608.62,0.917,0,N
7830,MTR010,2024-01-27,10.63,0.52,0.36,0.99,0.935,0,N
7831,MTR011,2024-01-27,7802.75,378.53,252.45,1628.01,0.855,0,N
7832,MTR012,2024-01-27,672.09,31.51,21.2,46.09,0.925,0,N
7833,MTR013,2024-01-27,3679.39,178.72,120.08,439.79,0.932,0,Y
7834,MTR014,2024-01-27,767.13,37.06,28.2,92.74,0.863,0,N
7835,MTR015,2024-01-27,257.19,13.28,8.89,59.24,0.866,0,N
7836,MTR016,2024-01-27,123.52,5.88,4.02,24.1,0.865,0,Y
7837,MTR017,2024-01-27,14010.14,715.78,566.71,2269.03,0.975,0,N
7838,MTR018,2024-01-27,186.46,8.52,5.69,23.61,0.928,0,N
7839,MTR019,2024-01-27,43071.01,2211.6,1304.03,8090.26,0.896,0,N
7840,MTR020,2024-01-27,211.57,11.21,6.2,26.65,0.935,0,Y
7841,MTR001,2024-01-28,7243.02,338.54,242.89,1376.5,0.859,0,N
7842,MTR002,2024-01-28,2888.53,153.77,78.77,260.85,0.929,0,N
7843,MTR003,2024-01-28,9415.92,459.44,305.33,1774.97,0.892,0,N
7844,MTR004,2024-01-28,695.9,38.21,29.78,154.66,0.977,0,N
7845,MTR005,2024-01-28,9225.33,420.8,318.81,864.18,0.901,0,N
7846,MTR006,2024-01-28,1344.6,66.12,56.28,309.82,0.971,0,N
7847,MTR007,2024-01-28,7094.01,378.89,250.68,1138.41,0.915,0,N
7848,MTR008,2024-01-28,356.22,16.69,11.24,39.56,0.923,0,N
7849,MTR009,2024-01-28,13696.61,726.86,440.7,1821.25,0.913,0,N
7850,MTR010,2024-01-28,202.26,9.65,8.13,17.8,0.883,0,N
7851,MTR011,2024-01-28,8444.6,400.2,291.15,585.79,0.954,0,N
7852,MTR012,2024-01-28,617.27,32.38,23.64,96.79,0.896,0,N
7853,MTR013,2024-01-28,3575.09,172.87,152.64,695.51,0.982,0,N
7854,MTR014,2024-01-28,721.82,34.95,24.36,141.0,0.985,0,N
7855,MTR015,2024-01-28,234.54,11.09,8.18,56.63,0.867,0,N
7856,MTR016,2024-01-28,121.73,6.28,3.72,23.77,0.927,0,N
7857,MTR017,2024-01-28,13839.18,668.04,437.66,1646.27,0.856,0,N
7858,MTR018,2024-01-28,203.41,10.55,7.31,34.95,0.917,0,N
7859,MTR019,2024-01-28,43938.6,2037.58,1526.41,3768.69,0.856,0,N
7860,MTR020,2024-01-28,214.32,10.16,5.94,16.3,,0,N
7861,MTR001,2024-01-29,9116.72,455.38,292.28,1980.21,0.977,1,N
7862,MTR002,2024-01-29,3555.77,186.98,110.32,806.56,0.932,1,N
7863,MTR003,2024-01-29,10688.02,593.37,433.86,752.52,0.989,1,N
7864,MTR004,2024-01-29,995.69,54.43,33.45,152.96,0.869,1,N
7865,MTR005,2024-01-29,10681.95,502.4,353.02,2322.06,0.985,1,N
7866,MTR006,2024-01-29,2273.81,115.54,61.05,130.84,,1,N
7867,MTR007,2024-01-29,8724.9,447.87,238.86,1998.96,0.872,1,N
7868,MTR008,2024-01-29,576.04,28.62,20.87,102.33,0.924,1,N
7869,MTR009,2024-01-29,15312.12,799.05,466.09,1945.83,0.931,1,N
7870,MTR010,2024-01-29,388.19,17.91,13.75,92.25,,1,N
7871,MTR011,2024-01-29,9370.67,487.47,299.13,2059.15,0.943,1,N
7872,MTR012,2024-01-29,1066.97,53.24,36.96,226.99,,1,N
7873,MTR013,2024-01-29,4075.43,214.77,104.99,592.84,0.89,1,N
7874,MTR014,2024-01-29,1153.1,62.06,38.56,124.59,0.932,1,Y
7875,MTR015,2024-01-29,357.67,18.61,13.25,21.83,0.936,1,N
7876,MTR016,2024-01-29,110.2,5.45,3.71,8.95,0.894,1,N
7877,MTR017,2024-01-29,16908.39,771.93,568.3,1460.3,0.966,1,N
7878,MTR018,2024-01-29,197.2,10.76,6.5,48.88,0.959,1,Y
7879,MTR019,2024-01-29,40778.58,1978.15,1145.89,10070.66,0.921,1,N
7880,MTR020,2024-01-29,181.25,9.83,6.4,36.53,0.958,1,N
7881,MTR001,2024-01-30,9012.66,481.07,258.51,2127.94,0.99,1,N
7882,MTR002,2024-01-30,3447.56,188.48,130.9,795.29,0.924,1,N
7883,MTR003,2024-01-30,11167.18,586.59,445.91,1967.87,0.857,1,N
7884,MTR004,2024-01-30,1020.48,46.76,39.66,193.88,0.87,1,N
7885,MTR005,2024-01-30,11021.03,574.35,359.77,2194.68,0.946,1,N
7886,MTR006,2024-01-30,2080.5,105.23,77.27,267.32,0.955,1,N
7887,MTR007,2024-01-30,8347.27,399.0,307.67,826.81,0.883,1,N
7888,MTR008,2024-01-30,599.62,27.81,19.89,59.25,0.902,1,N
7889,MTR009,2024-01-30,15500.48,854.52,472.96,1381.73,0.958,1,N
7890,MTR010,2024-01-30,351.15,18.6,10.97,80.65,0.961,1,N
7891,MTR011,2024-01-30,9399.49,471.61,329.01,1867.46,,1,N
7892,MTR012,2024-01-30,1025.79,54.32,31.76,196.73,,1,N
7893,MTR013,2024-01-30,4035.37,199.71,136.58,942.83,0.942,1,N
7894,MTR014,2024-01-30,1242.54,60.72,38.01,271.35,0.851,1,N
7895,MTR015,2024-01-30,361.68,19.36,14.26,58.52,0.932,1,Y
7896,MTR016,2024-01-30,267.6,13.36,8.57,61.12,0.932,1,Y
7897,MTR017,2024-01-30,16404.04,767.11,538.67,3243.1,,1,N
7898,MTR018,2024-01-30,191.43,9.33,6.74,15.49,0.871,1,N
7899,MTR019,2024-01-30,44150.44,2357.13,1308.26,10489.23,0.968,1,N
7900,MTR020,2024-01-30,199.25,10.67,5.79,13.57,0.861,1,N
7901,MTR001,2024-01-31,8875.15,463.59,359.6,1169.56,0.885,1,N
7902,MTR002,2024-01-31,3464.05,188.28,112.29,846.69,0.883,1,N
7903,MTR003,2024-01-31,11314.81,517.25,406.63,2109.2,0.957,1,N
7904,MTR004,2024-01-31,2324.43,106.34,76.06,377.24,0.891,1,N
7905,MTR005,2024-01-31,10807.58,534.19,334.89,1434.48,0.926,1,N
7906,MTR006,2024-01-31,2365.33,108.38,93.81,519.87,0.877,1,N
7907,MTR007,2024-01-31,8910.32,407.04,265.68,829.2,0.912,1,N
7908,MTR008,2024-01-31,554.32,30.08,15.48,123.69,0.945,1,N
7909,MTR009,2024-01-31,15188.35,749.12,508.43,2241.63,0.985,1,N
7910,MTR010,2024-01-31,390.76,20.48,14.83,82.29,0.965,1,N
7911,MTR011,2024-01-31,9426.88,465.28,313.19,1200.97,0.93,1,N
7912,MTR012,2024-01-31,913.07,44.58,30.93,94.99,0.911,1,N
